date,SCI,population,reprieve_releases,population_after_reprieve,population_change_one_day,population_change_one_week,population_change_one_month
2020-10-13,Albion,2208.0,4.0,2204.0,-1.0,-1.0,1.0
2020-10-13,Benner,1980.0,3.0,1977.0,-3.0,-3.0,-11.0
2020-10-13,Camp Hill,2130.0,7.0,2123.0,-77.0,-77.0,-108.0
2020-10-13,Cambridge Springs,968.0,18.0,950.0,4.0,4.0,-14.0
2020-10-13,Chester,1036.0,2.0,1034.0,76.0,76.0,66.0
2020-10-13,Coal Township,2201.0,4.0,2197.0,4.0,4.0,14.0
2020-10-13,Dallas,2099.0,2.0,2097.0,-2.0,-2.0,-11.0
2020-10-13,Frackville,1033.0,3.0,1030.0,0.0,0.0,-5.0
2020-10-13,Forest,2334.0,5.0,2329.0,-4.0,-4.0,-13.0
2020-10-13,Fayette,1952.0,3.0,1949.0,0.0,0.0,-25.0
2020-10-13,Greene,1698.0,3.0,1695.0,8.0,8.0,27.0
2020-10-13,Houtzdale,2431.0,2.0,2429.0,-2.0,-2.0,-8.0
2020-10-13,Huntingdon,1811.0,1.0,1810.0,-2.0,-2.0,72.0
2020-10-13,Laurel Highlands,876.0,13.0,863.0,-3.0,-3.0,-22.0
2020-10-13,Mahanoy,2299.0,5.0,2294.0,-2.0,-2.0,-12.0
2020-10-13,Mercer,1247.0,3.0,1244.0,-3.0,-3.0,-25.0
2020-10-13,Muncy,1080.0,11.0,1069.0,-9.0,-9.0,12.0
2020-10-13,Phoenix,2784.0,9.0,2775.0,-3.0,-3.0,-37.0
2020-10-13,Pine Grove,1009.0,3.0,1006.0,-3.0,-3.0,-15.0
2020-10-13,Quehanna,352.0,0.0,352.0,-1.0,-1.0,-64.0
2020-10-13,Retreat,0.0,0.0,0.0,0.0,0.0,0.0
2020-10-13,Rockview,1609.0,5.0,1604.0,-2.0,-2.0,-30.0
2020-10-13,Smithfield,1360.0,4.0,1356.0,-4.0,-4.0,-17.0
2020-10-13,Somerset,2246.0,0.0,2246.0,-2.0,-2.0,-13.0
2020-10-13,Waymart,1032.0,8.0,1024.0,-3.0,-3.0,-13.0
2020-10-13,SCI TOTAL,39775.0,118.0,39657.0,-34.0,-34.0,-251.0
2020-10-13,CCC/F East,620.0,0.0,620.0,0.0,0.0,8.0
2020-10-13,CCC/F Central,861.0,0.0,861.0,0.0,0.0,-19.0
2020-10-13,CCC/F West,810.0,0.0,810.0,0.0,0.0,72.0
2020-10-13,CCC/F TOTAL,2291.0,0.0,2291.0,0.0,0.0,61.0
