date,SCI,population,reprieve_releases,population_after_reprieve,population_change_one_day,population_change_one_week,population_change_one_month
2020-04-24,Albion,2245.0,2.0,2243.0,-3.0,-17.0,-48.0
2020-04-24,Benner,2053.0,4.0,2049.0,0.0,-6.0,-25.0
2020-04-24,Camp Hill,2984.0,8.0,2976.0,77.0,129.0,49.0
2020-04-24,Cambridge Springs,1134.0,16.0,1118.0,-4.0,-35.0,-40.0
2020-04-24,Chester,1028.0,1.0,1027.0,-3.0,-21.0,-94.0
2020-04-24,Coal Township,2100.0,5.0,2095.0,-3.0,-17.0,-50.0
2020-04-24,Dallas,2134.0,3.0,2131.0,-5.0,-10.0,-55.0
2020-04-24,Frackville,1173.0,3.0,1170.0,0.0,-9.0,-33.0
2020-04-24,Forest,2286.0,5.0,2281.0,0.0,-9.0,-18.0
2020-04-24,Fayette,1963.0,2.0,1961.0,-1.0,-13.0,-69.0
2020-04-24,Greene,1758.0,1.0,1757.0,-3.0,-10.0,-34.0
2020-04-24,Houtzdale,2473.0,0.0,2473.0,0.0,-7.0,-47.0
2020-04-24,Huntingdon,1995.0,1.0,1994.0,-1.0,-6.0,-40.0
2020-04-24,Laurel Highlands,1377.0,13.0,1364.0,-5.0,-30.0,-90.0
2020-04-24,Mahanoy,2309.0,3.0,2306.0,-5.0,-17.0,-62.0
2020-04-24,Mercer,1302.0,3.0,1299.0,-4.0,-19.0,-62.0
2020-04-24,Muncy,1319.0,9.0,1310.0,-2.0,-25.0,-66.0
2020-04-24,Phoenix,3061.0,8.0,3053.0,-5.0,-28.0,-145.0
2020-04-24,Pine Grove,1010.0,2.0,1008.0,-3.0,-6.0,-29.0
2020-04-24,Quehanna,318.0,0.0,318.0,0.0,-57.0,-94.0
2020-04-24,Retreat,324.0,0.0,324.0,-80.0,-160.0,133.0
2020-04-24,Rockview,2306.0,1.0,2305.0,-2.0,-11.0,-36.0
2020-04-24,Smithfield,1279.0,3.0,1276.0,-2.0,-9.0,-27.0
2020-04-24,Somerset,2317.0,0.0,2317.0,3.0,-5.0,-49.0
2020-04-24,Waymart,1326.0,8.0,1318.0,-3.0,-16.0,-68.0
2020-04-24,SCI TOTAL,43574.0,101.0,43473.0,-54.0,-414.0,-1099.0
2020-04-24,CCC/F East,1030.0,0.0,1030.0,-36.0,-34.0,55.0
2020-04-24,CCC/F Central,1237.0,0.0,1237.0,31.0,28.0,105.0
2020-04-24,CCC/F West,853.0,0.0,853.0,-5.0,-16.0,165.0
2020-04-24,CCC/F TOTAL,3120.0,0.0,3120.0,-10.0,-22.0,325.0
