date,SCI,population,reprieve_releases,population_after_reprieve,population_change_one_day,population_change_one_week,population_change_one_month
2020-11-01,Albion,2179.0,4.0,2175.0,-1.0,-12.0,-28.0
2020-11-01,Benner,1954.0,3.0,1951.0,-1.0,-12.0,-37.0
2020-11-01,Camp Hill,2154.0,7.0,2147.0,-2.0,22.0,-84.0
2020-11-01,Cambridge Springs,966.0,18.0,948.0,0.0,1.0,-16.0
2020-11-01,Chester,1030.0,2.0,1028.0,-5.0,-10.0,60.0
2020-11-01,Coal Township,2285.0,4.0,2281.0,-45.0,-5.0,98.0
2020-11-01,Dallas,2028.0,2.0,2026.0,-1.0,-52.0,-82.0
2020-11-01,Frackville,1019.0,3.0,1016.0,0.0,4.0,-19.0
2020-11-01,Forest,2316.0,4.0,2312.0,0.0,-3.0,-30.0
2020-11-01,Fayette,1948.0,3.0,1945.0,21.0,10.0,-29.0
2020-11-01,Greene,1714.0,3.0,1711.0,1.0,10.0,43.0
2020-11-01,Houtzdale,2419.0,2.0,2417.0,-2.0,-8.0,-20.0
2020-11-01,Huntingdon,1707.0,1.0,1706.0,-33.0,-36.0,-32.0
2020-11-01,Laurel Highlands,860.0,13.0,847.0,-3.0,-7.0,-38.0
2020-11-01,Mahanoy,2270.0,5.0,2265.0,-1.0,-6.0,-41.0
2020-11-01,Mercer,1212.0,3.0,1209.0,-6.0,-13.0,-60.0
2020-11-01,Muncy,1078.0,10.0,1068.0,8.0,-1.0,11.0
2020-11-01,Phoenix,2875.0,9.0,2866.0,-3.0,-23.0,54.0
2020-11-01,Pine Grove,991.0,3.0,988.0,-2.0,-9.0,-33.0
2020-11-01,Quehanna,317.0,0.0,317.0,-1.0,-22.0,-99.0
2020-11-01,Retreat,0.0,0.0,0.0,0.0,0.0,0.0
2020-11-01,Rockview,1582.0,5.0,1577.0,1.0,-12.0,-57.0
2020-11-01,Smithfield,1337.0,4.0,1333.0,-1.0,-13.0,-40.0
2020-11-01,Somerset,2222.0,0.0,2222.0,0.0,-6.0,-37.0
2020-11-01,Waymart,1005.0,7.0,998.0,-3.0,-7.0,-39.0
2020-11-01,SCI TOTAL,39468.0,115.0,39353.0,-79.0,-210.0,-555.0
2020-11-01,CCC/F East,637.0,0.0,637.0,8.0,-8.0,25.0
2020-11-01,CCC/F Central,828.0,0.0,828.0,15.0,10.0,-52.0
2020-11-01,CCC/F West,823.0,0.0,823.0,12.0,9.0,85.0
2020-11-01,CCC/F TOTAL,2288.0,0.0,2288.0,35.0,11.0,58.0
