SCI,population,reprieve_releases,population_after_reprieve,population_change_one_day,population_change_one_week,population_change_one_month,date
Albion,2125.0,4.0,2121.0,-1.0,-5.0,-32.0,2021-03-17
Benner,1959.0,3.0,1956.0,1.0,-4.0,13.0,2021-03-17
Camp Hill,1974.0,7.0,1967.0,-11.0,-41.0,-103.0,2021-03-17
Cambridge Springs,885.0,15.0,870.0,-1.0,7.0,-4.0,2021-03-17
Chester,1021.0,1.0,1020.0,1.0,3.0,29.0,2021-03-17
Coal Township,2101.0,4.0,2097.0,2.0,13.0,9.0,2021-03-17
Dallas,1568.0,2.0,1566.0,-2.0,-7.0,-34.0,2021-03-17
Frackville,1108.0,3.0,1105.0,2.0,2.0,0.0,2021-03-17
Forest,2269.0,3.0,2266.0,14.0,14.0,31.0,2021-03-17
Fayette,1960.0,3.0,1957.0,2.0,1.0,-1.0,2021-03-17
Greene,1725.0,2.0,1723.0,-8.0,-16.0,-43.0,2021-03-17
Houtzdale,2374.0,2.0,2372.0,-5.0,-11.0,-4.0,2021-03-17
Huntingdon,1775.0,1.0,1774.0,-1.0,-1.0,-31.0,2021-03-17
Laurel Highlands,775.0,12.0,763.0,-1.0,-3.0,-15.0,2021-03-17
Mahanoy,2194.0,4.0,2190.0,-7.0,-10.0,9.0,2021-03-17
Mercer,1051.0,3.0,1048.0,-6.0,-11.0,-9.0,2021-03-17
Muncy,1067.0,8.0,1059.0,8.0,-10.0,1.0,2021-03-17
Phoenix,3038.0,8.0,3030.0,8.0,39.0,64.0,2021-03-17
Pine Grove,931.0,3.0,928.0,-1.0,-11.0,-5.0,2021-03-17
Quehanna,281.0,0.0,281.0,9.0,9.0,11.0,2021-03-17
Retreat,0.0,0.0,0.0,0.0,0.0,0.0,2021-03-17
Rockview,1505.0,4.0,1501.0,0.0,-3.0,-16.0,2021-03-17
Smithfield,1015.0,3.0,1012.0,-3.0,-10.0,-17.0,2021-03-17
Somerset,2153.0,0.0,2153.0,8.0,4.0,5.0,2021-03-17
Waymart,855.0,7.0,848.0,0.0,-4.0,-17.0,2021-03-17
SCI TOTAL,37709.0,102.0,37607.0,8.0,-55.0,-159.0,2021-03-17
CCC/F East,487.0,0.0,487.0,-7.0,-11.0,-8.0,2021-03-17
CCC/F Central,621.0,0.0,621.0,-9.0,-15.0,3.0,2021-03-17
CCC/F West,514.0,0.0,514.0,-5.0,-14.0,27.0,2021-03-17
CCC/F TOTAL,1622.0,0.0,1622.0,-21.0,-40.0,22.0,2021-03-17
