date,SCI,population,reprieve_releases,population_after_reprieve,population_change_one_day,population_change_one_week,population_change_one_month
2020-06-14,Albion,2213.0,4.0,2209.0,-4.0,-6.0,29.0
2020-06-14,Benner,1983.0,3.0,1980.0,-2.0,-10.0,-28.0
2020-06-14,Camp Hill,2486.0,10.0,2476.0,25.0,0.0,-241.0
2020-06-14,Cambridge Springs,1048.0,19.0,1029.0,13.0,-7.0,-12.0
2020-06-14,Chester,899.0,3.0,896.0,0.0,-16.0,-33.0
2020-06-14,Coal Township,2062.0,4.0,2058.0,0.0,-8.0,23.0
2020-06-14,Dallas,2143.0,3.0,2140.0,-3.0,-18.0,15.0
2020-06-14,Frackville,1186.0,4.0,1182.0,0.0,-8.0,8.0
2020-06-14,Forest,2352.0,8.0,2344.0,0.0,2.0,27.0
2020-06-14,Fayette,1898.0,4.0,1894.0,0.0,-10.0,16.0
2020-06-14,Greene,1745.0,4.0,1741.0,0.0,-9.0,14.0
2020-06-14,Houtzdale,2406.0,4.0,2402.0,0.0,-2.0,-18.0
2020-06-14,Huntingdon,1880.0,1.0,1879.0,-1.0,-4.0,-7.0
2020-06-14,Laurel Highlands,1265.0,18.0,1247.0,-1.0,-19.0,-36.0
2020-06-14,Mahanoy,2289.0,6.0,2283.0,0.0,-14.0,31.0
2020-06-14,Mercer,1285.0,3.0,1282.0,-4.0,-9.0,-21.0
2020-06-14,Muncy,1174.0,11.0,1163.0,-16.0,-28.0,-64.0
2020-06-14,Phoenix,2883.0,8.0,2875.0,-3.0,-22.0,-55.0
2020-06-14,Pine Grove,1017.0,4.0,1013.0,0.0,-2.0,11.0
2020-06-14,Quehanna,387.0,0.0,387.0,0.0,-5.0,-15.0
2020-06-14,Retreat,592.0,0.0,592.0,-7.0,78.0,6.0
2020-06-14,Rockview,2012.0,8.0,2004.0,-1.0,-9.0,-21.0
2020-06-14,Smithfield,1267.0,5.0,1262.0,0.0,-6.0,7.0
2020-06-14,Somerset,2277.0,0.0,2277.0,-3.0,-7.0,-6.0
2020-06-14,Waymart,1204.0,11.0,1193.0,-1.0,-12.0,-30.0
2020-06-14,SCI TOTAL,41953.0,145.0,41808.0,-8.0,-151.0,-400.0
2020-06-14,CCC/F East,986.0,0.0,986.0,0.0,11.0,-9.0
2020-06-14,CCC/F Central,1021.0,0.0,1021.0,0.0,-93.0,-104.0
2020-06-14,CCC/F West,684.0,0.0,684.0,0.0,-10.0,-39.0
2020-06-14,CCC/F TOTAL,2691.0,0.0,2691.0,0.0,-92.0,-152.0
