date,SCI,population,reprieve_releases,population_after_reprieve,population_change_one_day,population_change_one_week,population_change_one_month
2020-04-27,Albion,2243.0,2.0,2241.0,0.0,-2.0,-50.0
2020-04-27,Benner,2048.0,3.0,2045.0,0.0,-2.0,-29.0
2020-04-27,Camp Hill,2979.0,8.0,2971.0,0.0,0.0,44.0
2020-04-27,Cambridge Springs,1132.0,16.0,1116.0,0.0,-2.0,-42.0
2020-04-27,Chester,1028.0,1.0,1027.0,0.0,0.0,-94.0
2020-04-27,Coal Township,2094.0,5.0,2089.0,0.0,0.0,-56.0
2020-04-27,Dallas,2133.0,3.0,2130.0,0.0,0.0,-56.0
2020-04-27,Frackville,1173.0,3.0,1170.0,0.0,0.0,-33.0
2020-04-27,Forest,2284.0,5.0,2279.0,-1.0,-1.0,-20.0
2020-04-27,Fayette,1951.0,2.0,1949.0,-3.0,-4.0,-81.0
2020-04-27,Greene,1757.0,2.0,1755.0,-2.0,-2.0,-36.0
2020-04-27,Houtzdale,2469.0,3.0,2466.0,0.0,-1.0,-54.0
2020-04-27,Huntingdon,1993.0,1.0,1992.0,0.0,0.0,-42.0
2020-04-27,Laurel Highlands,1372.0,13.0,1359.0,-2.0,-2.0,-95.0
2020-04-27,Mahanoy,2309.0,3.0,2306.0,0.0,0.0,-62.0
2020-04-27,Mercer,1301.0,3.0,1298.0,0.0,0.0,-63.0
2020-04-27,Muncy,1318.0,9.0,1309.0,0.0,0.0,-67.0
2020-04-27,Phoenix,3051.0,8.0,3043.0,-3.0,-3.0,-155.0
2020-04-27,Pine Grove,1011.0,2.0,1009.0,0.0,0.0,-28.0
2020-04-27,Quehanna,318.0,0.0,318.0,0.0,0.0,-94.0
2020-04-27,Retreat,323.0,0.0,323.0,-1.0,-1.0,132.0
2020-04-27,Rockview,2305.0,2.0,2303.0,0.0,-1.0,-38.0
2020-04-27,Smithfield,1274.0,3.0,1271.0,0.0,-3.0,-32.0
2020-04-27,Somerset,2312.0,0.0,2312.0,-1.0,-1.0,-54.0
2020-04-27,Waymart,1322.0,10.0,1312.0,0.0,-3.0,-74.0
2020-04-27,SCI TOTAL,43500.0,107.0,43393.0,-13.0,-28.0,-1179.0
2020-04-27,CCC/F East,1028.0,0.0,1028.0,0.0,0.0,53.0
2020-04-27,CCC/F Central,1220.0,0.0,1220.0,0.0,0.0,88.0
2020-04-27,CCC/F West,844.0,0.0,844.0,0.0,0.0,156.0
2020-04-27,CCC/F TOTAL,3092.0,0.0,3092.0,0.0,0.0,297.0
