date,SCI,population,reprieve_releases,population_after_reprieve,population_change_one_day,population_change_one_week,population_change_one_month
2020-05-12,Albion,2208.0,2.0,2206.0,0.0,0.0,-31.0
2020-05-12,Benner,2031.0,4.0,2027.0,0.0,0.0,-13.0
2020-05-12,Camp Hill,2906.0,9.0,2897.0,-43.0,-44.0,-88.0
2020-05-12,Cambridge Springs,1093.0,18.0,1075.0,-4.0,-6.0,-39.0
2020-05-12,Chester,983.0,3.0,980.0,-5.0,-5.0,-26.0
2020-05-12,Coal Township,2063.0,5.0,2058.0,-1.0,-2.0,-23.0
2020-05-12,Dallas,2125.0,3.0,2122.0,-8.0,-8.0,-28.0
2020-05-12,Frackville,1181.0,4.0,1177.0,-2.0,-3.0,10.0
2020-05-12,Forest,2322.0,7.0,2315.0,-1.0,-1.0,-8.0
2020-05-12,Fayette,1906.0,4.0,1902.0,-3.0,-9.0,-36.0
2020-05-12,Greene,1745.0,4.0,1741.0,-2.0,-2.0,-16.0
2020-05-12,Houtzdale,2428.0,4.0,2424.0,-3.0,-3.0,-30.0
2020-05-12,Huntingdon,1943.0,1.0,1942.0,-3.0,-8.0,-40.0
2020-05-12,Laurel Highlands,1335.0,14.0,1321.0,-7.0,-11.0,-32.0
2020-05-12,Mahanoy,2270.0,5.0,2265.0,-2.0,-4.0,-29.0
2020-05-12,Mercer,1317.0,3.0,1314.0,0.0,-1.0,-9.0
2020-05-12,Muncy,1275.0,10.0,1265.0,-4.0,-4.0,-31.0
2020-05-12,Phoenix,2971.0,8.0,2963.0,-3.0,-6.0,-60.0
2020-05-12,Pine Grove,1021.0,2.0,1019.0,0.0,0.0,-5.0
2020-05-12,Quehanna,375.0,0.0,375.0,48.0,48.0,72.0
2020-05-12,Retreat,526.0,0.0,526.0,33.0,33.0,168.0
2020-05-12,Rockview,2050.0,4.0,2046.0,-3.0,-6.0,-90.0
2020-05-12,Smithfield,1259.0,4.0,1255.0,0.0,-1.0,-10.0
2020-05-12,Somerset,2294.0,0.0,2294.0,0.0,-1.0,-11.0
2020-05-12,Waymart,1276.0,10.0,1266.0,-3.0,-4.0,-40.0
2020-05-12,SCI TOTAL,42903.0,128.0,42775.0,-16.0,-48.0,-445.0
2020-05-12,CCC/F East,1048.0,0.0,1048.0,-9.0,-9.0,23.0
2020-05-12,CCC/F Central,1154.0,0.0,1154.0,-13.0,-13.0,-39.0
2020-05-12,CCC/F West,739.0,0.0,739.0,-19.0,-19.0,5.0
2020-05-12,CCC/F TOTAL,2941.0,0.0,2941.0,-41.0,-41.0,-11.0
