date,SCI,population,reprieve_releases,population_after_reprieve,population_change_one_day,population_change_one_week,population_change_one_month
2020-04-25,Albion,2245.0,2.0,2243.0,0.0,-17.0,-48.0
2020-04-25,Benner,2050.0,3.0,2047.0,-2.0,-8.0,-27.0
2020-04-25,Camp Hill,2979.0,8.0,2971.0,-5.0,124.0,44.0
2020-04-25,Cambridge Springs,1134.0,16.0,1118.0,0.0,-35.0,-40.0
2020-04-25,Chester,1028.0,1.0,1027.0,0.0,-21.0,-94.0
2020-04-25,Coal Township,2094.0,5.0,2089.0,-6.0,-23.0,-56.0
2020-04-25,Dallas,2133.0,3.0,2130.0,-1.0,-11.0,-56.0
2020-04-25,Frackville,1173.0,3.0,1170.0,0.0,-9.0,-33.0
2020-04-25,Forest,2285.0,5.0,2280.0,-1.0,-10.0,-19.0
2020-04-25,Fayette,1955.0,2.0,1953.0,-8.0,-21.0,-77.0
2020-04-25,Greene,1758.0,1.0,1757.0,0.0,-10.0,-34.0
2020-04-25,Houtzdale,2470.0,3.0,2467.0,-6.0,-13.0,-53.0
2020-04-25,Huntingdon,1993.0,1.0,1992.0,-2.0,-8.0,-42.0
2020-04-25,Laurel Highlands,1374.0,13.0,1361.0,-3.0,-33.0,-93.0
2020-04-25,Mahanoy,2309.0,3.0,2306.0,0.0,-17.0,-62.0
2020-04-25,Mercer,1301.0,3.0,1298.0,-1.0,-20.0,-63.0
2020-04-25,Muncy,1318.0,9.0,1309.0,-1.0,-26.0,-67.0
2020-04-25,Phoenix,3054.0,8.0,3046.0,-7.0,-35.0,-152.0
2020-04-25,Pine Grove,1011.0,2.0,1009.0,1.0,-5.0,-28.0
2020-04-25,Quehanna,318.0,0.0,318.0,0.0,-57.0,-94.0
2020-04-25,Retreat,324.0,0.0,324.0,0.0,-160.0,133.0
2020-04-25,Rockview,2306.0,2.0,2304.0,-1.0,-12.0,-37.0
2020-04-25,Smithfield,1277.0,3.0,1274.0,-2.0,-11.0,-29.0
2020-04-25,Somerset,2313.0,0.0,2313.0,-4.0,-9.0,-53.0
2020-04-25,Waymart,1324.0,9.0,1315.0,-3.0,-19.0,-71.0
2020-04-25,SCI TOTAL,43526.0,105.0,43421.0,-52.0,-466.0,-1151.0
2020-04-25,CCC/F East,1028.0,0.0,1028.0,-2.0,-36.0,53.0
2020-04-25,CCC/F Central,1220.0,0.0,1220.0,-17.0,11.0,88.0
2020-04-25,CCC/F West,844.0,0.0,844.0,-9.0,-25.0,156.0
2020-04-25,CCC/F TOTAL,3092.0,0.0,3092.0,-28.0,-50.0,297.0
