date,SCI,population,reprieve_releases,population_after_reprieve,population_change_one_day,population_change_one_week,population_change_one_month
2020-11-08,Albion,2188.0,4.0,2184.0,22.0,9.0,17.0
2020-11-08,Benner,1938.0,3.0,1935.0,-1.0,-16.0,-16.0
2020-11-08,Camp Hill,2112.0,7.0,2105.0,59.0,-42.0,57.0
2020-11-08,Cambridge Springs,960.0,18.0,942.0,-1.0,-6.0,-10.0
2020-11-08,Chester,1020.0,2.0,1018.0,0.0,-10.0,-9.0
2020-11-08,Coal Township,2297.0,4.0,2293.0,-17.0,12.0,9.0
2020-11-08,Dallas,1987.0,2.0,1985.0,-3.0,-41.0,-10.0
2020-11-08,Frackville,1141.0,3.0,1138.0,0.0,122.0,95.0
2020-11-08,Forest,2341.0,4.0,2337.0,21.0,25.0,26.0
2020-11-08,Fayette,1942.0,3.0,1939.0,-2.0,-6.0,-4.0
2020-11-08,Greene,1738.0,3.0,1735.0,3.0,24.0,20.0
2020-11-08,Houtzdale,2408.0,2.0,2406.0,2.0,-11.0,-9.0
2020-11-08,Huntingdon,1701.0,1.0,1700.0,0.0,-6.0,-5.0
2020-11-08,Laurel Highlands,844.0,13.0,831.0,0.0,-16.0,-15.0
2020-11-08,Mahanoy,2259.0,5.0,2254.0,-4.0,-11.0,-11.0
2020-11-08,Mercer,1202.0,3.0,1199.0,0.0,-10.0,-9.0
2020-11-08,Muncy,1072.0,10.0,1062.0,11.0,-6.0,5.0
2020-11-08,Phoenix,2940.0,9.0,2931.0,-5.0,65.0,-31.0
2020-11-08,Pine Grove,962.0,3.0,959.0,0.0,-29.0,-28.0
2020-11-08,Quehanna,342.0,0.0,342.0,-2.0,25.0,25.0
2020-11-08,Retreat,0.0,0.0,0.0,0.0,0.0,0.0
2020-11-08,Rockview,1572.0,5.0,1567.0,-2.0,-10.0,-10.0
2020-11-08,Smithfield,1330.0,4.0,1326.0,0.0,-7.0,-5.0
2020-11-08,Somerset,2209.0,0.0,2209.0,1.0,-13.0,-13.0
2020-11-08,Waymart,991.0,7.0,984.0,-3.0,-14.0,-14.0
2020-11-08,SCI TOTAL,39496.0,115.0,39381.0,79.0,28.0,55.0
2020-11-08,CCC/F East,657.0,0.0,657.0,32.0,20.0,20.0
2020-11-08,CCC/F Central,824.0,0.0,824.0,10.0,-4.0,-4.0
2020-11-08,CCC/F West,798.0,0.0,798.0,7.0,-25.0,-25.0
2020-11-08,CCC/F TOTAL,2279.0,0.0,2279.0,49.0,-9.0,-9.0
