date,SCI,population,reprieve_releases,population_after_reprieve,population_change_one_day,population_change_one_week,population_change_one_month
2020-05-25,Albion,2186.0,4.0,2182.0,0.0,-1.0,-55.0
2020-05-25,Benner,2016.0,4.0,2012.0,-2.0,-2.0,-28.0
2020-05-25,Camp Hill,2944.0,10.0,2934.0,-1.0,-4.0,-51.0
2020-05-25,Cambridge Springs,1069.0,18.0,1051.0,1.0,0.0,-63.0
2020-05-25,Chester,946.0,3.0,943.0,0.0,0.0,-63.0
2020-05-25,Coal Township,2037.0,4.0,2033.0,0.0,-3.0,-48.0
2020-05-25,Dallas,2108.0,3.0,2105.0,0.0,0.0,-45.0
2020-05-25,Frackville,1162.0,4.0,1158.0,-1.0,-1.0,-9.0
2020-05-25,Forest,2307.0,7.0,2300.0,0.0,0.0,-23.0
2020-05-25,Fayette,1882.0,4.0,1878.0,-1.0,-3.0,-60.0
2020-05-25,Greene,1739.0,4.0,1735.0,0.0,0.0,-22.0
2020-05-25,Houtzdale,2407.0,4.0,2403.0,0.0,-3.0,-51.0
2020-05-25,Huntingdon,1895.0,1.0,1894.0,0.0,-1.0,-88.0
2020-05-25,Laurel Highlands,1310.0,15.0,1295.0,-1.0,-4.0,-58.0
2020-05-25,Mahanoy,2253.0,5.0,2248.0,0.0,0.0,-46.0
2020-05-25,Mercer,1289.0,3.0,1286.0,0.0,-1.0,-37.0
2020-05-25,Muncy,1261.0,11.0,1250.0,-1.0,-1.0,-46.0
2020-05-25,Phoenix,2961.0,9.0,2952.0,-2.0,-3.0,-71.0
2020-05-25,Pine Grove,1000.0,4.0,996.0,0.0,-1.0,-28.0
2020-05-25,Quehanna,413.0,0.0,413.0,0.0,0.0,110.0
2020-05-25,Retreat,531.0,0.0,531.0,0.0,0.0,173.0
2020-05-25,Rockview,2039.0,7.0,2032.0,0.0,0.0,-104.0
2020-05-25,Smithfield,1245.0,4.0,1241.0,-1.0,-2.0,-24.0
2020-05-25,Somerset,2265.0,0.0,2265.0,-3.0,-4.0,-40.0
2020-05-25,Waymart,1248.0,11.0,1237.0,0.0,0.0,-69.0
2020-05-25,SCI TOTAL,42513.0,139.0,42374.0,-12.0,-34.0,-846.0
2020-05-25,CCC/F East,1031.0,0.0,1031.0,0.0,0.0,6.0
2020-05-25,CCC/F Central,1164.0,0.0,1164.0,0.0,0.0,-29.0
2020-05-25,CCC/F West,736.0,0.0,736.0,0.0,0.0,2.0
2020-05-25,CCC/F TOTAL,2931.0,0.0,2931.0,0.0,0.0,-21.0
