date,SCI,population,reprieve_releases,population_after_reprieve,population_change_one_day,population_change_one_week,population_change_one_month
2020-05-21,Albion,2189.0,4.0,2185.0,-1.0,-7.0,-52.0
2020-05-21,Benner,2018.0,4.0,2014.0,-5.0,-6.0,-26.0
2020-05-21,Camp Hill,2916.0,10.0,2906.0,28.0,52.0,-79.0
2020-05-21,Cambridge Springs,1072.0,18.0,1054.0,-5.0,-8.0,-60.0
2020-05-21,Chester,948.0,3.0,945.0,-18.0,-31.0,-61.0
2020-05-21,Coal Township,2046.0,4.0,2042.0,-2.0,-12.0,-39.0
2020-05-21,Dallas,2110.0,3.0,2107.0,-5.0,-7.0,-43.0
2020-05-21,Frackville,1165.0,4.0,1161.0,-4.0,-7.0,-6.0
2020-05-21,Forest,2310.0,7.0,2303.0,-3.0,-7.0,-20.0
2020-05-21,Fayette,1891.0,4.0,1887.0,-3.0,-9.0,-51.0
2020-05-21,Greene,1736.0,4.0,1732.0,-2.0,-6.0,-25.0
2020-05-21,Houtzdale,2414.0,4.0,2410.0,-4.0,-6.0,-44.0
2020-05-21,Huntingdon,1897.0,1.0,1896.0,-2.0,-41.0,-86.0
2020-05-21,Laurel Highlands,1316.0,15.0,1301.0,-2.0,-8.0,-52.0
2020-05-21,Mahanoy,2256.0,5.0,2251.0,-7.0,-10.0,-43.0
2020-05-21,Mercer,1290.0,3.0,1287.0,-3.0,-12.0,-36.0
2020-05-21,Muncy,1262.0,11.0,1251.0,-1.0,-14.0,-45.0
2020-05-21,Phoenix,2975.0,9.0,2966.0,-5.0,26.0,-57.0
2020-05-21,Pine Grove,1006.0,4.0,1002.0,-3.0,-5.0,-22.0
2020-05-21,Quehanna,387.0,0.0,387.0,-18.0,-7.0,84.0
2020-05-21,Retreat,587.0,0.0,587.0,-32.0,-14.0,229.0
2020-05-21,Rockview,2041.0,7.0,2034.0,-3.0,-6.0,-102.0
2020-05-21,Smithfield,1250.0,4.0,1246.0,-2.0,-3.0,-19.0
2020-05-21,Somerset,2270.0,0.0,2270.0,-3.0,-12.0,-35.0
2020-05-21,Waymart,1250.0,11.0,1239.0,-2.0,-17.0,-67.0
2020-05-21,SCI TOTAL,42602.0,139.0,42463.0,-107.0,-177.0,-757.0
2020-05-21,CCC/F East,1040.0,0.0,1040.0,5.0,4.0,15.0
2020-05-21,CCC/F Central,1141.0,0.0,1141.0,-6.0,-22.0,-52.0
2020-05-21,CCC/F West,739.0,0.0,739.0,7.0,-4.0,5.0
2020-05-21,CCC/F TOTAL,2920.0,0.0,2920.0,6.0,-22.0,-32.0
