date,SCI,population,reprieve_releases,population_after_reprieve,population_change_one_day,population_change_one_week,population_change_one_month
2020-11-05,Albion,2166.0,4.0,2162.0,-6.0,-13.0,-5.0
2020-11-05,Benner,1939.0,3.0,1936.0,-2.0,-15.0,-15.0
2020-11-05,Camp Hill,2053.0,7.0,2046.0,53.0,-101.0,-2.0
2020-11-05,Cambridge Springs,961.0,18.0,943.0,-6.0,-5.0,-9.0
2020-11-05,Chester,1020.0,2.0,1018.0,-4.0,-10.0,-9.0
2020-11-05,Coal Township,2314.0,4.0,2310.0,11.0,29.0,26.0
2020-11-05,Dallas,1990.0,2.0,1988.0,-1.0,-38.0,-7.0
2020-11-05,Frackville,1141.0,3.0,1138.0,-1.0,122.0,95.0
2020-11-05,Forest,2320.0,4.0,2316.0,-2.0,4.0,5.0
2020-11-05,Fayette,1944.0,3.0,1941.0,-3.0,-4.0,-2.0
2020-11-05,Greene,1735.0,3.0,1732.0,17.0,21.0,17.0
2020-11-05,Houtzdale,2406.0,2.0,2404.0,-1.0,-13.0,-11.0
2020-11-05,Huntingdon,1701.0,1.0,1700.0,-3.0,-6.0,-5.0
2020-11-05,Laurel Highlands,844.0,13.0,831.0,-11.0,-16.0,-15.0
2020-11-05,Mahanoy,2263.0,5.0,2258.0,-2.0,-7.0,-7.0
2020-11-05,Mercer,1202.0,3.0,1199.0,-4.0,-10.0,-9.0
2020-11-05,Muncy,1061.0,10.0,1051.0,-3.0,-17.0,-6.0
2020-11-05,Phoenix,2945.0,9.0,2936.0,-41.0,70.0,-26.0
2020-11-05,Pine Grove,962.0,3.0,959.0,-16.0,-29.0,-28.0
2020-11-05,Quehanna,344.0,0.0,344.0,-12.0,27.0,27.0
2020-11-05,Retreat,0.0,0.0,0.0,0.0,0.0,0.0
2020-11-05,Rockview,1574.0,5.0,1569.0,-3.0,-8.0,-8.0
2020-11-05,Smithfield,1330.0,4.0,1326.0,-3.0,-7.0,-5.0
2020-11-05,Somerset,2208.0,0.0,2208.0,-4.0,-14.0,-14.0
2020-11-05,Waymart,994.0,7.0,987.0,-5.0,-11.0,-11.0
2020-11-05,SCI TOTAL,39417.0,115.0,39302.0,-52.0,-51.0,-24.0
2020-11-05,CCC/F East,625.0,0.0,625.0,0.0,-12.0,-12.0
2020-11-05,CCC/F Central,814.0,0.0,814.0,0.0,-14.0,-14.0
2020-11-05,CCC/F West,791.0,0.0,791.0,0.0,-32.0,-32.0
2020-11-05,CCC/F TOTAL,2230.0,0.0,2230.0,0.0,-58.0,-58.0
