date,SCI,population,reprieve_releases,population_after_reprieve,population_change_one_day,population_change_one_week,population_change_one_month
2020-04-22,Albion,2253.0,2.0,2251.0,-3.0,-9.0,-40.0
2020-04-22,Benner,2055.0,0.0,2055.0,0.0,0.0,-19.0
2020-04-22,Camp Hill,2915.0,4.0,2911.0,34.0,64.0,-16.0
2020-04-22,Cambridge Springs,1145.0,16.0,1129.0,-2.0,-24.0,-29.0
2020-04-22,Chester,1040.0,0.0,1040.0,0.0,-8.0,-81.0
2020-04-22,Coal Township,2108.0,2.0,2106.0,-2.0,-6.0,-39.0
2020-04-22,Dallas,2139.0,0.0,2139.0,0.0,-2.0,-47.0
2020-04-22,Frackville,1178.0,0.0,1178.0,0.0,-1.0,-25.0
2020-04-22,Forest,2288.0,4.0,2284.0,-6.0,-6.0,-15.0
2020-04-22,Fayette,1968.0,2.0,1966.0,-2.0,-8.0,-64.0
2020-04-22,Greene,1763.0,1.0,1762.0,0.0,-5.0,-29.0
2020-04-22,Houtzdale,2477.0,0.0,2477.0,-1.0,-3.0,-43.0
2020-04-22,Huntingdon,1997.0,1.0,1996.0,-1.0,-4.0,-38.0
2020-04-22,Laurel Highlands,1388.0,11.0,1377.0,-7.0,-17.0,-77.0
2020-04-22,Mahanoy,2315.0,0.0,2315.0,-6.0,-8.0,-53.0
2020-04-22,Mercer,1311.0,3.0,1308.0,-6.0,-10.0,-53.0
2020-04-22,Muncy,1328.0,2.0,1326.0,-1.0,-9.0,-50.0
2020-04-22,Phoenix,3076.0,8.0,3068.0,-5.0,-13.0,-130.0
2020-04-22,Pine Grove,1013.0,0.0,1013.0,-1.0,-1.0,-24.0
2020-04-22,Quehanna,374.0,0.0,374.0,0.0,-1.0,-38.0
2020-04-22,Retreat,401.0,0.0,401.0,-38.0,-83.0,210.0
2020-04-22,Rockview,2313.0,1.0,2312.0,-2.0,-4.0,-29.0
2020-04-22,Smithfield,1285.0,3.0,1282.0,-1.0,-3.0,-21.0
2020-04-22,Somerset,2318.0,0.0,2318.0,-1.0,-4.0,-48.0
2020-04-22,Waymart,1332.0,7.0,1325.0,-1.0,-9.0,-61.0
2020-04-22,SCI TOTAL,43780.0,67.0,43713.0,-52.0,-174.0,-859.0
2020-04-22,CCC/F East,1064.0,0.0,1064.0,-1.0,0.0,89.0
2020-04-22,CCC/F Central,1206.0,0.0,1206.0,-9.0,-3.0,74.0
2020-04-22,CCC/F West,865.0,0.0,865.0,-2.0,-4.0,177.0
2020-04-22,CCC/F TOTAL,3135.0,0.0,3135.0,-12.0,-7.0,340.0
