date,SCI,population,reprieve_releases,population_after_reprieve,population_change_one_day,population_change_one_week,population_change_one_month
2020-05-09,Albion,2208.0,2.0,2206.0,-1.0,-26.0,-31.0
2020-05-09,Benner,2031.0,4.0,2027.0,-3.0,-11.0,-13.0
2020-05-09,Camp Hill,2950.0,9.0,2941.0,-35.0,-69.0,-44.0
2020-05-09,Cambridge Springs,1097.0,16.0,1081.0,0.0,-23.0,-33.0
2020-05-09,Chester,988.0,3.0,985.0,0.0,-18.0,-21.0
2020-05-09,Coal Township,2065.0,5.0,2060.0,-2.0,-15.0,-21.0
2020-05-09,Dallas,2133.0,3.0,2130.0,-1.0,-14.0,-20.0
2020-05-09,Frackville,1184.0,4.0,1180.0,-3.0,-10.0,13.0
2020-05-09,Forest,2323.0,7.0,2316.0,0.0,-8.0,-7.0
2020-05-09,Fayette,1915.0,4.0,1911.0,-3.0,-24.0,-27.0
2020-05-09,Greene,1747.0,4.0,1743.0,-2.0,-11.0,-14.0
2020-05-09,Houtzdale,2431.0,4.0,2427.0,-3.0,-27.0,-27.0
2020-05-09,Huntingdon,1951.0,1.0,1950.0,0.0,-31.0,-32.0
2020-05-09,Laurel Highlands,1344.0,12.0,1332.0,-3.0,-16.0,-21.0
2020-05-09,Mahanoy,2274.0,5.0,2269.0,-2.0,-21.0,-25.0
2020-05-09,Mercer,1318.0,3.0,1315.0,0.0,-4.0,-8.0
2020-05-09,Muncy,1279.0,10.0,1269.0,-4.0,-25.0,-27.0
2020-05-09,Phoenix,2977.0,8.0,2969.0,-4.0,-15.0,-54.0
2020-05-09,Pine Grove,1021.0,2.0,1019.0,1.0,0.0,-5.0
2020-05-09,Quehanna,327.0,0.0,327.0,36.0,24.0,24.0
2020-05-09,Retreat,493.0,0.0,493.0,9.0,76.0,135.0
2020-05-09,Rockview,2056.0,4.0,2052.0,-2.0,-15.0,-84.0
2020-05-09,Smithfield,1260.0,4.0,1256.0,-1.0,-5.0,-9.0
2020-05-09,Somerset,2295.0,0.0,2295.0,-2.0,-8.0,-10.0
2020-05-09,Waymart,1280.0,10.0,1270.0,-4.0,-29.0,-36.0
2020-05-09,SCI TOTAL,42947.0,124.0,42823.0,-29.0,-325.0,-397.0
2020-05-09,CCC/F East,1057.0,0.0,1057.0,-3.0,17.0,32.0
2020-05-09,CCC/F Central,1167.0,0.0,1167.0,-9.0,-54.0,-26.0
2020-05-09,CCC/F West,758.0,0.0,758.0,9.0,14.0,24.0
2020-05-09,CCC/F TOTAL,2982.0,0.0,2982.0,-3.0,-23.0,30.0
