date,SCI,population,reprieve_releases,population_after_reprieve,population_change_one_day,population_change_one_week,population_change_one_month
2020-05-06,Albion,2229.0,2.0,2227.0,0.0,-5.0,-10.0
2020-05-06,Benner,2038.0,3.0,2035.0,-2.0,-3.0,-5.0
2020-05-06,Camp Hill,2994.0,8.0,2986.0,-8.0,-24.0,1.0
2020-05-06,Cambridge Springs,1104.0,16.0,1088.0,-2.0,-16.0,-26.0
2020-05-06,Chester,1001.0,2.0,999.0,0.0,-4.0,-7.0
2020-05-06,Coal Township,2071.0,5.0,2066.0,-1.0,-9.0,-15.0
2020-05-06,Dallas,2139.0,3.0,2136.0,-5.0,-8.0,-14.0
2020-05-06,Frackville,1188.0,3.0,1185.0,0.0,-5.0,18.0
2020-05-06,Forest,2326.0,7.0,2319.0,-3.0,-5.0,-4.0
2020-05-06,Fayette,1929.0,3.0,1926.0,-1.0,-9.0,-12.0
2020-05-06,Greene,1751.0,4.0,1747.0,-3.0,-7.0,-10.0
2020-05-06,Houtzdale,2442.0,3.0,2439.0,-6.0,-15.0,-15.0
2020-05-06,Huntingdon,1970.0,1.0,1969.0,-11.0,-12.0,-13.0
2020-05-06,Laurel Highlands,1358.0,12.0,1346.0,0.0,-2.0,-7.0
2020-05-06,Mahanoy,2285.0,3.0,2282.0,-4.0,-8.0,-12.0
2020-05-06,Mercer,1321.0,3.0,1318.0,-1.0,-1.0,-5.0
2020-05-06,Muncy,1283.0,9.0,1274.0,-16.0,-20.0,-22.0
2020-05-06,Phoenix,2982.0,7.0,2975.0,-2.0,-9.0,-48.0
2020-05-06,Pine Grove,1020.0,2.0,1018.0,0.0,-1.0,-6.0
2020-05-06,Quehanna,303.0,0.0,303.0,0.0,0.0,0.0
2020-05-06,Retreat,463.0,0.0,463.0,11.0,46.0,105.0
2020-05-06,Rockview,2064.0,4.0,2060.0,-2.0,-7.0,-76.0
2020-05-06,Smithfield,1263.0,3.0,1260.0,0.0,-1.0,-5.0
2020-05-06,Somerset,2300.0,0.0,2300.0,-1.0,-3.0,-5.0
2020-05-06,Waymart,1301.0,10.0,1291.0,-6.0,-8.0,-15.0
2020-05-06,SCI TOTAL,43125.0,113.0,43012.0,-63.0,-136.0,-208.0
2020-05-06,CCC/F East,1047.0,0.0,1047.0,11.0,7.0,22.0
2020-05-06,CCC/F Central,1143.0,0.0,1143.0,-72.0,-78.0,-50.0
2020-05-06,CCC/F West,757.0,0.0,757.0,-1.0,13.0,23.0
2020-05-06,CCC/F TOTAL,2947.0,0.0,2947.0,-62.0,-58.0,-5.0
