date,SCI,population,reprieve_releases,population_after_reprieve,population_change_one_day,population_change_one_week,population_change_one_month
2020-06-01,Albion,2184.0,4.0,2180.0,-1.0,-3.0,-57.0
2020-06-01,Benner,2012.0,4.0,2008.0,0.0,-6.0,-32.0
2020-06-01,Camp Hill,2727.0,10.0,2717.0,-37.0,-221.0,-268.0
2020-06-01,Cambridge Springs,1062.0,18.0,1044.0,0.0,-7.0,-70.0
2020-06-01,Chester,932.0,3.0,929.0,0.0,-14.0,-77.0
2020-06-01,Coal Township,2041.0,4.0,2037.0,-4.0,1.0,-44.0
2020-06-01,Dallas,2128.0,3.0,2125.0,0.0,20.0,-25.0
2020-06-01,Frackville,1178.0,4.0,1174.0,-2.0,15.0,7.0
2020-06-01,Forest,2324.0,7.0,2317.0,0.0,17.0,-6.0
2020-06-01,Fayette,1882.0,4.0,1878.0,19.0,-3.0,-60.0
2020-06-01,Greene,1731.0,4.0,1727.0,-3.0,-8.0,-30.0
2020-06-01,Houtzdale,2425.0,4.0,2421.0,24.0,15.0,-33.0
2020-06-01,Huntingdon,1887.0,1.0,1886.0,-1.0,-9.0,-96.0
2020-06-01,Laurel Highlands,1299.0,15.0,1284.0,-5.0,-15.0,-69.0
2020-06-01,Mahanoy,2259.0,6.0,2253.0,0.0,5.0,-41.0
2020-06-01,Mercer,1309.0,3.0,1306.0,-3.0,19.0,-17.0
2020-06-01,Muncy,1238.0,11.0,1227.0,-1.0,-24.0,-69.0
2020-06-01,Phoenix,2941.0,9.0,2932.0,-4.0,-23.0,-91.0
2020-06-01,Pine Grove,1007.0,4.0,1003.0,-2.0,6.0,-21.0
2020-06-01,Quehanna,402.0,0.0,402.0,0.0,-11.0,99.0
2020-06-01,Retreat,586.0,0.0,586.0,-14.0,55.0,228.0
2020-06-01,Rockview,2033.0,7.0,2026.0,0.0,-6.0,-110.0
2020-06-01,Smithfield,1260.0,5.0,1255.0,-2.0,12.0,-10.0
2020-06-01,Somerset,2284.0,0.0,2284.0,20.0,15.0,-21.0
2020-06-01,Waymart,1235.0,11.0,1224.0,-4.0,-13.0,-82.0
2020-06-01,SCI TOTAL,42366.0,141.0,42225.0,-20.0,-183.0,-995.0
2020-06-01,CCC/F East,995.0,0.0,995.0,-24.0,-36.0,-30.0
2020-06-01,CCC/F Central,1125.0,0.0,1125.0,-6.0,-39.0,-68.0
2020-06-01,CCC/F West,723.0,0.0,723.0,-1.0,-13.0,-11.0
2020-06-01,CCC/F TOTAL,2843.0,0.0,2843.0,-31.0,-88.0,-109.0
