date,SCI,population,reprieve_releases,population_after_reprieve,population_change_one_day,population_change_one_week,population_change_one_month
2020-09-30,Albion,2207.0,4.0,2203.0,-1.0,-3.0,-30.0
2020-09-30,Benner,1991.0,3.0,1988.0,-9.0,-11.0,-20.0
2020-09-30,Camp Hill,2238.0,7.0,2231.0,-6.0,-11.0,62.0
2020-09-30,Cambridge Springs,983.0,19.0,964.0,-1.0,-2.0,-8.0
2020-09-30,Chester,970.0,2.0,968.0,-1.0,-8.0,-34.0
2020-09-30,Coal Township,2187.0,4.0,2183.0,-16.0,13.0,-83.0
2020-09-30,Dallas,2110.0,2.0,2108.0,12.0,2.0,-15.0
2020-09-30,Frackville,1038.0,3.0,1035.0,5.0,4.0,-18.0
2020-09-30,Forest,2347.0,5.0,2342.0,-1.0,1.0,-30.0
2020-09-30,Fayette,1977.0,3.0,1974.0,-3.0,9.0,-10.0
2020-09-30,Greene,1671.0,3.0,1668.0,1.0,-8.0,-29.0
2020-09-30,Houtzdale,2439.0,2.0,2437.0,0.0,-3.0,-11.0
2020-09-30,Huntingdon,1739.0,1.0,1738.0,0.0,-21.0,-56.0
2020-09-30,Laurel Highlands,898.0,13.0,885.0,0.0,-12.0,-43.0
2020-09-30,Mahanoy,2311.0,5.0,2306.0,0.0,-11.0,-11.0
2020-09-30,Mercer,1272.0,3.0,1269.0,-2.0,-6.0,-71.0
2020-09-30,Muncy,1068.0,11.0,1057.0,-4.0,-11.0,-33.0
2020-09-30,Phoenix,2821.0,9.0,2812.0,39.0,32.0,-5.0
2020-09-30,Pine Grove,1024.0,3.0,1021.0,-2.0,-5.0,-9.0
2020-09-30,Quehanna,416.0,0.0,416.0,6.0,0.0,-44.0
2020-09-30,Retreat,0.0,0.0,0.0,0.0,0.0,0.0
2020-09-30,Rockview,1639.0,5.0,1634.0,-2.0,-5.0,-78.0
2020-09-30,Smithfield,1377.0,4.0,1373.0,0.0,-14.0,-5.0
2020-09-30,Somerset,2259.0,0.0,2259.0,-1.0,-5.0,-17.0
2020-09-30,Waymart,1046.0,9.0,1037.0,-1.0,-2.0,-36.0
2020-09-30,SCI TOTAL,40028.0,120.0,39908.0,13.0,-77.0,-634.0
2020-09-30,CCC/F East,612.0,0.0,612.0,-17.0,-17.0,-52.0
2020-09-30,CCC/F Central,880.0,0.0,880.0,-3.0,-3.0,-16.0
2020-09-30,CCC/F West,738.0,0.0,738.0,-13.0,-13.0,72.0
2020-09-30,CCC/F TOTAL,2230.0,0.0,2230.0,-33.0,-33.0,4.0
