date,SCI,population,reprieve_releases,population_after_reprieve,population_change_one_day,population_change_one_week,population_change_one_month
2020-09-28,Albion,2210.0,4.0,2206.0,0.0,0.0,-27.0
2020-09-28,Benner,2003.0,3.0,2000.0,1.0,1.0,-8.0
2020-09-28,Camp Hill,2248.0,7.0,2241.0,-1.0,-1.0,72.0
2020-09-28,Cambridge Springs,981.0,19.0,962.0,-4.0,-4.0,-10.0
2020-09-28,Chester,978.0,2.0,976.0,0.0,0.0,-26.0
2020-09-28,Coal Township,2191.0,4.0,2187.0,17.0,17.0,-79.0
2020-09-28,Dallas,2104.0,2.0,2102.0,-4.0,-4.0,-21.0
2020-09-28,Frackville,1034.0,3.0,1031.0,0.0,0.0,-22.0
2020-09-28,Forest,2348.0,5.0,2343.0,2.0,2.0,-29.0
2020-09-28,Fayette,1967.0,3.0,1964.0,-1.0,-1.0,-20.0
2020-09-28,Greene,1682.0,3.0,1679.0,3.0,3.0,-18.0
2020-09-28,Houtzdale,2440.0,2.0,2438.0,-2.0,-2.0,-10.0
2020-09-28,Huntingdon,1754.0,1.0,1753.0,-6.0,-6.0,-41.0
2020-09-28,Laurel Highlands,899.0,13.0,886.0,-11.0,-11.0,-42.0
2020-09-28,Mahanoy,2317.0,5.0,2312.0,-5.0,-5.0,-5.0
2020-09-28,Mercer,1274.0,3.0,1271.0,-4.0,-4.0,-69.0
2020-09-28,Muncy,1077.0,11.0,1066.0,-2.0,-2.0,-24.0
2020-09-28,Phoenix,2781.0,9.0,2772.0,-8.0,-8.0,-45.0
2020-09-28,Pine Grove,1029.0,3.0,1026.0,0.0,0.0,-4.0
2020-09-28,Quehanna,410.0,0.0,410.0,-6.0,-6.0,-50.0
2020-09-28,Retreat,0.0,0.0,0.0,0.0,0.0,0.0
2020-09-28,Rockview,1643.0,5.0,1638.0,-1.0,-1.0,-74.0
2020-09-28,Smithfield,1391.0,4.0,1387.0,0.0,0.0,9.0
2020-09-28,Somerset,2259.0,0.0,2259.0,-5.0,-5.0,-17.0
2020-09-28,Waymart,1049.0,9.0,1040.0,1.0,1.0,-33.0
2020-09-28,SCI TOTAL,40069.0,120.0,39949.0,-36.0,-36.0,-593.0
2020-09-28,CCC/F East,629.0,0.0,629.0,0.0,0.0,-35.0
2020-09-28,CCC/F Central,883.0,0.0,883.0,0.0,0.0,-13.0
2020-09-28,CCC/F West,751.0,0.0,751.0,0.0,0.0,85.0
2020-09-28,CCC/F TOTAL,2263.0,0.0,2263.0,0.0,0.0,37.0
