date,SCI,population,reprieve_releases,population_after_reprieve,population_change_one_day,population_change_one_week,population_change_one_month
2020-11-03,Albion,2172.0,4.0,2168.0,1.0,-7.0,1.0
2020-11-03,Benner,1953.0,3.0,1950.0,-1.0,-1.0,-1.0
2020-11-03,Camp Hill,2065.0,7.0,2058.0,10.0,-89.0,10.0
2020-11-03,Cambridge Springs,970.0,18.0,952.0,2.0,4.0,0.0
2020-11-03,Chester,1026.0,2.0,1024.0,-3.0,-4.0,-3.0
2020-11-03,Coal Township,2290.0,4.0,2286.0,4.0,5.0,2.0
2020-11-03,Dallas,1992.0,2.0,1990.0,-5.0,-36.0,-5.0
2020-11-03,Frackville,1044.0,3.0,1041.0,-2.0,25.0,-2.0
2020-11-03,Forest,2311.0,4.0,2307.0,-1.0,-5.0,-4.0
2020-11-03,Fayette,1944.0,3.0,1941.0,-2.0,-4.0,-2.0
2020-11-03,Greene,1719.0,3.0,1716.0,1.0,5.0,1.0
2020-11-03,Houtzdale,2417.0,2.0,2415.0,1.0,-2.0,0.0
2020-11-03,Huntingdon,1704.0,1.0,1703.0,0.0,-3.0,-2.0
2020-11-03,Laurel Highlands,856.0,13.0,843.0,-2.0,-4.0,-3.0
2020-11-03,Mahanoy,2266.0,5.0,2261.0,-4.0,-4.0,-4.0
2020-11-03,Mercer,1207.0,3.0,1204.0,0.0,-5.0,-4.0
2020-11-03,Muncy,1066.0,10.0,1056.0,-1.0,-12.0,-1.0
2020-11-03,Phoenix,2961.0,9.0,2952.0,-4.0,86.0,-10.0
2020-11-03,Pine Grove,983.0,3.0,980.0,-5.0,-8.0,-7.0
2020-11-03,Quehanna,348.0,0.0,348.0,31.0,31.0,31.0
2020-11-03,Retreat,0.0,0.0,0.0,0.0,0.0,0.0
2020-11-03,Rockview,1577.0,5.0,1572.0,-3.0,-5.0,-5.0
2020-11-03,Smithfield,1333.0,4.0,1329.0,-2.0,-4.0,-2.0
2020-11-03,Somerset,2218.0,0.0,2218.0,-4.0,-4.0,-4.0
2020-11-03,Waymart,1001.0,7.0,994.0,-4.0,-4.0,-4.0
2020-11-03,SCI TOTAL,39423.0,115.0,39308.0,7.0,-45.0,-18.0
2020-11-03,CCC/F East,637.0,0.0,637.0,0.0,0.0,0.0
2020-11-03,CCC/F Central,828.0,0.0,828.0,0.0,0.0,0.0
2020-11-03,CCC/F West,823.0,0.0,823.0,0.0,0.0,0.0
2020-11-03,CCC/F TOTAL,2288.0,0.0,2288.0,0.0,0.0,0.0
