date,SCI,population,reprieve_releases,population_after_reprieve,population_change_one_day,population_change_one_week,population_change_one_month
2020-07-04,Albion,2191.0,4.0,2187.0,0.0,-1.0,-11.0
2020-07-04,Benner,2055.0,3.0,2052.0,-1.0,-1.0,8.0
2020-07-04,Camp Hill,2009.0,9.0,2000.0,-44.0,-47.0,-93.0
2020-07-04,Cambridge Springs,1043.0,19.0,1024.0,9.0,7.0,0.0
2020-07-04,Chester,981.0,3.0,978.0,-6.0,-6.0,39.0
2020-07-04,Coal Township,2132.0,4.0,2128.0,10.0,3.0,14.0
2020-07-04,Dallas,2100.0,3.0,2097.0,-1.0,-1.0,-41.0
2020-07-04,Frackville,1210.0,4.0,1206.0,-7.0,-8.0,-10.0
2020-07-04,Forest,2395.0,8.0,2387.0,0.0,-5.0,4.0
2020-07-04,Fayette,2006.0,4.0,2002.0,0.0,-4.0,-7.0
2020-07-04,Greene,1749.0,3.0,1746.0,1.0,-2.0,7.0
2020-07-04,Houtzdale,2450.0,3.0,2447.0,3.0,1.0,-2.0
2020-07-04,Huntingdon,1867.0,1.0,1866.0,-1.0,-2.0,-5.0
2020-07-04,Laurel Highlands,1226.0,18.0,1208.0,-1.0,-5.0,-8.0
2020-07-04,Mahanoy,2340.0,5.0,2335.0,-2.0,-2.0,-16.0
2020-07-04,Mercer,1353.0,3.0,1350.0,-1.0,-7.0,5.0
2020-07-04,Muncy,1121.0,11.0,1110.0,-2.0,-11.0,-11.0
2020-07-04,Phoenix,2857.0,9.0,2848.0,-2.0,-11.0,-24.0
2020-07-04,Pine Grove,1050.0,4.0,1046.0,-1.0,-4.0,12.0
2020-07-04,Quehanna,480.0,0.0,480.0,20.0,20.0,31.0
2020-07-04,Retreat,0.0,0.0,0.0,0.0,0.0,-10.0
2020-07-04,Rockview,1979.0,8.0,1971.0,-1.0,-2.0,-6.0
2020-07-04,Smithfield,1404.0,5.0,1399.0,33.0,31.0,41.0
2020-07-04,Somerset,2303.0,0.0,2303.0,-1.0,-4.0,-2.0
2020-07-04,Waymart,1165.0,11.0,1154.0,-3.0,-4.0,-18.0
2020-07-04,SCI TOTAL,41466.0,142.0,41324.0,2.0,-65.0,-103.0
2020-07-04,CCC/F East,864.0,0.0,864.0,-17.0,-17.0,-24.0
2020-07-04,CCC/F Central,934.0,0.0,934.0,-18.0,-18.0,-28.0
2020-07-04,CCC/F West,620.0,0.0,620.0,-3.0,-3.0,-19.0
2020-07-04,CCC/F TOTAL,2418.0,0.0,2418.0,-38.0,-38.0,-71.0
