date,SCI,population,reprieve_releases,population_after_reprieve,population_change_one_day,population_change_one_week,population_change_one_month
2020-08-12,Albion,2208.0,4.0,2204.0,-1.0,-1.0,16.0
2020-08-12,Benner,2022.0,3.0,2019.0,-2.0,-2.0,-9.0
2020-08-12,Camp Hill,1803.0,9.0,1794.0,35.0,35.0,-60.0
2020-08-12,Cambridge Springs,999.0,19.0,980.0,-5.0,-5.0,-16.0
2020-08-12,Chester,992.0,3.0,989.0,-4.0,-4.0,-7.0
2020-08-12,Coal Township,2268.0,4.0,2264.0,-6.0,-6.0,81.0
2020-08-12,Dallas,2132.0,2.0,2130.0,0.0,0.0,-5.0
2020-08-12,Frackville,1188.0,4.0,1184.0,-6.0,-6.0,10.0
2020-08-12,Forest,2385.0,7.0,2378.0,-1.0,-1.0,15.0
2020-08-12,Fayette,2010.0,4.0,2006.0,-1.0,-1.0,7.0
2020-08-12,Greene,1673.0,3.0,1670.0,0.0,0.0,-27.0
2020-08-12,Houtzdale,2457.0,3.0,2454.0,-5.0,-5.0,-27.0
2020-08-12,Huntingdon,1820.0,1.0,1819.0,-1.0,-1.0,-12.0
2020-08-12,Laurel Highlands,1016.0,16.0,1000.0,-7.0,-7.0,-153.0
2020-08-12,Mahanoy,2312.0,5.0,2307.0,-1.0,-1.0,-13.0
2020-08-12,Mercer,1353.0,3.0,1350.0,-8.0,-8.0,-11.0
2020-08-12,Muncy,1094.0,11.0,1083.0,-4.0,-4.0,-28.0
2020-08-12,Phoenix,2831.0,8.0,2823.0,-6.0,-6.0,-2.0
2020-08-12,Pine Grove,1049.0,4.0,1045.0,-1.0,-1.0,9.0
2020-08-12,Quehanna,454.0,0.0,454.0,1.0,1.0,20.0
2020-08-12,Retreat,0.0,0.0,0.0,0.0,0.0,0.0
2020-08-12,Rockview,1914.0,6.0,1908.0,0.0,0.0,-32.0
2020-08-12,Smithfield,1377.0,4.0,1373.0,-1.0,-1.0,-15.0
2020-08-12,Somerset,2297.0,0.0,2297.0,-1.0,-1.0,-4.0
2020-08-12,Waymart,1109.0,11.0,1098.0,0.0,0.0,-19.0
2020-08-12,SCI TOTAL,40763.0,134.0,40629.0,-25.0,-25.0,-282.0
2020-08-12,CCC/F East,702.0,0.0,702.0,0.0,0.0,-126.0
2020-08-12,CCC/F Central,900.0,0.0,900.0,0.0,0.0,14.0
2020-08-12,CCC/F West,658.0,0.0,658.0,0.0,0.0,37.0
2020-08-12,CCC/F TOTAL,2260.0,0.0,2260.0,0.0,0.0,-75.0
