date,SCI,population,reprieve_releases,population_after_reprieve,population_change_one_day,population_change_one_week,population_change_one_month
2020-05-08,Albion,2209.0,2.0,2207.0,-8.0,-25.0,-30.0
2020-05-08,Benner,2033.0,3.0,2030.0,-1.0,-8.0,-10.0
2020-05-08,Camp Hill,2985.0,9.0,2976.0,-2.0,-34.0,-9.0
2020-05-08,Cambridge Springs,1097.0,16.0,1081.0,-3.0,-23.0,-33.0
2020-05-08,Chester,988.0,3.0,985.0,-4.0,-18.0,-21.0
2020-05-08,Coal Township,2067.0,5.0,2062.0,-2.0,-13.0,-19.0
2020-05-08,Dallas,2134.0,3.0,2131.0,-2.0,-13.0,-19.0
2020-05-08,Frackville,1186.0,3.0,1183.0,0.0,-7.0,16.0
2020-05-08,Forest,2323.0,7.0,2316.0,-1.0,-8.0,-7.0
2020-05-08,Fayette,1917.0,3.0,1914.0,-5.0,-21.0,-24.0
2020-05-08,Greene,1749.0,4.0,1745.0,0.0,-9.0,-12.0
2020-05-08,Houtzdale,2434.0,4.0,2430.0,-2.0,-24.0,-24.0
2020-05-08,Huntingdon,1951.0,1.0,1950.0,-18.0,-31.0,-32.0
2020-05-08,Laurel Highlands,1347.0,12.0,1335.0,-4.0,-13.0,-18.0
2020-05-08,Mahanoy,2276.0,5.0,2271.0,-10.0,-19.0,-23.0
2020-05-08,Mercer,1318.0,3.0,1315.0,-3.0,-4.0,-8.0
2020-05-08,Muncy,1282.0,9.0,1273.0,5.0,-21.0,-23.0
2020-05-08,Phoenix,2981.0,8.0,2973.0,7.0,-11.0,-50.0
2020-05-08,Pine Grove,1020.0,2.0,1018.0,-1.0,-1.0,-6.0
2020-05-08,Quehanna,291.0,0.0,291.0,0.0,-12.0,-12.0
2020-05-08,Retreat,484.0,0.0,484.0,14.0,67.0,126.0
2020-05-08,Rockview,2058.0,4.0,2054.0,-2.0,-13.0,-82.0
2020-05-08,Smithfield,1260.0,3.0,1257.0,0.0,-4.0,-8.0
2020-05-08,Somerset,2297.0,0.0,2297.0,-1.0,-6.0,-8.0
2020-05-08,Waymart,1284.0,10.0,1274.0,-13.0,-25.0,-32.0
2020-05-08,SCI TOTAL,42971.0,119.0,42852.0,-56.0,-296.0,-368.0
2020-05-08,CCC/F East,1060.0,0.0,1060.0,4.0,20.0,35.0
2020-05-08,CCC/F Central,1176.0,0.0,1176.0,24.0,-45.0,-17.0
2020-05-08,CCC/F West,749.0,0.0,749.0,0.0,5.0,15.0
2020-05-08,CCC/F TOTAL,2985.0,0.0,2985.0,28.0,-20.0,33.0
