date,SCI,population,reprieve_releases,population_after_reprieve,population_change_one_day,population_change_one_week,population_change_one_month
2020-10-20,Albion,2199.0,4.0,2195.0,-2.0,-4.0,-8.0
2020-10-20,Benner,1970.0,3.0,1967.0,-5.0,-4.0,-21.0
2020-10-20,Camp Hill,1965.0,7.0,1958.0,26.0,26.0,-273.0
2020-10-20,Cambridge Springs,966.0,18.0,948.0,3.0,0.0,-16.0
2020-10-20,Chester,1050.0,2.0,1048.0,-5.0,-6.0,80.0
2020-10-20,Coal Township,2259.0,4.0,2255.0,15.0,25.0,72.0
2020-10-20,Dallas,2094.0,2.0,2092.0,-2.0,-7.0,-16.0
2020-10-20,Frackville,1026.0,3.0,1023.0,0.0,0.0,-12.0
2020-10-20,Forest,2322.0,4.0,2318.0,0.0,-3.0,-24.0
2020-10-20,Fayette,1942.0,3.0,1939.0,1.0,0.0,-35.0
2020-10-20,Greene,1702.0,3.0,1699.0,6.0,8.0,31.0
2020-10-20,Houtzdale,2432.0,2.0,2430.0,3.0,-2.0,-7.0
2020-10-20,Huntingdon,1785.0,1.0,1784.0,0.0,-3.0,46.0
2020-10-20,Laurel Highlands,870.0,13.0,857.0,-1.0,-6.0,-28.0
2020-10-20,Mahanoy,2286.0,5.0,2281.0,-1.0,-1.0,-25.0
2020-10-20,Mercer,1232.0,3.0,1229.0,-1.0,-11.0,-40.0
2020-10-20,Muncy,1087.0,10.0,1077.0,-4.0,-4.0,20.0
2020-10-20,Phoenix,2929.0,9.0,2920.0,-8.0,-14.0,108.0
2020-10-20,Pine Grove,1001.0,3.0,998.0,-2.0,-4.0,-23.0
2020-10-20,Quehanna,347.0,0.0,347.0,-1.0,-1.0,-69.0
2020-10-20,Retreat,0.0,0.0,0.0,0.0,0.0,0.0
2020-10-20,Rockview,1595.0,5.0,1590.0,-6.0,-7.0,-44.0
2020-10-20,Smithfield,1354.0,4.0,1350.0,-1.0,-2.0,-23.0
2020-10-20,Somerset,2233.0,0.0,2233.0,-2.0,-5.0,-26.0
2020-10-20,Waymart,1021.0,8.0,1013.0,-1.0,-1.0,-24.0
2020-10-20,SCI TOTAL,39667.0,116.0,39551.0,12.0,-26.0,-357.0
2020-10-20,CCC/F East,635.0,0.0,635.0,0.0,0.0,23.0
2020-10-20,CCC/F Central,843.0,0.0,843.0,0.0,0.0,-37.0
2020-10-20,CCC/F West,812.0,0.0,812.0,0.0,0.0,74.0
2020-10-20,CCC/F TOTAL,2290.0,0.0,2290.0,0.0,0.0,60.0
