date,SCI,population,reprieve_releases,population_after_reprieve,population_change_one_day,population_change_one_week,population_change_one_month
2020-05-23,Albion,2187.0,4.0,2183.0,-1.0,-9.0,-54.0
2020-05-23,Benner,2018.0,4.0,2014.0,0.0,-6.0,-26.0
2020-05-23,Camp Hill,2948.0,10.0,2938.0,5.0,84.0,-47.0
2020-05-23,Cambridge Springs,1069.0,18.0,1051.0,-1.0,-11.0,-63.0
2020-05-23,Chester,946.0,3.0,943.0,0.0,-33.0,-63.0
2020-05-23,Coal Township,2040.0,4.0,2036.0,-4.0,-18.0,-45.0
2020-05-23,Dallas,2108.0,3.0,2105.0,-1.0,-9.0,-45.0
2020-05-23,Frackville,1163.0,4.0,1159.0,0.0,-9.0,-8.0
2020-05-23,Forest,2307.0,7.0,2300.0,-2.0,-10.0,-23.0
2020-05-23,Fayette,1885.0,4.0,1881.0,-3.0,-15.0,-57.0
2020-05-23,Greene,1739.0,4.0,1735.0,1.0,-3.0,-22.0
2020-05-23,Houtzdale,2410.0,4.0,2406.0,-2.0,-10.0,-48.0
2020-05-23,Huntingdon,1896.0,1.0,1895.0,1.0,-42.0,-87.0
2020-05-23,Laurel Highlands,1314.0,15.0,1299.0,-2.0,-10.0,-54.0
2020-05-23,Mahanoy,2253.0,5.0,2248.0,-1.0,-13.0,-46.0
2020-05-23,Mercer,1290.0,3.0,1287.0,0.0,-12.0,-36.0
2020-05-23,Muncy,1262.0,11.0,1251.0,-2.0,-14.0,-45.0
2020-05-23,Phoenix,2964.0,9.0,2955.0,-3.0,15.0,-68.0
2020-05-23,Pine Grove,1001.0,4.0,997.0,-3.0,-10.0,-27.0
2020-05-23,Quehanna,413.0,0.0,413.0,26.0,19.0,110.0
2020-05-23,Retreat,531.0,0.0,531.0,-27.0,-70.0,173.0
2020-05-23,Rockview,2039.0,7.0,2032.0,-1.0,-8.0,-104.0
2020-05-23,Smithfield,1247.0,4.0,1243.0,0.0,-6.0,-22.0
2020-05-23,Somerset,2269.0,0.0,2269.0,-1.0,-13.0,-36.0
2020-05-23,Waymart,1248.0,11.0,1237.0,-2.0,-19.0,-69.0
2020-05-23,SCI TOTAL,42547.0,139.0,42408.0,-23.0,-232.0,-812.0
2020-05-23,CCC/F East,1031.0,0.0,1031.0,-15.0,-5.0,6.0
2020-05-23,CCC/F Central,1164.0,0.0,1164.0,-2.0,1.0,-29.0
2020-05-23,CCC/F West,736.0,0.0,736.0,-4.0,-7.0,2.0
2020-05-23,CCC/F TOTAL,2931.0,0.0,2931.0,-21.0,-11.0,-21.0
