date,SCI,population,reprieve_releases,population_after_reprieve,population_change_one_day,population_change_one_week,population_change_one_month
2020-10-03,Albion,2206.0,4.0,2202.0,-1.0,-4.0,-1.0
2020-10-03,Benner,1990.0,3.0,1987.0,4.0,-12.0,-1.0
2020-10-03,Camp Hill,2227.0,7.0,2220.0,-5.0,-22.0,-11.0
2020-10-03,Cambridge Springs,975.0,19.0,956.0,-1.0,-10.0,-8.0
2020-10-03,Chester,960.0,2.0,958.0,0.0,-18.0,-10.0
2020-10-03,Coal Township,2199.0,4.0,2195.0,4.0,25.0,12.0
2020-10-03,Dallas,2114.0,2.0,2112.0,4.0,6.0,4.0
2020-10-03,Frackville,1037.0,3.0,1034.0,-1.0,3.0,-1.0
2020-10-03,Forest,2345.0,5.0,2340.0,-1.0,-1.0,-2.0
2020-10-03,Fayette,1961.0,3.0,1958.0,-14.0,-7.0,-16.0
2020-10-03,Greene,1667.0,3.0,1664.0,-9.0,-12.0,-4.0
2020-10-03,Houtzdale,2434.0,2.0,2432.0,1.0,-8.0,-5.0
2020-10-03,Huntingdon,1765.0,1.0,1764.0,30.0,5.0,26.0
2020-10-03,Laurel Highlands,891.0,13.0,878.0,-2.0,-19.0,-7.0
2020-10-03,Mahanoy,2311.0,5.0,2306.0,-3.0,-11.0,0.0
2020-10-03,Mercer,1263.0,3.0,1260.0,-3.0,-15.0,-9.0
2020-10-03,Muncy,1077.0,11.0,1066.0,10.0,-2.0,9.0
2020-10-03,Phoenix,2778.0,9.0,2769.0,-2.0,-11.0,-43.0
2020-10-03,Pine Grove,1018.0,3.0,1015.0,-2.0,-11.0,-6.0
2020-10-03,Quehanna,419.0,0.0,419.0,9.0,3.0,3.0
2020-10-03,Retreat,0.0,0.0,0.0,0.0,0.0,0.0
2020-10-03,Rockview,1626.0,5.0,1621.0,-9.0,-18.0,-13.0
2020-10-03,Smithfield,1374.0,4.0,1370.0,2.0,-17.0,-3.0
2020-10-03,Somerset,2264.0,0.0,2264.0,8.0,0.0,5.0
2020-10-03,Waymart,1044.0,8.0,1036.0,-1.0,-3.0,-1.0
2020-10-03,SCI TOTAL,39945.0,119.0,39826.0,18.0,-159.0,-82.0
2020-10-03,CCC/F East,612.0,0.0,612.0,0.0,-17.0,0.0
2020-10-03,CCC/F Central,880.0,0.0,880.0,0.0,-3.0,0.0
2020-10-03,CCC/F West,738.0,0.0,738.0,0.0,-13.0,0.0
2020-10-03,CCC/F TOTAL,2230.0,0.0,2230.0,0.0,-33.0,0.0
