SCI,population,reprieve_releases,population_after_reprieve,population_change_one_day,population_change_one_week,population_change_one_month,date
Albion,2174.0,4.0,2170.0,-1.0,-5.0,-1.0,2021-01-06
Benner,1944.0,3.0,1941.0,-5.0,3.0,-6.0,2021-01-06
Camp Hill,2407.0,7.0,2400.0,-5.0,-14.0,-6.0,2021-01-06
Cambridge Springs,899.0,17.0,882.0,-1.0,-11.0,-1.0,2021-01-06
Chester,1046.0,1.0,1045.0,-6.0,-13.0,-12.0,2021-01-06
Coal Township,2299.0,4.0,2295.0,11.0,-5.0,7.0,2021-01-06
Dallas,1698.0,2.0,1696.0,-5.0,-10.0,-5.0,2021-01-06
Frackville,1137.0,3.0,1134.0,-3.0,-6.0,-4.0,2021-01-06
Forest,2295.0,3.0,2292.0,0.0,-8.0,-2.0,2021-01-06
Fayette,1969.0,3.0,1966.0,1.0,-5.0,-3.0,2021-01-06
Greene,1771.0,2.0,1769.0,3.0,5.0,2.0,2021-01-06
Houtzdale,2416.0,2.0,2414.0,-1.0,-8.0,-5.0,2021-01-06
Huntingdon,1805.0,1.0,1804.0,-1.0,-6.0,-3.0,2021-01-06
Laurel Highlands,753.0,13.0,740.0,-2.0,-12.0,-5.0,2021-01-06
Mahanoy,2191.0,4.0,2187.0,-4.0,2.0,-4.0,2021-01-06
Mercer,1079.0,3.0,1076.0,-2.0,-10.0,-6.0,2021-01-06
Muncy,1097.0,8.0,1089.0,-3.0,5.0,-1.0,2021-01-06
Phoenix,2865.0,8.0,2857.0,-1.0,-19.0,-14.0,2021-01-06
Pine Grove,911.0,3.0,908.0,-2.0,-5.0,-4.0,2021-01-06
Quehanna,283.0,0.0,283.0,0.0,-38.0,0.0,2021-01-06
Retreat,0.0,0.0,0.0,0.0,0.0,0.0,2021-01-06
Rockview,1589.0,4.0,1585.0,-2.0,-4.0,-2.0,2021-01-06
Smithfield,950.0,3.0,947.0,-1.0,-6.0,-4.0,2021-01-06
Somerset,2138.0,0.0,2138.0,0.0,-4.0,-2.0,2021-01-06
Waymart,949.0,7.0,942.0,-1.0,-2.0,-1.0,2021-01-06
SCI TOTAL,38665.0,105.0,38560.0,-31.0,-176.0,-82.0,2021-01-06
CCC/F East,432.0,0.0,432.0,-2.0,16.0,20.0,2021-01-06
CCC/F Central,479.0,0.0,479.0,-4.0,9.0,-5.0,2021-01-06
CCC/F West,420.0,0.0,420.0,-2.0,15.0,-4.0,2021-01-06
CCC/F TOTAL,1331.0,0.0,1331.0,-8.0,40.0,11.0,2021-01-06
