,content,sci,date
2394,"['', '', '', '', '', '', '', '', '', '', '', 'NEGATIVE 530 (84.66%)NEGATIVE 530 (84.66%)POSITIVE 51 (8.15%)POSITIVE 51 (8.15%)PENDING 1 (0.16%)PENDING 1 (0.16%)RECOVERED 39 (6.23%)RECOVERED 39 (6.23%)5 (0.8%)DEATH', '', '', '', '', '', '', 'NEGATIVE 530 (84.66%)NEGATIVE 530 (84.66%)', 'NEGATIVE 530 (84.66%)', 'POSITIVE 51 (8.15%)POSITIVE 51 (8.15%)', 'POSITIVE 51 (8.15%)', 'PENDING 1 (0.16%)PENDING 1 (0.16%)', 'PENDING 1 (0.16%)', 'RECOVERED 39 (6.23%)RECOVERED 39 (6.23%)', 'RECOVERED 39 (6.23%)', '5 (0.8%)', '', 'DEATH', '']",PHOENIX,8/28/2020
2395,"['', '', '', '', '', '', '', 'NEGATIVE 178 (98.89%)NEGATIVE 178 (98.89%)PENDING 2 (1.11%)PENDING 2 (1.11%)', '', '', '', 'NEGATIVE 178 (98.89%)NEGATIVE 178 (98.89%)', 'NEGATIVE 178 (98.89%)', 'PENDING 2 (1.11%)PENDING 2 (1.11%)', 'PENDING 2 (1.11%)']",PINE GROVE,8/28/2020
2396,"['', '', '', '', '', '', '', 'NEGATIVE 166 (65.1%)NEGATIVE 166 (65.1%)PENDING 89 (34.9%)PENDING 89 (34.9%)', '', '', '', 'NEGATIVE 166 (65.1%)NEGATIVE 166 (65.1%)', 'NEGATIVE 166 (65.1%)', 'PENDING 89 (34.9%)PENDING 89 (34.9%)', 'PENDING 89 (34.9%)']",QUEHANNA BOOTCAMP,8/28/2020
2397,"['', '', '', '', '', '', '', '', '', 'NEGATIVE 1,048 (97.58%)NEGATIVE 1,048 (97.58%)POSITIVE 13 (1.21%)POSITIVE 13 (1.21%)13 (1.21%)RECOVERED', '', '', '', '', 'NEGATIVE 1,048 (97.58%)NEGATIVE 1,048 (97.58%)', 'NEGATIVE 1,048 (97.58%)', 'POSITIVE 13 (1.21%)POSITIVE 13 (1.21%)', 'POSITIVE 13 (1.21%)', '13 (1.21%)', '', 'RECOVERED', '']",RETREAT,8/28/2020
2398,"['', '', '', '', '', '', '', 'NEGATIVE 366 (97.34%)NEGATIVE 366 (97.34%)PENDING 10 (2.66%)PENDING 10 (2.66%)', '', '', '', 'NEGATIVE 366 (97.34%)NEGATIVE 366 (97.34%)', 'NEGATIVE 366 (97.34%)', 'PENDING 10 (2.66%)PENDING 10 (2.66%)', 'PENDING 10 (2.66%)']",ROCKVIEW,8/28/2020
2399,"['', '', '', '', '', '', '', 'NEGATIVE 167 (87.89%)NEGATIVE 167 (87.89%)PENDING 23 (12.11%)PENDING 23 (12.11%)', '', '', '', 'NEGATIVE 167 (87.89%)NEGATIVE 167 (87.89%)', 'NEGATIVE 167 (87.89%)', 'PENDING 23 (12.11%)PENDING 23 (12.11%)', 'PENDING 23 (12.11%)']",SMITHFIELD,8/28/2020
2400,"['', '', '', '', '', '', '', 'NEGATIVE 289 (90.88%)NEGATIVE 289 (90.88%)PENDING 29 (9.12%)PENDING 29 (9.12%)', '', '', '', 'NEGATIVE 289 (90.88%)NEGATIVE 289 (90.88%)', 'NEGATIVE 289 (90.88%)', 'PENDING 29 (9.12%)PENDING 29 (9.12%)', 'PENDING 29 (9.12%)']",SOMERSET,8/28/2020
2401,"['', '', '', '', '', '', 'NEGATIVE 314 (100%)NEGATIVE 314 (100%)', '', '', 'NEGATIVE 314 (100%)NEGATIVE 314 (100%)', 'NEGATIVE 314 (100%)']",WAYMART,8/28/2020
2402,"['', '', '', '', '', '', '', 'NEGATIVE 271 (98.19%)NEGATIVE 271 (98.19%)POSITIVE 5 (1.81%)POSITIVE 5 (1.81%)', '', '', '', 'NEGATIVE 271 (98.19%)NEGATIVE 271 (98.19%)', 'NEGATIVE 271 (98.19%)', 'POSITIVE 5 (1.81%)POSITIVE 5 (1.81%)', 'POSITIVE 5 (1.81%)']",ALBION,8/27/2020
2403,"['', '', '', '', '', '', '', '', '', '', '', 'NEGATIVE 249 (98.42%)NEGATIVE 249 (98.42%)POSITIVE 1 (0.4%)POSITIVE 1 (0.4%)1 (0.4%)PENDING', '', '', '', '', 'NEGATIVE 249 (98.42%)NEGATIVE 249 (98.42%)', 'NEGATIVE 249 (98.42%)', 'POSITIVE 1 (0.4%)POSITIVE 1 (0.4%)', 'POSITIVE 1 (0.4%)', '1 (0.4%)', '', 'PENDING', '']",BENNER TOWNSHIP,8/27/2020
2404,"['', '', '', '', '', '', '', '', '', 'NEGATIVE 318 (98.45%)NEGATIVE 318 (98.45%)POSITIVE 4 (1.24%)POSITIVE 4 (1.24%)1 (0.31%)RECOVERED', '', '', '', '', 'NEGATIVE 318 (98.45%)NEGATIVE 318 (98.45%)', 'NEGATIVE 318 (98.45%)', 'POSITIVE 4 (1.24%)POSITIVE 4 (1.24%)', 'POSITIVE 4 (1.24%)', '1 (0.31%)', '', 'RECOVERED', '']",CAMBRIDGE SPRINGS,8/27/2020
2405,"['', '', '', '', '', '', '', '', '', '', 'NEGATIVE 2,385 (99.25%)NEGATIVE 2,385 (99.25%)POSITIVE 8 (0.33%)POSITIVE 8 (0.33%)9 (0.37%)PENDING', '', '', '', '', 'NEGATIVE 2,385 (99.25%)NEGATIVE 2,385 (99.25%)', 'NEGATIVE 2,385 (99.25%)', 'POSITIVE 8 (0.33%)POSITIVE 8 (0.33%)', 'POSITIVE 8 (0.33%)', '9 (0.37%)', '', 'PENDING', '']",CAMP HILL,8/27/2020
2406,"['', '', '', '', '', '', '']",CENTRAL OFFICE,8/27/2020
2407,"['', '', '', '', '', '', '', '', '', '', 'NEGATIVE 415 (96.74%)NEGATIVE 415 (96.74%)POSITIVE 7 (1.63%)POSITIVE 7 (1.63%)2 (0.47%)PENDING', '', '', '', '', 'NEGATIVE 415 (96.74%)NEGATIVE 415 (96.74%)', 'NEGATIVE 415 (96.74%)', 'POSITIVE 7 (1.63%)POSITIVE 7 (1.63%)', 'POSITIVE 7 (1.63%)', '2 (0.47%)', '', 'PENDING', '']",CHESTER,8/27/2020
2408,"['', '', '', '', '', '', '', '', '', 'NEGATIVE 645 (97.29%)NEGATIVE 645 (97.29%)POSITIVE 11 (1.66%)POSITIVE 11 (1.66%)7 (1.06%)PENDING', '', '', '', '', 'NEGATIVE 645 (97.29%)NEGATIVE 645 (97.29%)', 'NEGATIVE 645 (97.29%)', 'POSITIVE 11 (1.66%)POSITIVE 11 (1.66%)', 'POSITIVE 11 (1.66%)', '7 (1.06%)', '', 'PENDING', '']",COAL TOWNSHIP,8/27/2020
2409,"['', '', '', '', '', '', '', 'NEGATIVE 308 (96.55%)NEGATIVE 308 (96.55%)PENDING 11 (3.45%)PENDING 11 (3.45%)', '', '', '', 'NEGATIVE 308 (96.55%)NEGATIVE 308 (96.55%)', 'NEGATIVE 308 (96.55%)', 'PENDING 11 (3.45%)PENDING 11 (3.45%)', 'PENDING 11 (3.45%)']",DALLAS,8/27/2020
2410,"['', '', '', '', '', '', '', '', '', 'NEGATIVE 284 (96.93%)NEGATIVE 284 (96.93%)POSITIVE 1 (0.34%)POSITIVE 1 (0.34%)8 (2.73%)PENDING', '', '', '', '', 'NEGATIVE 284 (96.93%)NEGATIVE 284 (96.93%)', 'NEGATIVE 284 (96.93%)', 'POSITIVE 1 (0.34%)POSITIVE 1 (0.34%)', 'POSITIVE 1 (0.34%)', '8 (2.73%)', '', 'PENDING', '']",FAYETTE,8/27/2020
2411,"['', '', '', '', '', '', 'NEGATIVE 226 (100%)NEGATIVE 226 (100%)', '', '', 'NEGATIVE 226 (100%)NEGATIVE 226 (100%)', 'NEGATIVE 226 (100%)']",FOREST,8/27/2020
2412,"['', '', '', '', '', '', '', 'NEGATIVE 354 (98.88%)NEGATIVE 354 (98.88%)PENDING 4 (1.12%)PENDING 4 (1.12%)', '', '', '', 'NEGATIVE 354 (98.88%)NEGATIVE 354 (98.88%)', 'NEGATIVE 354 (98.88%)', 'PENDING 4 (1.12%)PENDING 4 (1.12%)', 'PENDING 4 (1.12%)']",FRACKVILLE,8/27/2020
2413,"['', '', '', '', '', '', '', '', '', '', 'NEGATIVE 396 (95.65%)NEGATIVE 396 (95.65%)POSITIVE 7 (1.69%)POSITIVE 7 (1.69%)10 (2.42%)PENDING', '', '', '', '', 'NEGATIVE 396 (95.65%)NEGATIVE 396 (95.65%)', 'NEGATIVE 396 (95.65%)', 'POSITIVE 7 (1.69%)POSITIVE 7 (1.69%)', 'POSITIVE 7 (1.69%)', '10 (2.42%)', '', 'PENDING', '']",GREENE,8/27/2020
2414,"['', '', '', '', '', '', '', 'NEGATIVE 241 (96.4%)NEGATIVE 241 (96.4%)PENDING 9 (3.6%)PENDING 9 (3.6%)', '', '', '', 'NEGATIVE 241 (96.4%)NEGATIVE 241 (96.4%)', 'NEGATIVE 241 (96.4%)', 'PENDING 9 (3.6%)PENDING 9 (3.6%)', 'PENDING 9 (3.6%)']",HOUTZDALE,8/27/2020
2415,"['', '', '', '', '', '', '', '', '', '', '251 (39.97%)NEGATIVE 251 (39.97%)POSITIVE 186 (29.62%)POSITIVE 186 (29.62%)9 (1.43%)PENDING 9 (1.43%)177 (28.18%)RECOVERED 177 (28.18%)DEATH 5 (0.8%)DEATH 5 (0.8%)NEGATIVENEGATIVE 251 (39.97%)PENDINGPENDING 9 (1.43%)RECOVEREDRECOVERED 177 (28.18%)', '', '', '', '', '', '', '251 (39.97%)NEGATIVE 251 (39.97%)', 'NEGATIVE 251 (39.97%)', 'POSITIVE 186 (29.62%)POSITIVE 186 (29.62%)', 'POSITIVE 186 (29.62%)', '9 (1.43%)PENDING 9 (1.43%)', 'PENDING 9 (1.43%)', '177 (28.18%)RECOVERED 177 (28.18%)', 'RECOVERED 177 (28.18%)', 'DEATH 5 (0.8%)DEATH 5 (0.8%)', 'DEATH 5 (0.8%)', 'NEGATIVENEGATIVE 251 (39.97%)', 'NEGATIVE 251 (39.97%)', 'PENDINGPENDING 9 (1.43%)', 'PENDING 9 (1.43%)', 'RECOVEREDRECOVERED 177 (28.18%)', 'RECOVERED 177 (28.18%)']",HUNTINGDON,8/27/2020
2416,"['', '', '', '', '', '', '', '', '', 'NEGATIVE 425 (99.53%)NEGATIVE 425 (99.53%)POSITIVE 1 (0.23%)POSITIVE 1 (0.23%)1 (0.23%)PENDING', '', '', '', '', 'NEGATIVE 425 (99.53%)NEGATIVE 425 (99.53%)', 'NEGATIVE 425 (99.53%)', 'POSITIVE 1 (0.23%)POSITIVE 1 (0.23%)', 'POSITIVE 1 (0.23%)', '1 (0.23%)', '', 'PENDING', '']",LAUREL HIGHLANDS,8/27/2020
2417,"['', '', '', '', '', '', '', 'NEGATIVE 248 (99.2%)NEGATIVE 248 (99.2%)PENDING 2 (0.8%)PENDING 2 (0.8%)', '', '', '', 'NEGATIVE 248 (99.2%)NEGATIVE 248 (99.2%)', 'NEGATIVE 248 (99.2%)', 'PENDING 2 (0.8%)PENDING 2 (0.8%)', 'PENDING 2 (0.8%)']",MAHANOY,8/27/2020
2418,"['', '', '', '', '', '', '', '', '', 'NEGATIVE 255 (96.96%)NEGATIVE 255 (96.96%)POSITIVE 5 (1.9%)POSITIVE 5 (1.9%)3 (1.14%)PENDING', '', '', '', '', 'NEGATIVE 255 (96.96%)NEGATIVE 255 (96.96%)', 'NEGATIVE 255 (96.96%)', 'POSITIVE 5 (1.9%)POSITIVE 5 (1.9%)', 'POSITIVE 5 (1.9%)', '3 (1.14%)', '', 'PENDING', '']",MERCER,8/27/2020
2419,"['', '', '', '', '', '', '', '', '', '', 'NEGATIVE 481 (94.5%)NEGATIVE 481 (94.5%)POSITIVE 3 (0.59%)POSITIVE 3 (0.59%)24 (4.72%)PENDING', '', '', '', '', 'NEGATIVE 481 (94.5%)NEGATIVE 481 (94.5%)', 'NEGATIVE 481 (94.5%)', 'POSITIVE 3 (0.59%)POSITIVE 3 (0.59%)', 'POSITIVE 3 (0.59%)', '24 (4.72%)', '', 'PENDING', '']",MUNCY,8/27/2020
2420,"['', '', '', '', '', '', '', '', '', '', '', 'NEGATIVE 530 (84.66%)NEGATIVE 530 (84.66%)POSITIVE 51 (8.15%)POSITIVE 51 (8.15%)PENDING 1 (0.16%)PENDING 1 (0.16%)RECOVERED 39 (6.23%)RECOVERED 39 (6.23%)5 (0.8%)DEATH', '', '', '', '', '', '', 'NEGATIVE 530 (84.66%)NEGATIVE 530 (84.66%)', 'NEGATIVE 530 (84.66%)', 'POSITIVE 51 (8.15%)POSITIVE 51 (8.15%)', 'POSITIVE 51 (8.15%)', 'PENDING 1 (0.16%)PENDING 1 (0.16%)', 'PENDING 1 (0.16%)', 'RECOVERED 39 (6.23%)RECOVERED 39 (6.23%)', 'RECOVERED 39 (6.23%)', '5 (0.8%)', '', 'DEATH', '']",PHOENIX,8/27/2020
2421,"['', '', '', '', '', '', '', 'NEGATIVE 178 (98.89%)NEGATIVE 178 (98.89%)PENDING 2 (1.11%)PENDING 2 (1.11%)', '', '', '', 'NEGATIVE 178 (98.89%)NEGATIVE 178 (98.89%)', 'NEGATIVE 178 (98.89%)', 'PENDING 2 (1.11%)PENDING 2 (1.11%)', 'PENDING 2 (1.11%)']",PINE GROVE,8/27/2020
2422,"['', '', '', '', '', '', '', 'NEGATIVE 166 (65.1%)NEGATIVE 166 (65.1%)PENDING 89 (34.9%)PENDING 89 (34.9%)', '', '', '', 'NEGATIVE 166 (65.1%)NEGATIVE 166 (65.1%)', 'NEGATIVE 166 (65.1%)', 'PENDING 89 (34.9%)PENDING 89 (34.9%)', 'PENDING 89 (34.9%)']",QUEHANNA BOOTCAMP,8/27/2020
2423,"['', '', '', '', '', '', '', '', '', 'NEGATIVE 1,048 (97.58%)NEGATIVE 1,048 (97.58%)POSITIVE 13 (1.21%)POSITIVE 13 (1.21%)13 (1.21%)RECOVERED', '', '', '', '', 'NEGATIVE 1,048 (97.58%)NEGATIVE 1,048 (97.58%)', 'NEGATIVE 1,048 (97.58%)', 'POSITIVE 13 (1.21%)POSITIVE 13 (1.21%)', 'POSITIVE 13 (1.21%)', '13 (1.21%)', '', 'RECOVERED', '']",RETREAT,8/27/2020
2424,"['', '', '', '', '', '', '', 'NEGATIVE 366 (97.34%)NEGATIVE 366 (97.34%)PENDING 10 (2.66%)PENDING 10 (2.66%)', '', '', '', 'NEGATIVE 366 (97.34%)NEGATIVE 366 (97.34%)', 'NEGATIVE 366 (97.34%)', 'PENDING 10 (2.66%)PENDING 10 (2.66%)', 'PENDING 10 (2.66%)']",ROCKVIEW,8/27/2020
2425,"['', '', '', '', '', '', '', 'NEGATIVE 167 (87.89%)NEGATIVE 167 (87.89%)PENDING 23 (12.11%)PENDING 23 (12.11%)', '', '', '', 'NEGATIVE 167 (87.89%)NEGATIVE 167 (87.89%)', 'NEGATIVE 167 (87.89%)', 'PENDING 23 (12.11%)PENDING 23 (12.11%)', 'PENDING 23 (12.11%)']",SMITHFIELD,8/27/2020
2426,"['', '', '', '', '', '', '', 'NEGATIVE 289 (90.88%)NEGATIVE 289 (90.88%)PENDING 29 (9.12%)PENDING 29 (9.12%)', '', '', '', 'NEGATIVE 289 (90.88%)NEGATIVE 289 (90.88%)', 'NEGATIVE 289 (90.88%)', 'PENDING 29 (9.12%)PENDING 29 (9.12%)', 'PENDING 29 (9.12%)']",SOMERSET,8/27/2020
2427,"['', '', '', '', '', '', 'NEGATIVE 314 (100%)NEGATIVE 314 (100%)', '', '', 'NEGATIVE 314 (100%)NEGATIVE 314 (100%)', 'NEGATIVE 314 (100%)']",WAYMART,8/27/2020
2428,"['', '', '', '', '', '', '', '', '', 'NEGATIVE 266 (96.38%)NEGATIVE 266 (96.38%)POSITIVE 5 (1.81%)POSITIVE 5 (1.81%)5 (1.81%)PENDING', '', '', '', '', 'NEGATIVE 266 (96.38%)NEGATIVE 266 (96.38%)', 'NEGATIVE 266 (96.38%)', 'POSITIVE 5 (1.81%)POSITIVE 5 (1.81%)', 'POSITIVE 5 (1.81%)', '5 (1.81%)', '', 'PENDING', '']",ALBION,8/26/2020
2429,"['', '', '', '', '', '', '', '', '', '', '', 'NEGATIVE 241 (94.88%)NEGATIVE 241 (94.88%)POSITIVE 1 (0.39%)POSITIVE 1 (0.39%)1 (0.39%)DEATH 1 (0.39%)10 (3.94%)DEATHDEATH 1 (0.39%)PENDING', '', '', '', '', '', 'NEGATIVE 241 (94.88%)NEGATIVE 241 (94.88%)', 'NEGATIVE 241 (94.88%)', 'POSITIVE 1 (0.39%)POSITIVE 1 (0.39%)', 'POSITIVE 1 (0.39%)', '1 (0.39%)DEATH 1 (0.39%)', 'DEATH 1 (0.39%)', '10 (3.94%)', '', 'DEATHDEATH 1 (0.39%)', 'DEATH 1 (0.39%)', 'PENDING', '']",BENNER TOWNSHIP,8/26/2020
2430,"['', '', '', '', '', '', '', '', '', '', 'NEGATIVE 312 (97.2%)NEGATIVE 312 (97.2%)POSITIVE 4 (1.25%)POSITIVE 4 (1.25%)4 (1.25%)PENDING', '', '', '', '', 'NEGATIVE 312 (97.2%)NEGATIVE 312 (97.2%)', 'NEGATIVE 312 (97.2%)', 'POSITIVE 4 (1.25%)POSITIVE 4 (1.25%)', 'POSITIVE 4 (1.25%)', '4 (1.25%)', '', 'PENDING', '']",CAMBRIDGE SPRINGS,8/26/2020
2431,"['', '', '', '', '', '', '', '', '', '', 'NEGATIVE 2,353 (97.96%)NEGATIVE 2,353 (97.96%)POSITIVE 8 (0.33%)POSITIVE 8 (0.33%)40 (1.67%)PENDING', '', '', '', '', 'NEGATIVE 2,353 (97.96%)NEGATIVE 2,353 (97.96%)', 'NEGATIVE 2,353 (97.96%)', 'POSITIVE 8 (0.33%)POSITIVE 8 (0.33%)', 'POSITIVE 8 (0.33%)', '40 (1.67%)', '', 'PENDING', '']",CAMP HILL,8/26/2020
2432,"['', '', '', '', '', '', '']",CENTRAL OFFICE,8/26/2020
2433,"['', '', '', '', '', '', '', '', '', '', 'NEGATIVE 391 (94.67%)NEGATIVE 391 (94.67%)POSITIVE 6 (1.45%)POSITIVE 6 (1.45%)11 (2.66%)PENDING', '', '', '', '', 'NEGATIVE 391 (94.67%)NEGATIVE 391 (94.67%)', 'NEGATIVE 391 (94.67%)', 'POSITIVE 6 (1.45%)POSITIVE 6 (1.45%)', 'POSITIVE 6 (1.45%)', '11 (2.66%)', '', 'PENDING', '']",CHESTER,8/26/2020
2434,"['', '', '', '', '', '', '', '', '', 'NEGATIVE 637 (96.96%)NEGATIVE 637 (96.96%)POSITIVE 10 (1.52%)POSITIVE 10 (1.52%)10 (1.52%)PENDING', '', '', '', '', 'NEGATIVE 637 (96.96%)NEGATIVE 637 (96.96%)', 'NEGATIVE 637 (96.96%)', 'POSITIVE 10 (1.52%)POSITIVE 10 (1.52%)', 'POSITIVE 10 (1.52%)', '10 (1.52%)', '', 'PENDING', '']",COAL TOWNSHIP,8/26/2020
2435,"['', '', '', '', '', '', '', 'NEGATIVE 303 (94.98%)NEGATIVE 303 (94.98%)PENDING 16 (5.02%)PENDING 16 (5.02%)', '', '', '', 'NEGATIVE 303 (94.98%)NEGATIVE 303 (94.98%)', 'NEGATIVE 303 (94.98%)', 'PENDING 16 (5.02%)PENDING 16 (5.02%)', 'PENDING 16 (5.02%)']",DALLAS,8/26/2020
2436,"['', '', '', '', '', '', '', '', '', 'NEGATIVE 284 (96.93%)NEGATIVE 284 (96.93%)POSITIVE 1 (0.34%)POSITIVE 1 (0.34%)8 (2.73%)PENDING', '', '', '', '', 'NEGATIVE 284 (96.93%)NEGATIVE 284 (96.93%)', 'NEGATIVE 284 (96.93%)', 'POSITIVE 1 (0.34%)POSITIVE 1 (0.34%)', 'POSITIVE 1 (0.34%)', '8 (2.73%)', '', 'PENDING', '']",FAYETTE,8/26/2020
2437,"['', '', '', '', '', '', '', 'NEGATIVE 219 (96.9%)NEGATIVE 219 (96.9%)PENDING 7 (3.1%)PENDING 7 (3.1%)', '', '', '', 'NEGATIVE 219 (96.9%)NEGATIVE 219 (96.9%)', 'NEGATIVE 219 (96.9%)', 'PENDING 7 (3.1%)PENDING 7 (3.1%)', 'PENDING 7 (3.1%)']",FOREST,8/26/2020
2438,"['', '', '', '', '', '', '', 'NEGATIVE 352 (98.32%)NEGATIVE 352 (98.32%)PENDING 6 (1.68%)PENDING 6 (1.68%)', '', '', '', 'NEGATIVE 352 (98.32%)NEGATIVE 352 (98.32%)', 'NEGATIVE 352 (98.32%)', 'PENDING 6 (1.68%)PENDING 6 (1.68%)', 'PENDING 6 (1.68%)']",FRACKVILLE,8/26/2020
2439,"['', '', '', '', '', '', '', '', '', '', 'NEGATIVE 386 (93.24%)NEGATIVE 386 (93.24%)POSITIVE 7 (1.69%)POSITIVE 7 (1.69%)1 (0.24%)RECOVERED 1 (0.24%)20 (4.83%)RECOVEREDRECOVERED 1 (0.24%)PENDING', '', '', '', '', '', 'NEGATIVE 386 (93.24%)NEGATIVE 386 (93.24%)', 'NEGATIVE 386 (93.24%)', 'POSITIVE 7 (1.69%)POSITIVE 7 (1.69%)', 'POSITIVE 7 (1.69%)', '1 (0.24%)RECOVERED 1 (0.24%)', 'RECOVERED 1 (0.24%)', '20 (4.83%)', '', 'RECOVEREDRECOVERED 1 (0.24%)', 'RECOVERED 1 (0.24%)', 'PENDING', '']",GREENE,8/26/2020
2440,"['', '', '', '', '', '', '', 'NEGATIVE 231 (93.15%)NEGATIVE 231 (93.15%)PENDING 17 (6.85%)PENDING 17 (6.85%)', '', '', '', 'NEGATIVE 231 (93.15%)NEGATIVE 231 (93.15%)', 'NEGATIVE 231 (93.15%)', 'PENDING 17 (6.85%)PENDING 17 (6.85%)', 'PENDING 17 (6.85%)']",HOUTZDALE,8/26/2020
2441,"['', '', '', '', '', '', '', '', '', '', '248 (39.68%)NEGATIVE 248 (39.68%)POSITIVE 186 (29.76%)POSITIVE 186 (29.76%)9 (1.44%)PENDING 9 (1.44%)177 (28.32%)RECOVERED 177 (28.32%)DEATH 5 (0.8%)DEATH 5 (0.8%)NEGATIVENEGATIVE 248 (39.68%)PENDINGPENDING 9 (1.44%)RECOVEREDRECOVERED 177 (28.32%)', '', '', '', '', '', '', '248 (39.68%)NEGATIVE 248 (39.68%)', 'NEGATIVE 248 (39.68%)', 'POSITIVE 186 (29.76%)POSITIVE 186 (29.76%)', 'POSITIVE 186 (29.76%)', '9 (1.44%)PENDING 9 (1.44%)', 'PENDING 9 (1.44%)', '177 (28.32%)RECOVERED 177 (28.32%)', 'RECOVERED 177 (28.32%)', 'DEATH 5 (0.8%)DEATH 5 (0.8%)', 'DEATH 5 (0.8%)', 'NEGATIVENEGATIVE 248 (39.68%)', 'NEGATIVE 248 (39.68%)', 'PENDINGPENDING 9 (1.44%)', 'PENDING 9 (1.44%)', 'RECOVEREDRECOVERED 177 (28.32%)', 'RECOVERED 177 (28.32%)']",HUNTINGDON,8/26/2020
2442,"['', '', '', '', '', '', '', '', '', 'NEGATIVE 421 (98.59%)NEGATIVE 421 (98.59%)POSITIVE 1 (0.23%)POSITIVE 1 (0.23%)5 (1.17%)PENDING', '', '', '', '', 'NEGATIVE 421 (98.59%)NEGATIVE 421 (98.59%)', 'NEGATIVE 421 (98.59%)', 'POSITIVE 1 (0.23%)POSITIVE 1 (0.23%)', 'POSITIVE 1 (0.23%)', '5 (1.17%)', '', 'PENDING', '']",LAUREL HIGHLANDS,8/26/2020
2443,"['', '', '', '', '', '', '', 'NEGATIVE 248 (99.2%)NEGATIVE 248 (99.2%)PENDING 2 (0.8%)PENDING 2 (0.8%)', '', '', '', 'NEGATIVE 248 (99.2%)NEGATIVE 248 (99.2%)', 'NEGATIVE 248 (99.2%)', 'PENDING 2 (0.8%)PENDING 2 (0.8%)', 'PENDING 2 (0.8%)']",MAHANOY,8/26/2020
2444,"['', '', '', '', '', '', '', '', '', 'NEGATIVE 249 (94.68%)NEGATIVE 249 (94.68%)POSITIVE 3 (1.14%)POSITIVE 3 (1.14%)11 (4.18%)PENDING', '', '', '', '', 'NEGATIVE 249 (94.68%)NEGATIVE 249 (94.68%)', 'NEGATIVE 249 (94.68%)', 'POSITIVE 3 (1.14%)POSITIVE 3 (1.14%)', 'POSITIVE 3 (1.14%)', '11 (4.18%)', '', 'PENDING', '']",MERCER,8/26/2020
2445,"['', '', '', '', '', '', '', '', '', '', 'NEGATIVE 476 (93.52%)NEGATIVE 476 (93.52%)POSITIVE 3 (0.59%)POSITIVE 3 (0.59%)29 (5.7%)PENDING 29 (5.7%)PENDINGPENDING 29 (5.7%)1 (0.2%)RECOVERED', '', '', '', '', '', 'NEGATIVE 476 (93.52%)NEGATIVE 476 (93.52%)', 'NEGATIVE 476 (93.52%)', 'POSITIVE 3 (0.59%)POSITIVE 3 (0.59%)', 'POSITIVE 3 (0.59%)', '29 (5.7%)PENDING 29 (5.7%)', 'PENDING 29 (5.7%)', 'PENDINGPENDING 29 (5.7%)', 'PENDING 29 (5.7%)', '1 (0.2%)', '', 'RECOVERED', '']",MUNCY,8/26/2020
2446,"['', '', '', '', '', '', '', '', '', '', '', 'NEGATIVE 529 (84.5%)NEGATIVE 529 (84.5%)POSITIVE 51 (8.15%)POSITIVE 51 (8.15%)5 (0.8%)DEATH 5 (0.8%)2 (0.32%)DEATHDEATH 5 (0.8%)PENDINGRECOVERED 39 (6.23%)RECOVERED 39 (6.23%)', '', '', '', '', '', '', 'NEGATIVE 529 (84.5%)NEGATIVE 529 (84.5%)', 'NEGATIVE 529 (84.5%)', 'POSITIVE 51 (8.15%)POSITIVE 51 (8.15%)', 'POSITIVE 51 (8.15%)', '5 (0.8%)DEATH 5 (0.8%)', 'DEATH 5 (0.8%)', '2 (0.32%)', '', 'DEATHDEATH 5 (0.8%)', 'DEATH 5 (0.8%)', 'PENDING', '', 'RECOVERED 39 (6.23%)RECOVERED 39 (6.23%)', 'RECOVERED 39 (6.23%)']",PHOENIX,8/26/2020
2447,"['', '', '', '', '', '', '', 'NEGATIVE 175 (97.22%)NEGATIVE 175 (97.22%)PENDING 5 (2.78%)PENDING 5 (2.78%)', '', '', '', 'NEGATIVE 175 (97.22%)NEGATIVE 175 (97.22%)', 'NEGATIVE 175 (97.22%)', 'PENDING 5 (2.78%)PENDING 5 (2.78%)', 'PENDING 5 (2.78%)']",PINE GROVE,8/26/2020
2448,"['', '', '', '', '', '', '', 'NEGATIVE 164 (64.82%)NEGATIVE 164 (64.82%)PENDING 89 (35.18%)PENDING 89 (35.18%)', '', '', '', 'NEGATIVE 164 (64.82%)NEGATIVE 164 (64.82%)', 'NEGATIVE 164 (64.82%)', 'PENDING 89 (35.18%)PENDING 89 (35.18%)', 'PENDING 89 (35.18%)']",QUEHANNA BOOTCAMP,8/26/2020
2449,"['', '', '', '', '', '', '', '', '', 'NEGATIVE 1,048 (97.58%)NEGATIVE 1,048 (97.58%)POSITIVE 13 (1.21%)POSITIVE 13 (1.21%)13 (1.21%)RECOVERED', '', '', '', '', 'NEGATIVE 1,048 (97.58%)NEGATIVE 1,048 (97.58%)', 'NEGATIVE 1,048 (97.58%)', 'POSITIVE 13 (1.21%)POSITIVE 13 (1.21%)', 'POSITIVE 13 (1.21%)', '13 (1.21%)', '', 'RECOVERED', '']",RETREAT,8/26/2020
2450,"['', '', '', '', '', '', '', 'NEGATIVE 315 (87.99%)NEGATIVE 315 (87.99%)PENDING 43 (12.01%)PENDING 43 (12.01%)', '', '', '', 'NEGATIVE 315 (87.99%)NEGATIVE 315 (87.99%)', 'NEGATIVE 315 (87.99%)', 'PENDING 43 (12.01%)PENDING 43 (12.01%)', 'PENDING 43 (12.01%)']",ROCKVIEW,8/26/2020
