,county,location,count_text,incarcerated_persons,proportion_by_sci,Total Death Rate,date,HCRF
410,Clinton,CAMBRIDGE SPRINGS,Showing search results: 4 records,4,0.0045871559633027525,147.55,2021-03-08,194.4856766055046
411,Clinton,CAMP HILL,Showing search results: 12 records,12,0.006054490413723511,147.55,2021-03-08,194.85490413723514
412,Clinton,CHESTER,Showing search results: 5 records,5,0.004916420845624385,147.55,2021-03-08,197.31737463126842
413,Clinton,COAL TOWNSHIP,Showing search results: 6 records,6,0.0028804608737397984,147.55,2021-03-08,197.85577532405182
414,Clinton,DALLAS,Showing search results: 2 records,2,0.0012795905310300703,147.55,2021-03-08,198.31900191938578
415,Clinton,FAYETTE,Showing search results: 1 records,1,0.0005128205128205128,147.55,2021-03-08,185.0471076923077
416,Clinton,FOREST,Showing search results: 4 records,4,0.0017817371937639199,147.55,2021-03-08,190.62502004454345
417,Clinton,FRACKVILLE,Showing search results: 1 records,1,0.0009090909090909091,147.55,2021-03-08,196.2640818181818
418,Clinton,GREENE,Showing search results: 5 records,5,0.0028885037550548816,147.55,2021-03-08,185.38624494511842
419,Clinton,HOUTZDALE,Showing search results: 9 records,9,0.0037862852334875894,147.55,2021-03-08,194.90493899873792
420,Clinton,HUNTINGDON,Showing search results: 5 records,5,0.0028200789622109417,147.55,2021-03-08,195.1222109419064
421,Clinton,LAUREL HIGHLANDS,Showing search results: 5 records,5,0.00646830530401035,147.55,2021-03-08,193.5459508408797
422,Clinton,MAHANOY,Showing search results: 2 records,2,0.0009128251939753537,147.55,2021-03-08,200.87183934276587
423,Clinton,MERCER,Showing search results: 1 records,1,0.0009398496240601503,147.55,2021-03-08,186.37066729323308
424,Clinton,MUNCY,Showing search results: 8 records,8,0.007483629560336763,147.55,2021-03-08,195.63550046772687
425,Clinton,PHOENIX,Showing search results: 2 records,2,0.0006680026720106881,147.55,2021-03-08,197.1000601202405
426,Clinton,PINE GROVE,Showing search results: 6 records,6,0.00641025641025641,147.55,2021-03-08,190.977702991453
427,Clinton,QUEHANNA BOOT CAMP,Showing search results: 4 records,4,0.014760147601476014,147.55,2021-03-08,197.30118081180814
428,Clinton,ROCKVIEW,Showing search results: 9 records,9,0.005988023952095809,147.55,2021-03-08,196.51714570858283
429,Clinton,SMITHFIELD,Showing search results: 6 records,6,0.005888125613346418,147.55,2021-03-08,194.1576054955839
430,Clinton,SOMERSET,Showing search results: 4 records,4,0.0018726591760299626,147.55,2021-03-08,191.95955992509363
431,Clinton,WAYMART,Showing search results: 2 records,2,0.002355712603062426,147.55,2021-03-08,193.53401648998823
432,Columbia,ALBION,Showing search results: 2 records,2,0.000946073793755913,192.41,2021-03-08,182.4374408703879
433,Columbia,BENNER TOWNSHIP,Showing search results: 9 records,9,0.004601226993865031,192.41,2021-03-08,194.38251022494887
434,Columbia,CAMBRIDGE SPRINGS,Showing search results: 3 records,3,0.0034403669724770644,192.41,2021-03-08,194.4856766055046
435,Columbia,CAMP HILL,Showing search results: 12 records,12,0.006054490413723511,192.41,2021-03-08,194.85490413723514
436,Columbia,CHESTER,Showing search results: 4 records,4,0.003933136676499509,192.41,2021-03-08,197.31737463126842
437,Columbia,COAL TOWNSHIP,Showing search results: 11 records,11,0.00528084493518963,192.41,2021-03-08,197.85577532405182
438,Columbia,DALLAS,Showing search results: 4 records,4,0.0025591810620601407,192.41,2021-03-08,198.31900191938578
439,Columbia,FAYETTE,Showing search results: 4 records,4,0.0020512820512820513,192.41,2021-03-08,185.0471076923077
440,Columbia,FOREST,Showing search results: 5 records,5,0.0022271714922048997,192.41,2021-03-08,190.62502004454345
441,Columbia,FRACKVILLE,Showing search results: 1 records,1,0.0009090909090909091,192.41,2021-03-08,196.2640818181818
442,Columbia,GREENE,Showing search results: 3 records,3,0.0017331022530329288,192.41,2021-03-08,185.38624494511842
443,Columbia,HOUTZDALE,Showing search results: 8 records,8,0.0033655868742111907,192.41,2021-03-08,194.90493899873792
444,Columbia,HUNTINGDON,Showing search results: 2 records,2,0.0011280315848843769,192.41,2021-03-08,195.1222109419064
445,Columbia,LAUREL HIGHLANDS,Showing search results: 1 records,1,0.00129366106080207,192.41,2021-03-08,193.5459508408797
446,Columbia,MAHANOY,Showing search results: 8 records,8,0.003651300775901415,192.41,2021-03-08,200.87183934276587
447,Columbia,MERCER,Showing search results: 2 records,2,0.0018796992481203006,192.41,2021-03-08,186.37066729323308
448,Columbia,MUNCY,Showing search results: 9 records,9,0.00841908325537886,192.41,2021-03-08,195.63550046772687
449,Columbia,PHOENIX,Showing search results: 6 records,6,0.002004008016032064,192.41,2021-03-08,197.1000601202405
450,Columbia,PINE GROVE,Showing search results: no results found,0,0.0,192.41,2021-03-08,190.977702991453
451,Columbia,QUEHANNA BOOT CAMP,Showing search results: no results found,0,0.0,192.41,2021-03-08,197.30118081180814
452,Columbia,ROCKVIEW,Showing search results: 5 records,5,0.00332667997338656,192.41,2021-03-08,196.51714570858283
453,Columbia,SMITHFIELD,Showing search results: 7 records,7,0.0068694798822374874,192.41,2021-03-08,194.1576054955839
454,Columbia,SOMERSET,Showing search results: 2 records,2,0.0009363295880149813,192.41,2021-03-08,191.95955992509363
455,Columbia,WAYMART,Showing search results: 3 records,3,0.0035335689045936395,192.41,2021-03-08,193.53401648998823
456,Crawford,ALBION,Showing search results: 74 records,74,0.03500473036896878,163.06,2021-03-08,182.4374408703879
457,Crawford,BENNER TOWNSHIP,Showing search results: 11 records,11,0.005623721881390593,163.06,2021-03-08,194.38251022494887
458,Crawford,CAMBRIDGE SPRINGS,Showing search results: 15 records,15,0.017201834862385322,163.06,2021-03-08,194.4856766055046
459,Crawford,CAMP HILL,Showing search results: 13 records,13,0.006559031281533804,163.06,2021-03-08,194.85490413723514
460,Crawford,CHESTER,Showing search results: 5 records,5,0.004916420845624385,163.06,2021-03-08,197.31737463126842
461,Crawford,COAL TOWNSHIP,Showing search results: 1 records,1,0.00048007681228996637,163.06,2021-03-08,197.85577532405182
462,Crawford,DALLAS,Showing search results: 4 records,4,0.0025591810620601407,163.06,2021-03-08,198.31900191938578
463,Crawford,FAYETTE,Showing search results: 15 records,15,0.007692307692307693,163.06,2021-03-08,185.0471076923077
464,Crawford,FOREST,Showing search results: 45 records,45,0.0200445434298441,163.06,2021-03-08,190.62502004454345
465,Crawford,FRACKVILLE,Showing search results: no results found,0,0.0,163.06,2021-03-08,196.2640818181818
466,Crawford,GREENE,Showing search results: 17 records,17,0.009820912767186597,163.06,2021-03-08,185.38624494511842
467,Crawford,HOUTZDALE,Showing search results: 22 records,22,0.009255363904080775,163.06,2021-03-08,194.90493899873792
468,Crawford,HUNTINGDON,Showing search results: 4 records,4,0.0022560631697687537,163.06,2021-03-08,195.1222109419064
469,Crawford,LAUREL HIGHLANDS,Showing search results: 6 records,6,0.007761966364812419,163.06,2021-03-08,193.5459508408797
470,Crawford,MAHANOY,Showing search results: 3 records,3,0.0013692377909630307,163.06,2021-03-08,200.87183934276587
471,Crawford,MERCER,Showing search results: 29 records,29,0.02725563909774436,163.06,2021-03-08,186.37066729323308
472,Crawford,MUNCY,Showing search results: 8 records,8,0.007483629560336763,163.06,2021-03-08,195.63550046772687
473,Crawford,PHOENIX,Showing search results: 3 records,3,0.001002004008016032,163.06,2021-03-08,197.1000601202405
474,Crawford,PINE GROVE,Showing search results: 4 records,4,0.004273504273504274,163.06,2021-03-08,190.977702991453
475,Crawford,QUEHANNA BOOT CAMP,Showing search results: 2 records,2,0.007380073800738007,163.06,2021-03-08,197.30118081180814
476,Crawford,ROCKVIEW,Showing search results: 3 records,3,0.001996007984031936,163.06,2021-03-08,196.51714570858283
477,Crawford,SMITHFIELD,Showing search results: 5 records,5,0.004906771344455349,163.06,2021-03-08,194.1576054955839
478,Crawford,SOMERSET,Showing search results: 11 records,11,0.005149812734082397,163.06,2021-03-08,191.95955992509363
479,Crawford,WAYMART,Showing search results: 3 records,3,0.0035335689045936395,163.06,2021-03-08,193.53401648998823
480,Cumberland,ALBION,Showing search results: 10 records,10,0.004730368968779565,191.81,2021-03-08,182.4374408703879
481,Cumberland,BENNER TOWNSHIP,Showing search results: 18 records,18,0.009202453987730062,191.81,2021-03-08,194.38251022494887
482,Cumberland,CAMBRIDGE SPRINGS,Showing search results: 9 records,9,0.010321100917431193,191.81,2021-03-08,194.4856766055046
483,Cumberland,CAMP HILL,Showing search results: 26 records,26,0.013118062563067608,191.81,2021-03-08,194.85490413723514
484,Cumberland,CHESTER,Showing search results: 14 records,14,0.01376597836774828,191.81,2021-03-08,197.31737463126842
485,Cumberland,COAL TOWNSHIP,Showing search results: 15 records,15,0.007201152184349496,191.81,2021-03-08,197.85577532405182
486,Cumberland,DALLAS,Showing search results: 5 records,5,0.003198976327575176,191.81,2021-03-08,198.31900191938578
487,Cumberland,FAYETTE,Showing search results: 14 records,14,0.0071794871794871795,191.81,2021-03-08,185.0471076923077
488,Cumberland,FOREST,Showing search results: 18 records,18,0.008017817371937639,191.81,2021-03-08,190.62502004454345
489,Cumberland,FRACKVILLE,Showing search results: 13 records,13,0.011818181818181818,191.81,2021-03-08,196.2640818181818
490,Cumberland,GREENE,Showing search results: 15 records,15,0.008665511265164644,191.81,2021-03-08,185.38624494511842
491,Cumberland,HOUTZDALE,Showing search results: 28 records,28,0.011779554059739168,191.81,2021-03-08,194.90493899873792
492,Cumberland,HUNTINGDON,Showing search results: 28 records,28,0.015792442188381276,191.81,2021-03-08,195.1222109419064
493,Cumberland,LAUREL HIGHLANDS,Showing search results: 11 records,11,0.014230271668822769,191.81,2021-03-08,193.5459508408797
494,Cumberland,MAHANOY,Showing search results: 16 records,16,0.00730260155180283,191.81,2021-03-08,200.87183934276587
495,Cumberland,MERCER,Showing search results: 7 records,7,0.006578947368421052,191.81,2021-03-08,186.37066729323308
496,Cumberland,MUNCY,Showing search results: 12 records,12,0.011225444340505144,191.81,2021-03-08,195.63550046772687
497,Cumberland,PHOENIX,Showing search results: 20 records,20,0.006680026720106881,191.81,2021-03-08,197.1000601202405
498,Cumberland,PINE GROVE,Showing search results: 6 records,6,0.00641025641025641,191.81,2021-03-08,190.977702991453
499,Cumberland,QUEHANNA BOOT CAMP,Showing search results: 2 records,2,0.007380073800738007,191.81,2021-03-08,197.30118081180814
500,Cumberland,ROCKVIEW,Showing search results: 14 records,14,0.009314703925482368,191.81,2021-03-08,196.51714570858283
501,Cumberland,SMITHFIELD,Showing search results: 17 records,17,0.016683022571148183,191.81,2021-03-08,194.1576054955839
502,Cumberland,SOMERSET,Showing search results: 19 records,19,0.008895131086142321,191.81,2021-03-08,191.95955992509363
503,Cumberland,WAYMART,Showing search results: 9 records,9,0.01060070671378092,191.81,2021-03-08,193.53401648998823
504,Dauphin,ALBION,Showing search results: 39 records,39,0.018448438978240302,180.38,2021-03-08,182.4374408703879
505,Dauphin,BENNER TOWNSHIP,Showing search results: 137 records,137,0.07004089979550102,180.38,2021-03-08,194.38251022494887
506,Dauphin,CAMBRIDGE SPRINGS,Showing search results: 22 records,22,0.02522935779816514,180.38,2021-03-08,194.4856766055046
507,Dauphin,CAMP HILL,Showing search results: 136 records,136,0.06861755802219979,180.38,2021-03-08,194.85490413723514
508,Dauphin,CHESTER,Showing search results: 26 records,26,0.025565388397246803,180.38,2021-03-08,197.31737463126842
509,Dauphin,COAL TOWNSHIP,Showing search results: 112 records,112,0.05376860297647624,180.38,2021-03-08,197.85577532405182
510,Dauphin,DALLAS,Showing search results: 40 records,40,0.025591810620601407,180.38,2021-03-08,198.31900191938578
511,Dauphin,FAYETTE,Showing search results: 51 records,51,0.026153846153846153,180.38,2021-03-08,185.0471076923077
512,Dauphin,FOREST,Showing search results: 60 records,60,0.026726057906458798,180.38,2021-03-08,190.62502004454345
513,Dauphin,FRACKVILLE,Showing search results: 58 records,58,0.05272727272727273,180.38,2021-03-08,196.2640818181818
514,Dauphin,GREENE,Showing search results: 44 records,44,0.025418833044482957,180.38,2021-03-08,185.38624494511842
515,Dauphin,HOUTZDALE,Showing search results: 104 records,104,0.04375262936474548,180.38,2021-03-08,194.90493899873792
516,Dauphin,HUNTINGDON,Showing search results: 98 records,98,0.05527354765933446,180.38,2021-03-08,195.1222109419064
517,Dauphin,LAUREL HIGHLANDS,Showing search results: 36 records,36,0.04657179818887452,180.38,2021-03-08,193.5459508408797
518,Dauphin,MAHANOY,Showing search results: 83 records,83,0.03788224554997718,180.38,2021-03-08,200.87183934276587
519,Dauphin,MERCER,Showing search results: 27 records,27,0.02537593984962406,180.38,2021-03-08,186.37066729323308
520,Dauphin,MUNCY,Showing search results: 43 records,43,0.040224508886810104,180.38,2021-03-08,195.63550046772687
521,Dauphin,PHOENIX,Showing search results: 71 records,71,0.023714094856379427,180.38,2021-03-08,197.1000601202405
522,Dauphin,PINE GROVE,Showing search results: 33 records,33,0.035256410256410256,180.38,2021-03-08,190.977702991453
523,Dauphin,QUEHANNA BOOT CAMP,Showing search results: 5 records,5,0.01845018450184502,180.38,2021-03-08,197.30118081180814
524,Dauphin,ROCKVIEW,Showing search results: 104 records,104,0.06919494344644045,180.38,2021-03-08,196.51714570858283
525,Dauphin,SMITHFIELD,Showing search results: 38 records,38,0.03729146221786065,180.38,2021-03-08,194.1576054955839
526,Dauphin,SOMERSET,Showing search results: 69 records,69,0.032303370786516857,180.38,2021-03-08,191.95955992509363
527,Dauphin,WAYMART,Showing search results: 25 records,25,0.02944640753828033,180.38,2021-03-08,193.53401648998823
528,Delaware,ALBION,Showing search results: 48 records,48,0.02270577105014191,220.73,2021-03-08,182.4374408703879
529,Delaware,BENNER TOWNSHIP,Showing search results: 60 records,60,0.03067484662576687,220.73,2021-03-08,194.38251022494887
530,Delaware,CAMBRIDGE SPRINGS,Showing search results: 21 records,21,0.02408256880733945,220.73,2021-03-08,194.4856766055046
531,Delaware,CAMP HILL,Showing search results: 74 records,74,0.03733602421796166,220.73,2021-03-08,194.85490413723514
532,Delaware,CHESTER,Showing search results: 67 records,67,0.06588003933136677,220.73,2021-03-08,197.31737463126842
533,Delaware,COAL TOWNSHIP,Showing search results: 91 records,91,0.043686989918386945,220.73,2021-03-08,197.85577532405182
534,Delaware,DALLAS,Showing search results: 77 records,77,0.04926423544465771,220.73,2021-03-08,198.31900191938578
535,Delaware,FAYETTE,Showing search results: 48 records,48,0.024615384615384615,220.73,2021-03-08,185.0471076923077
536,Delaware,FOREST,Showing search results: 69 records,69,0.030734966592427616,220.73,2021-03-08,190.62502004454345
537,Delaware,FRACKVILLE,Showing search results: 55 records,55,0.05,220.73,2021-03-08,196.2640818181818
538,Delaware,GREENE,Showing search results: 42 records,42,0.024263431542461005,220.73,2021-03-08,185.38624494511842
539,Delaware,HOUTZDALE,Showing search results: 78 records,78,0.03281447202355911,220.73,2021-03-08,194.90493899873792
540,Delaware,HUNTINGDON,Showing search results: 69 records,69,0.038917089678511,220.73,2021-03-08,195.1222109419064
541,Delaware,LAUREL HIGHLANDS,Showing search results: 35 records,35,0.045278137128072445,220.73,2021-03-08,193.5459508408797
542,Delaware,MAHANOY,Showing search results: 128 records,128,0.05842081241442264,220.73,2021-03-08,200.87183934276587
543,Delaware,MERCER,Showing search results: 28 records,28,0.02631578947368421,220.73,2021-03-08,186.37066729323308
544,Delaware,MUNCY,Showing search results: 43 records,43,0.040224508886810104,220.73,2021-03-08,195.63550046772687
545,Delaware,PHOENIX,Showing search results: 237 records,237,0.07915831663326653,220.73,2021-03-08,197.1000601202405
546,Delaware,PINE GROVE,Showing search results: 34 records,34,0.03632478632478633,220.73,2021-03-08,190.977702991453
547,Delaware,QUEHANNA BOOT CAMP,Showing search results: 13 records,13,0.04797047970479705,220.73,2021-03-08,197.30118081180814
548,Delaware,ROCKVIEW,Showing search results: 66 records,66,0.043912175648702596,220.73,2021-03-08,196.51714570858283
549,Delaware,SMITHFIELD,Showing search results: 31 records,31,0.03042198233562316,220.73,2021-03-08,194.1576054955839
550,Delaware,SOMERSET,Showing search results: 68 records,68,0.031835205992509365,220.73,2021-03-08,191.95955992509363
551,Delaware,WAYMART,Showing search results: 46 records,46,0.05418138987043581,220.73,2021-03-08,193.53401648998823
552,Elk,ALBION,Showing search results: 8 records,8,0.003784295175023652,120.36,2021-03-08,182.4374408703879
553,Elk,BENNER TOWNSHIP,Showing search results: 2 records,2,0.0010224948875255625,120.36,2021-03-08,194.38251022494887
554,Elk,CAMBRIDGE SPRINGS,Showing search results: 9 records,9,0.010321100917431193,120.36,2021-03-08,194.4856766055046
555,Elk,CAMP HILL,Showing search results: 3 records,3,0.0015136226034308778,120.36,2021-03-08,194.85490413723514
556,Elk,CHESTER,Showing search results: 1 records,1,0.0009832841691248771,120.36,2021-03-08,197.31737463126842
557,Elk,COAL TOWNSHIP,Showing search results: 3 records,3,0.0014402304368698992,120.36,2021-03-08,197.85577532405182
558,Elk,DALLAS,Showing search results: no results found,0,0.0,120.36,2021-03-08,198.31900191938578
559,Elk,FAYETTE,Showing search results: 3 records,3,0.0015384615384615385,120.36,2021-03-08,185.0471076923077
560,Elk,FOREST,Showing search results: 28 records,28,0.012472160356347439,120.36,2021-03-08,190.62502004454345
561,Elk,FRACKVILLE,Showing search results: no results found,0,0.0,120.36,2021-03-08,196.2640818181818
562,Elk,GREENE,Showing search results: 8 records,8,0.00462160600808781,120.36,2021-03-08,185.38624494511842
563,Elk,HOUTZDALE,Showing search results: 12 records,12,0.005048380311316786,120.36,2021-03-08,194.90493899873792
564,Elk,HUNTINGDON,Showing search results: no results found,0,0.0,120.36,2021-03-08,195.1222109419064
565,Elk,LAUREL HIGHLANDS,Showing search results: 2 records,2,0.00258732212160414,120.36,2021-03-08,193.5459508408797
566,Elk,MAHANOY,Showing search results: 1 records,1,0.00045641259698767686,120.36,2021-03-08,200.87183934276587
567,Elk,MERCER,Showing search results: 2 records,2,0.0018796992481203006,120.36,2021-03-08,186.37066729323308
568,Elk,MUNCY,Showing search results: 1 records,1,0.0009354536950420954,120.36,2021-03-08,195.63550046772687
569,Elk,PHOENIX,Showing search results: 1 records,1,0.00033400133600534405,120.36,2021-03-08,197.1000601202405
570,Elk,PINE GROVE,Showing search results: 3 records,3,0.003205128205128205,120.36,2021-03-08,190.977702991453
571,Elk,QUEHANNA BOOT CAMP,Showing search results: 4 records,4,0.014760147601476014,120.36,2021-03-08,197.30118081180814
572,Elk,ROCKVIEW,Showing search results: 1 records,1,0.0006653359946773121,120.36,2021-03-08,196.51714570858283
573,Elk,SMITHFIELD,Showing search results: 7 records,7,0.0068694798822374874,120.36,2021-03-08,194.1576054955839
574,Elk,SOMERSET,Showing search results: 1 records,1,0.00046816479400749064,120.36,2021-03-08,191.95955992509363
575,Elk,WAYMART,Showing search results: no results found,0,0.0,120.36,2021-03-08,193.53401648998823
576,Erie,ALBION,Showing search results: 225 records,225,0.10643330179754021,142.37,2021-03-08,182.4374408703879
577,Erie,BENNER TOWNSHIP,Showing search results: 34 records,34,0.017382413087934562,142.37,2021-03-08,194.38251022494887
578,Erie,CAMBRIDGE SPRINGS,Showing search results: 27 records,27,0.03096330275229358,142.37,2021-03-08,194.4856766055046
579,Erie,CAMP HILL,Showing search results: 34 records,34,0.017154389505549948,142.37,2021-03-08,194.85490413723514
580,Erie,CHESTER,Showing search results: 9 records,9,0.008849557522123894,142.37,2021-03-08,197.31737463126842
581,Erie,COAL TOWNSHIP,Showing search results: 3 records,3,0.0014402304368698992,142.37,2021-03-08,197.85577532405182
582,Erie,DALLAS,Showing search results: 7 records,7,0.004478566858605247,142.37,2021-03-08,198.31900191938578
583,Erie,FAYETTE,Showing search results: 51 records,51,0.026153846153846153,142.37,2021-03-08,185.0471076923077
584,Erie,FOREST,Showing search results: 135 records,135,0.060133630289532294,142.37,2021-03-08,190.62502004454345
585,Erie,FRACKVILLE,Showing search results: 11 records,11,0.01,142.37,2021-03-08,196.2640818181818
586,Erie,GREENE,Showing search results: 65 records,65,0.03755054881571346,142.37,2021-03-08,185.38624494511842
587,Erie,HOUTZDALE,Showing search results: 55 records,55,0.023138409760201935,142.37,2021-03-08,194.90493899873792
588,Erie,HUNTINGDON,Showing search results: 26 records,26,0.014664410603496898,142.37,2021-03-08,195.1222109419064
589,Erie,LAUREL HIGHLANDS,Showing search results: 13 records,13,0.016817593790426907,142.37,2021-03-08,193.5459508408797
590,Erie,MAHANOY,Showing search results: 8 records,8,0.003651300775901415,142.37,2021-03-08,200.87183934276587
591,Erie,MERCER,Showing search results: 71 records,71,0.06672932330827068,142.37,2021-03-08,186.37066729323308
592,Erie,MUNCY,Showing search results: 15 records,15,0.01403180542563143,142.37,2021-03-08,195.63550046772687
593,Erie,PHOENIX,Showing search results: 17 records,17,0.0056780227120908485,142.37,2021-03-08,197.1000601202405
594,Erie,PINE GROVE,Showing search results: 27 records,27,0.028846153846153848,142.37,2021-03-08,190.977702991453
595,Erie,QUEHANNA BOOT CAMP,Showing search results: 8 records,8,0.02952029520295203,142.37,2021-03-08,197.30118081180814
596,Erie,ROCKVIEW,Showing search results: 22 records,22,0.014637391882900865,142.37,2021-03-08,196.51714570858283
597,Erie,SMITHFIELD,Showing search results: 23 records,23,0.022571148184494603,142.37,2021-03-08,194.1576054955839
598,Erie,SOMERSET,Showing search results: 46 records,46,0.02153558052434457,142.37,2021-03-08,191.95955992509363
599,Erie,WAYMART,Showing search results: 6 records,6,0.007067137809187279,142.37,2021-03-08,193.53401648998823
600,Fayette,ALBION,Showing search results: 34 records,34,0.01608325449385052,209.63,2021-03-08,182.4374408703879
601,Fayette,BENNER TOWNSHIP,Showing search results: 23 records,23,0.011758691206543968,209.63,2021-03-08,194.38251022494887
602,Fayette,CAMBRIDGE SPRINGS,Showing search results: 30 records,30,0.034403669724770644,209.63,2021-03-08,194.4856766055046
603,Fayette,CAMP HILL,Showing search results: 20 records,20,0.010090817356205853,209.63,2021-03-08,194.85490413723514
604,Fayette,CHESTER,Showing search results: 8 records,8,0.007866273352999017,209.63,2021-03-08,197.31737463126842
605,Fayette,COAL TOWNSHIP,Showing search results: 5 records,5,0.002400384061449832,209.63,2021-03-08,197.85577532405182
606,Fayette,DALLAS,Showing search results: 7 records,7,0.004478566858605247,209.63,2021-03-08,198.31900191938578
607,Fayette,FAYETTE,Showing search results: 107 records,107,0.054871794871794874,209.63,2021-03-08,185.0471076923077
608,Fayette,FOREST,Showing search results: 41 records,41,0.01826280623608018,209.63,2021-03-08,190.62502004454345
609,Fayette,FRACKVILLE,Showing search results: 4 records,4,0.0036363636363636364,209.63,2021-03-08,196.2640818181818
610,Fayette,GREENE,Showing search results: 51 records,51,0.029462738301559793,209.63,2021-03-08,185.38624494511842
611,Fayette,HOUTZDALE,Showing search results: 29 records,29,0.012200252419015565,209.63,2021-03-08,194.90493899873792
612,Fayette,HUNTINGDON,Showing search results: 14 records,14,0.007896221094190638,209.63,2021-03-08,195.1222109419064
613,Fayette,LAUREL HIGHLANDS,Showing search results: 15 records,15,0.019404915912031046,209.63,2021-03-08,193.5459508408797
614,Fayette,MAHANOY,Showing search results: 8 records,8,0.003651300775901415,209.63,2021-03-08,200.87183934276587
615,Fayette,MERCER,Showing search results: 33 records,33,0.03101503759398496,209.63,2021-03-08,186.37066729323308
616,Fayette,MUNCY,Showing search results: 21 records,21,0.019644527595884004,209.63,2021-03-08,195.63550046772687
617,Fayette,PHOENIX,Showing search results: 9 records,9,0.003006012024048096,209.63,2021-03-08,197.1000601202405
618,Fayette,PINE GROVE,Showing search results: 13 records,13,0.013888888888888888,209.63,2021-03-08,190.977702991453
619,Fayette,QUEHANNA BOOT CAMP,Showing search results: 1 records,1,0.0036900369003690036,209.63,2021-03-08,197.30118081180814
620,Fayette,ROCKVIEW,Showing search results: 4 records,4,0.0026613439787092482,209.63,2021-03-08,196.51714570858283
621,Fayette,SMITHFIELD,Showing search results: 11 records,11,0.010794896957801767,209.63,2021-03-08,194.1576054955839
622,Fayette,SOMERSET,Showing search results: 63 records,63,0.02949438202247191,209.63,2021-03-08,191.95955992509363
623,Fayette,WAYMART,Showing search results: 5 records,5,0.005889281507656066,209.63,2021-03-08,193.53401648998823
624,Forest,ALBION,Showing search results: 3 records,3,0.0014191106906338694,289.78,2021-03-08,182.4374408703879
625,Forest,BENNER TOWNSHIP,Showing search results: 1 records,1,0.0005112474437627812,289.78,2021-03-08,194.38251022494887
626,Forest,CAMBRIDGE SPRINGS,Showing search results: 2 records,2,0.0022935779816513763,289.78,2021-03-08,194.4856766055046
627,Forest,CAMP HILL,Showing search results: 2 records,2,0.0010090817356205853,289.78,2021-03-08,194.85490413723514
628,Forest,CHESTER,Showing search results: no results found,0,0.0,289.78,2021-03-08,197.31737463126842
629,Forest,COAL TOWNSHIP,Showing search results: no results found,0,0.0,289.78,2021-03-08,197.85577532405182
630,Forest,DALLAS,Showing search results: no results found,0,0.0,289.78,2021-03-08,198.31900191938578
631,Forest,FAYETTE,Showing search results: no results found,0,0.0,289.78,2021-03-08,185.0471076923077
632,Forest,FOREST,Showing search results: 3 records,3,0.0013363028953229399,289.78,2021-03-08,190.62502004454345
633,Forest,FRACKVILLE,Showing search results: 1 records,1,0.0009090909090909091,289.78,2021-03-08,196.2640818181818
634,Forest,GREENE,Showing search results: 1 records,1,0.0005777007510109763,289.78,2021-03-08,185.38624494511842
635,Forest,HOUTZDALE,Showing search results: 2 records,2,0.0008413967185527977,289.78,2021-03-08,194.90493899873792
636,Forest,HUNTINGDON,Showing search results: 1 records,1,0.0005640157924421884,289.78,2021-03-08,195.1222109419064
637,Forest,LAUREL HIGHLANDS,Showing search results: no results found,0,0.0,289.78,2021-03-08,193.5459508408797
638,Forest,MAHANOY,Showing search results: no results found,0,0.0,289.78,2021-03-08,200.87183934276587
639,Forest,MERCER,Showing search results: no results found,0,0.0,289.78,2021-03-08,186.37066729323308
640,Forest,MUNCY,Showing search results: 1 records,1,0.0009354536950420954,289.78,2021-03-08,195.63550046772687
641,Forest,PHOENIX,Showing search results: 1 records,1,0.00033400133600534405,289.78,2021-03-08,197.1000601202405
642,Forest,PINE GROVE,Showing search results: no results found,0,0.0,289.78,2021-03-08,190.977702991453
643,Forest,QUEHANNA BOOT CAMP,Showing search results: no results found,0,0.0,289.78,2021-03-08,197.30118081180814
644,Forest,ROCKVIEW,Showing search results: 1 records,1,0.0006653359946773121,289.78,2021-03-08,196.51714570858283
645,Forest,SMITHFIELD,Showing search results: no results found,0,0.0,289.78,2021-03-08,194.1576054955839
646,Forest,SOMERSET,Showing search results: 1 records,1,0.00046816479400749064,289.78,2021-03-08,191.95955992509363
647,Forest,WAYMART,Showing search results: no results found,0,0.0,289.78,2021-03-08,193.53401648998823
648,Franklin,ALBION,Showing search results: 16 records,16,0.007568590350047304,212.22,2021-03-08,182.4374408703879
649,Franklin,BENNER TOWNSHIP,Showing search results: 26 records,26,0.013292433537832311,212.22,2021-03-08,194.38251022494887
650,Franklin,CAMBRIDGE SPRINGS,Showing search results: 16 records,16,0.01834862385321101,212.22,2021-03-08,194.4856766055046
651,Franklin,CAMP HILL,Showing search results: 31 records,31,0.01564076690211907,212.22,2021-03-08,194.85490413723514
652,Franklin,CHESTER,Showing search results: 23 records,23,0.02261553588987217,212.22,2021-03-08,197.31737463126842
653,Franklin,COAL TOWNSHIP,Showing search results: 27 records,27,0.012962073931829092,212.22,2021-03-08,197.85577532405182
654,Franklin,DALLAS,Showing search results: 10 records,10,0.006397952655150352,212.22,2021-03-08,198.31900191938578
655,Franklin,FAYETTE,Showing search results: 28 records,28,0.014358974358974359,212.22,2021-03-08,185.0471076923077
656,Franklin,FOREST,Showing search results: 19 records,19,0.008463251670378619,212.22,2021-03-08,190.62502004454345
657,Franklin,FRACKVILLE,Showing search results: 11 records,11,0.01,212.22,2021-03-08,196.2640818181818
