,Unnamed: 0,county,location,count_text,incarcerated_persons
1489,1489.0,WARREN,BENNER TOWNSHIP,Showing search results: 4 records,4
1490,1490.0,WARREN,CAMBRIDGE SPRINGS,Showing search results: 9 records,9
1491,1491.0,WARREN,CAMP HILL,Showing search results: 20 records,20
1492,1492.0,WARREN,CHESTER,Showing search results: 1 records,1
1493,1493.0,WARREN,COAL TOWNSHIP,Showing search results: 2 records,2
1494,1494.0,WARREN,DALLAS,Showing search results: no results found,0
1495,1495.0,WARREN,FAYETTE,Showing search results: 9 records,9
1496,1496.0,WARREN,FOREST,Showing search results: 36 records,36
1497,1497.0,WARREN,FRACKVILLE,Showing search results: 1 records,1
1498,1498.0,WARREN,GREENE,Showing search results: 15 records,15
1499,1499.0,WARREN,HOUTZDALE,Showing search results: 15 records,15
1500,1500.0,WARREN,HUNTINGDON,Showing search results: 4 records,4
1501,1501.0,WARREN,LAUREL HIGHLANDS,Showing search results: 3 records,3
1502,1502.0,WARREN,MAHANOY,Showing search results: 2 records,2
1503,1503.0,WARREN,MERCER,Showing search results: 13 records,13
1504,1504.0,WARREN,MUNCY,Showing search results: 7 records,7
1505,1505.0,WARREN,PHOENIX,Showing search results: 4 records,4
1506,1506.0,WARREN,PINE GROVE,Showing search results: 3 records,3
1507,1507.0,WARREN,QUEHANNA BOOT CAMP,Showing search results: 4 records,4
1508,1508.0,WARREN,ROCKVIEW,Showing search results: 2 records,2
1509,1509.0,WARREN,SMITHFIELD,Showing search results: 10 records,10
1510,1510.0,WARREN,SOMERSET,Showing search results: 7 records,7
1511,1511.0,WARREN,WAYMART,Showing search results: no results found,0
1512,1512.0,WASHINGTON,ALBION,Showing search results: 33 records,33
1513,1513.0,WASHINGTON,BENNER TOWNSHIP,Showing search results: 8 records,8
1514,1514.0,WASHINGTON,CAMBRIDGE SPRINGS,Showing search results: 20 records,20
1515,1515.0,WASHINGTON,CAMP HILL,Showing search results: 23 records,23
1516,1516.0,WASHINGTON,CHESTER,Showing search results: 7 records,7
1517,1517.0,WASHINGTON,COAL TOWNSHIP,Showing search results: 4 records,4
1518,1518.0,WASHINGTON,DALLAS,Showing search results: 1 records,1
1519,1519.0,WASHINGTON,FAYETTE,Showing search results: 64 records,64
1520,1520.0,WASHINGTON,FOREST,Showing search results: 20 records,20
1521,1521.0,WASHINGTON,FRACKVILLE,Showing search results: 4 records,4
1522,1522.0,WASHINGTON,GREENE,Showing search results: 48 records,48
1523,1523.0,WASHINGTON,HOUTZDALE,Showing search results: 22 records,22
1524,1524.0,WASHINGTON,HUNTINGDON,Showing search results: 14 records,14
1525,1525.0,WASHINGTON,LAUREL HIGHLANDS,Showing search results: 20 records,20
1526,1526.0,WASHINGTON,MAHANOY,Showing search results: 7 records,7
1527,1527.0,WASHINGTON,MERCER,Showing search results: 24 records,24
1528,1528.0,WASHINGTON,MUNCY,Showing search results: 12 records,12
1529,1529.0,WASHINGTON,PHOENIX,Showing search results: 8 records,8
1530,1530.0,WASHINGTON,PINE GROVE,Showing search results: 17 records,17
1531,1531.0,WASHINGTON,QUEHANNA BOOT CAMP,Showing search results: 6 records,6
1532,1532.0,WASHINGTON,ROCKVIEW,Showing search results: 9 records,9
1533,1533.0,WASHINGTON,SMITHFIELD,Showing search results: 17 records,17
1534,1534.0,WASHINGTON,SOMERSET,Showing search results: 34 records,34
1535,1535.0,WASHINGTON,WAYMART,Showing search results: 1 records,1
1536,1536.0,WAYNE,ALBION,Showing search results: 5 records,5
1537,1537.0,WAYNE,BENNER TOWNSHIP,Showing search results: 11 records,11
1538,1538.0,WAYNE,CAMBRIDGE SPRINGS,Showing search results: 5 records,5
1539,1539.0,WAYNE,CAMP HILL,Showing search results: 3 records,3
1540,1540.0,WAYNE,CHESTER,Showing search results: 4 records,4
1541,1541.0,WAYNE,COAL TOWNSHIP,Showing search results: 7 records,7
1542,1542.0,WAYNE,DALLAS,Showing search results: 14 records,14
1543,1543.0,WAYNE,FAYETTE,Showing search results: 5 records,5
1544,1544.0,WAYNE,FOREST,Showing search results: 5 records,5
1545,1545.0,WAYNE,FRACKVILLE,Showing search results: 5 records,5
1546,1546.0,WAYNE,GREENE,Showing search results: 7 records,7
1547,1547.0,WAYNE,HOUTZDALE,Showing search results: 5 records,5
1548,1548.0,WAYNE,HUNTINGDON,Showing search results: 1 records,1
1549,1549.0,WAYNE,LAUREL HIGHLANDS,Showing search results: 3 records,3
1550,1550.0,WAYNE,MAHANOY,Showing search results: 12 records,12
1551,1551.0,WAYNE,MERCER,Showing search results: 2 records,2
1552,1552.0,WAYNE,MUNCY,Showing search results: 1 records,1
1553,1553.0,WAYNE,PHOENIX,Showing search results: 8 records,8
1554,1554.0,WAYNE,PINE GROVE,Showing search results: 2 records,2
1555,1555.0,WAYNE,QUEHANNA BOOT CAMP,Showing search results: no results found,0
1556,1556.0,WAYNE,ROCKVIEW,Showing search results: 5 records,5
1557,1557.0,WAYNE,SMITHFIELD,Showing search results: 8 records,8
1558,1558.0,WAYNE,SOMERSET,Showing search results: 7 records,7
1559,1559.0,WAYNE,WAYMART,Showing search results: 6 records,6
1560,1560.0,WESTMORELAND,ALBION,Showing search results: 39 records,39
1561,1561.0,WESTMORELAND,BENNER TOWNSHIP,Showing search results: 13 records,13
1562,1562.0,WESTMORELAND,CAMBRIDGE SPRINGS,Showing search results: 21 records,21
1563,1563.0,WESTMORELAND,CAMP HILL,Showing search results: 22 records,22
1564,1564.0,WESTMORELAND,CHESTER,Showing search results: 11 records,11
1565,1565.0,WESTMORELAND,COAL TOWNSHIP,Showing search results: 9 records,9
1566,1566.0,WESTMORELAND,DALLAS,Showing search results: 6 records,6
1567,1567.0,WESTMORELAND,FAYETTE,Showing search results: 82 records,82
1568,1568.0,WESTMORELAND,FOREST,Showing search results: 24 records,24
1569,1569.0,WESTMORELAND,FRACKVILLE,Showing search results: 1 records,1
1570,1570.0,WESTMORELAND,GREENE,Showing search results: 58 records,58
1571,1571.0,WESTMORELAND,HOUTZDALE,Showing search results: 23 records,23
1572,1572.0,WESTMORELAND,HUNTINGDON,Showing search results: 12 records,12
1573,1573.0,WESTMORELAND,LAUREL HIGHLANDS,Showing search results: 21 records,21
1574,1574.0,WESTMORELAND,MAHANOY,Showing search results: 4 records,4
1575,1575.0,WESTMORELAND,MERCER,Showing search results: 25 records,25
1576,1576.0,WESTMORELAND,MUNCY,Showing search results: 19 records,19
1577,1577.0,WESTMORELAND,PHOENIX,Showing search results: 13 records,13
1578,1578.0,WESTMORELAND,PINE GROVE,Showing search results: 25 records,25
1579,1579.0,WESTMORELAND,QUEHANNA BOOT CAMP,Showing search results: 4 records,4
1580,1580.0,WESTMORELAND,ROCKVIEW,Showing search results: 6 records,6
1581,1581.0,WESTMORELAND,SMITHFIELD,Showing search results: 20 records,20
1582,1582.0,WESTMORELAND,SOMERSET,Showing search results: 83 records,83
1583,1583.0,WESTMORELAND,WAYMART,Showing search results: 4 records,4
1584,1584.0,WYOMING,ALBION,Showing search results: 6 records,6
1585,1585.0,WYOMING,BENNER TOWNSHIP,Showing search results: 3 records,3
1586,1586.0,WYOMING,CAMBRIDGE SPRINGS,Showing search results: 4 records,4
1587,1587.0,WYOMING,CAMP HILL,Showing search results: 5 records,5
1588,1588.0,WYOMING,CHESTER,Showing search results: 3 records,3
1589,1589.0,WYOMING,COAL TOWNSHIP,Showing search results: 7 records,7
1590,1590.0,WYOMING,DALLAS,Showing search results: 12 records,12
1591,1591.0,WYOMING,FAYETTE,Showing search results: 2 records,2
1592,1592.0,WYOMING,FOREST,Showing search results: 3 records,3
1593,1593.0,WYOMING,FRACKVILLE,Showing search results: 4 records,4
1594,1594.0,WYOMING,GREENE,Showing search results: 2 records,2
1595,1595.0,WYOMING,HOUTZDALE,Showing search results: 6 records,6
1596,1596.0,WYOMING,HUNTINGDON,Showing search results: 5 records,5
1597,1597.0,WYOMING,LAUREL HIGHLANDS,Showing search results: 2 records,2
1598,1598.0,WYOMING,MAHANOY,Showing search results: 5 records,5
1599,1599.0,WYOMING,MERCER,Showing search results: 4 records,4
1600,1600.0,WYOMING,MUNCY,Showing search results: 5 records,5
1601,1601.0,WYOMING,PHOENIX,Showing search results: 2 records,2
1602,1602.0,WYOMING,PINE GROVE,Showing search results: 2 records,2
1603,1603.0,WYOMING,QUEHANNA BOOT CAMP,Showing search results: no results found,0
1604,1604.0,WYOMING,ROCKVIEW,Showing search results: 2 records,2
1605,1605.0,WYOMING,SMITHFIELD,Showing search results: 7 records,7
1606,1606.0,WYOMING,SOMERSET,Showing search results: 2 records,2
1607,1607.0,WYOMING,WAYMART,Showing search results: 9 records,9
0,,YORK,ALBION,Showing search results: 48 records,48
1,,YORK,BENNER TOWNSHIP,Showing search results: 71 records,71
2,,YORK,CAMBRIDGE SPRINGS,Showing search results: 12 records,12
3,,YORK,CAMP HILL,Showing search results: 96 records,96
4,,YORK,CHESTER,Showing search results: 36 records,36
5,,YORK,COAL TOWNSHIP,Showing search results: 94 records,94
6,,YORK,DALLAS,Showing search results: 31 records,31
7,,YORK,FAYETTE,Showing search results: 44 records,44
8,,YORK,FOREST,Showing search results: 48 records,48
9,,YORK,FRACKVILLE,Showing search results: 33 records,33
10,,YORK,GREENE,Showing search results: 43 records,43
11,,YORK,HOUTZDALE,Showing search results: 80 records,80
12,,YORK,HUNTINGDON,Showing search results: 95 records,95
13,,YORK,LAUREL HIGHLANDS,Showing search results: 24 records,24
14,,YORK,MAHANOY,Showing search results: 65 records,65
15,,YORK,MERCER,Showing search results: 17 records,17
16,,YORK,MUNCY,Showing search results: 26 records,26
17,,YORK,PHOENIX,Showing search results: 56 records,56
18,,YORK,PINE GROVE,Showing search results: 30 records,30
19,,YORK,QUEHANNA BOOT CAMP,Showing search results: 13 records,13
20,,YORK,ROCKVIEW,Showing search results: 50 records,50
21,,YORK,SMITHFIELD,Showing search results: 68 records,68
22,,YORK,SOMERSET,Showing search results: 88 records,88
23,,YORK,WAYMART,Showing search results: 34 records,34
