date,SCI,incarcerated_person_positive
2021-11-06,Huntingdon,0
2021-11-07,Huntingdon,0
2021-11-08,Huntingdon,0
2021-11-09,Huntingdon,1
2021-11-10,Huntingdon,0
2021-11-11,Huntingdon,0
2021-11-12,Huntingdon,0
2021-11-13,Huntingdon,0
2021-11-14,Huntingdon,0
2021-11-15,Huntingdon,0
2021-11-16,Huntingdon,0
2021-11-17,Huntingdon,0
2021-11-18,Huntingdon,0
2021-11-19,Huntingdon,0
2021-11-20,Huntingdon,0
2021-11-22,Huntingdon,0
2021-11-23,Huntingdon,0
2021-11-24,Huntingdon,0
2021-11-25,Huntingdon,0
2021-11-26,Huntingdon,1
2021-11-27,Huntingdon,0
2021-11-28,Huntingdon,0
2021-11-29,Huntingdon,0
2021-11-30,Huntingdon,0
2021-12-01,Huntingdon,0
2021-12-02,Huntingdon,0
2021-12-03,Huntingdon,0
2021-12-04,Huntingdon,0
2021-12-05,Huntingdon,0
2021-12-06,Huntingdon,0
2021-12-07,Huntingdon,0
2021-12-08,Huntingdon,0
2021-12-09,Huntingdon,0
2021-12-10,Huntingdon,0
2021-12-11,Huntingdon,0
2021-12-12,Huntingdon,0
2021-12-13,Huntingdon,0
2021-12-14,Huntingdon,0
2021-12-15,Huntingdon,0
2021-12-16,Huntingdon,0
2021-12-17,Huntingdon,0
2021-12-18,Huntingdon,0
2021-12-20,Huntingdon,0
2021-12-21,Huntingdon,0
2021-12-22,Huntingdon,0
2021-12-23,Huntingdon,0
2021-12-24,Huntingdon,0
2021-12-27,Huntingdon,0
2021-12-28,Huntingdon,0
2021-12-29,Huntingdon,0
2021-12-30,Huntingdon,0
2021-12-31,Huntingdon,0
2022-01-01,Huntingdon,0
2022-01-02,Huntingdon,0
2022-01-03,Huntingdon,0
2022-01-04,Huntingdon,1
2022-01-05,Huntingdon,0
2022-01-06,Huntingdon,0
2022-01-07,Huntingdon,0
2022-01-08,Huntingdon,1
2022-01-09,Huntingdon,0
2022-01-10,Huntingdon,0
2022-01-11,Huntingdon,1
2022-01-12,Huntingdon,0
2022-01-13,Huntingdon,0
2022-01-14,Huntingdon,3
2022-01-15,Huntingdon,3
2022-01-16,Huntingdon,0
2022-01-17,Huntingdon,0
2022-01-18,Huntingdon,42
2022-01-19,Huntingdon,0
2022-01-20,Huntingdon,33
2022-01-21,Huntingdon,3
2022-01-22,Huntingdon,1
2022-01-23,Huntingdon,0
2022-01-24,Huntingdon,0
2022-01-25,Huntingdon,3
2022-01-26,Huntingdon,3
2022-01-27,Huntingdon,2
2022-01-28,Huntingdon,4
2022-01-29,Huntingdon,0
2022-01-31,Huntingdon,0
2020-03-28,Laurel Highlands,0
2020-03-31,Laurel Highlands,0
2020-04-03,Laurel Highlands,0
2020-04-04,Laurel Highlands,0
2020-04-07,Laurel Highlands,0
2020-04-08,Laurel Highlands,0
2020-04-09,Laurel Highlands,0
2020-04-11,Laurel Highlands,0
2020-04-14,Laurel Highlands,0
2020-04-15,Laurel Highlands,0
2020-04-16,Laurel Highlands,0
2020-04-17,Laurel Highlands,0
2020-04-18,Laurel Highlands,0
2020-04-21,Laurel Highlands,0
2020-04-23,Laurel Highlands,0
2020-04-24,Laurel Highlands,0
2020-04-25,Laurel Highlands,0
2020-04-28,Laurel Highlands,0
2020-04-29,Laurel Highlands,0
2020-04-30,Laurel Highlands,0
2020-05-01,Laurel Highlands,0
2020-05-02,Laurel Highlands,0
2020-05-04,Laurel Highlands,0
2020-05-05,Laurel Highlands,0
2020-05-06,Laurel Highlands,0
2020-05-07,Laurel Highlands,0
2020-05-08,Laurel Highlands,0
2020-05-11,Laurel Highlands,0
2020-05-12,Laurel Highlands,0
2020-05-13,Laurel Highlands,0
2020-05-14,Laurel Highlands,0
2020-05-15,Laurel Highlands,0
2020-05-16,Laurel Highlands,0
2020-05-19,Laurel Highlands,0
2020-05-20,Laurel Highlands,0
2020-05-21,Laurel Highlands,0
2020-05-22,Laurel Highlands,0
2020-05-23,Laurel Highlands,0
2020-05-25,Laurel Highlands,0
2020-05-27,Laurel Highlands,0
2020-05-29,Laurel Highlands,0
2020-05-30,Laurel Highlands,0
2020-06-02,Laurel Highlands,0
2020-06-03,Laurel Highlands,0
2020-06-06,Laurel Highlands,0
2020-06-10,Laurel Highlands,0
2020-06-12,Laurel Highlands,0
2020-06-16,Laurel Highlands,0
2020-06-22,Laurel Highlands,0
2020-06-25,Laurel Highlands,0
2020-06-26,Laurel Highlands,0
2020-06-30,Laurel Highlands,0
2020-07-01,Laurel Highlands,0
2020-07-02,Laurel Highlands,0
2020-07-03,Laurel Highlands,0
2020-07-08,Laurel Highlands,0
2020-07-09,Laurel Highlands,0
2020-07-10,Laurel Highlands,0
2020-07-11,Laurel Highlands,0
2020-07-14,Laurel Highlands,0
2020-07-17,Laurel Highlands,0
2020-07-23,Laurel Highlands,0
2020-07-24,Laurel Highlands,0
2020-07-25,Laurel Highlands,0
2020-07-29,Laurel Highlands,0
2020-07-30,Laurel Highlands,0
2020-08-06,Laurel Highlands,0
2020-08-07,Laurel Highlands,0
2020-08-09,Laurel Highlands,0
2020-08-11,Laurel Highlands,1
2020-08-14,Laurel Highlands,0
2020-08-15,Laurel Highlands,0
2020-08-18,Laurel Highlands,0
2020-08-19,Laurel Highlands,0
2020-08-20,Laurel Highlands,0
2020-08-21,Laurel Highlands,0
2020-08-25,Laurel Highlands,0
2020-08-26,Laurel Highlands,0
2020-08-27,Laurel Highlands,0
2020-08-28,Laurel Highlands,0
2020-08-29,Laurel Highlands,0
2020-08-31,Laurel Highlands,0
2020-09-01,Laurel Highlands,0
2020-09-02,Laurel Highlands,0
2020-09-03,Laurel Highlands,0
2020-09-04,Laurel Highlands,0
2020-09-05,Laurel Highlands,0
2020-09-08,Laurel Highlands,0
2020-09-09,Laurel Highlands,0
2020-09-11,Laurel Highlands,0
2020-09-15,Laurel Highlands,0
2020-09-16,Laurel Highlands,0
2020-09-18,Laurel Highlands,0
2020-09-19,Laurel Highlands,0
2020-09-23,Laurel Highlands,0
2020-09-24,Laurel Highlands,0
2020-09-25,Laurel Highlands,0
2020-09-26,Laurel Highlands,0
2020-09-28,Laurel Highlands,0
2020-09-29,Laurel Highlands,0
2020-09-30,Laurel Highlands,0
2020-10-01,Laurel Highlands,0
2020-10-02,Laurel Highlands,0
2020-10-03,Laurel Highlands,0
2020-10-06,Laurel Highlands,0
2020-10-07,Laurel Highlands,0
2020-10-08,Laurel Highlands,0
2020-10-09,Laurel Highlands,0
2020-10-10,Laurel Highlands,0
2020-10-11,Laurel Highlands,0
2020-10-13,Laurel Highlands,0
2020-10-14,Laurel Highlands,0
2020-10-15,Laurel Highlands,0
2020-10-16,Laurel Highlands,0
2020-10-17,Laurel Highlands,0
2020-10-19,Laurel Highlands,0
2020-10-20,Laurel Highlands,0
2020-10-21,Laurel Highlands,0
2020-10-22,Laurel Highlands,0
2020-10-23,Laurel Highlands,0
2020-10-24,Laurel Highlands,0
2020-10-25,Laurel Highlands,0
2020-10-26,Laurel Highlands,0
2020-10-27,Laurel Highlands,23
2020-10-28,Laurel Highlands,3
2020-10-29,Laurel Highlands,0
2020-10-30,Laurel Highlands,8
2020-10-31,Laurel Highlands,3
2020-11-01,Laurel Highlands,1
2020-11-02,Laurel Highlands,10
2020-11-03,Laurel Highlands,38
2020-11-04,Laurel Highlands,1
2020-11-05,Laurel Highlands,53
2020-11-06,Laurel Highlands,7
2020-11-07,Laurel Highlands,1
2020-11-08,Laurel Highlands,1
2020-11-09,Laurel Highlands,80
2020-11-10,Laurel Highlands,2
2020-11-11,Laurel Highlands,3
2020-11-12,Laurel Highlands,29
2020-11-13,Laurel Highlands,2
2020-11-14,Laurel Highlands,0
2020-11-15,Laurel Highlands,14
2020-11-16,Laurel Highlands,0
2020-11-17,Laurel Highlands,29
2020-11-18,Laurel Highlands,31
2020-11-19,Laurel Highlands,2
2020-11-20,Laurel Highlands,1
2020-11-21,Laurel Highlands,16
2020-11-22,Laurel Highlands,1
2020-11-23,Laurel Highlands,0
2020-11-24,Laurel Highlands,13
2020-11-25,Laurel Highlands,1
2020-11-27,Laurel Highlands,3
2020-11-28,Laurel Highlands,0
2020-11-29,Laurel Highlands,1
2020-11-30,Laurel Highlands,14
2020-12-01,Laurel Highlands,2
2020-12-02,Laurel Highlands,0
2020-12-03,Laurel Highlands,3
2020-12-04,Laurel Highlands,0
2020-12-05,Laurel Highlands,1
2020-12-06,Laurel Highlands,4
2020-12-07,Laurel Highlands,10
2020-12-08,Laurel Highlands,0
2020-12-09,Laurel Highlands,8
2020-12-10,Laurel Highlands,0
2020-12-11,Laurel Highlands,1
2020-12-12,Laurel Highlands,6
2020-12-13,Laurel Highlands,0
2020-12-14,Laurel Highlands,10
2020-12-15,Laurel Highlands,7
2020-12-16,Laurel Highlands,0
2020-12-17,Laurel Highlands,0
2020-12-18,Laurel Highlands,1
2020-12-19,Laurel Highlands,0
2020-12-20,Laurel Highlands,0
2020-12-21,Laurel Highlands,1
2020-12-22,Laurel Highlands,0
2020-12-23,Laurel Highlands,0
2020-12-24,Laurel Highlands,1
2020-12-25,Laurel Highlands,0
2020-12-26,Laurel Highlands,0
2020-12-27,Laurel Highlands,0
2020-12-28,Laurel Highlands,0
2020-12-29,Laurel Highlands,0
2020-12-30,Laurel Highlands,0
2020-12-31,Laurel Highlands,6
2021-01-01,Laurel Highlands,0
2021-01-02,Laurel Highlands,0
2021-01-03,Laurel Highlands,0
2021-01-04,Laurel Highlands,2
2021-01-05,Laurel Highlands,31
2021-01-06,Laurel Highlands,2
2021-01-07,Laurel Highlands,0
2021-01-08,Laurel Highlands,2
2021-01-09,Laurel Highlands,0
2021-01-11,Laurel Highlands,0
2021-01-12,Laurel Highlands,23
2021-01-13,Laurel Highlands,2
2021-01-14,Laurel Highlands,0
2021-01-15,Laurel Highlands,2
2021-01-16,Laurel Highlands,0
2021-01-17,Laurel Highlands,0
2021-01-18,Laurel Highlands,2
2021-01-19,Laurel Highlands,0
2021-01-20,Laurel Highlands,0
2021-01-21,Laurel Highlands,6
2021-01-22,Laurel Highlands,0
2021-01-23,Laurel Highlands,0
2021-01-24,Laurel Highlands,2
2021-01-25,Laurel Highlands,0
2021-01-26,Laurel Highlands,0
2021-01-27,Laurel Highlands,0
2021-01-28,Laurel Highlands,0
2021-01-29,Laurel Highlands,0
2021-01-30,Laurel Highlands,0
2021-01-31,Laurel Highlands,0
2021-02-01,Laurel Highlands,0
2021-02-02,Laurel Highlands,0
2021-02-03,Laurel Highlands,0
2021-02-04,Laurel Highlands,0
2021-02-05,Laurel Highlands,0
2021-02-06,Laurel Highlands,0
2021-02-08,Laurel Highlands,0
2021-02-09,Laurel Highlands,0
2021-02-10,Laurel Highlands,0
2021-02-11,Laurel Highlands,0
2021-02-12,Laurel Highlands,0
2021-02-13,Laurel Highlands,0
2021-02-14,Laurel Highlands,0
2021-02-15,Laurel Highlands,0
2021-02-16,Laurel Highlands,0
2021-02-17,Laurel Highlands,0
2021-02-18,Laurel Highlands,0
2021-02-19,Laurel Highlands,0
2021-02-20,Laurel Highlands,0
2021-02-22,Laurel Highlands,0
2021-02-23,Laurel Highlands,0
2021-02-24,Laurel Highlands,0
2021-02-25,Laurel Highlands,0
2021-02-26,Laurel Highlands,1
2021-02-27,Laurel Highlands,0
2021-02-28,Laurel Highlands,0
2021-03-01,Laurel Highlands,0
2021-03-02,Laurel Highlands,0
2021-03-03,Laurel Highlands,0
2021-03-04,Laurel Highlands,0
2021-03-05,Laurel Highlands,0
2021-03-06,Laurel Highlands,0
2021-03-07,Laurel Highlands,0
2021-03-08,Laurel Highlands,0
2021-03-09,Laurel Highlands,0
2021-03-10,Laurel Highlands,0
2021-03-11,Laurel Highlands,1
2021-03-12,Laurel Highlands,0
2021-03-13,Laurel Highlands,0
2021-03-15,Laurel Highlands,0
2021-03-16,Laurel Highlands,0
2021-03-17,Laurel Highlands,0
2021-03-18,Laurel Highlands,0
2021-03-19,Laurel Highlands,0
2021-03-20,Laurel Highlands,0
2021-03-21,Laurel Highlands,0
2021-03-22,Laurel Highlands,0
2021-03-23,Laurel Highlands,0
2021-03-24,Laurel Highlands,0
2021-03-25,Laurel Highlands,0
2021-03-26,Laurel Highlands,0
2021-03-27,Laurel Highlands,0
2021-03-29,Laurel Highlands,0
2021-03-30,Laurel Highlands,0
2021-03-31,Laurel Highlands,0
2021-04-01,Laurel Highlands,0
2021-04-02,Laurel Highlands,0
2021-04-03,Laurel Highlands,0
2021-04-05,Laurel Highlands,0
2021-04-07,Laurel Highlands,0
2021-04-08,Laurel Highlands,0
2021-04-09,Laurel Highlands,0
2021-04-10,Laurel Highlands,0
2021-04-12,Laurel Highlands,0
2021-04-13,Laurel Highlands,0
2021-04-14,Laurel Highlands,0
2021-04-15,Laurel Highlands,0
2021-04-16,Laurel Highlands,0
2021-04-17,Laurel Highlands,0
2021-04-20,Laurel Highlands,0
2021-04-21,Laurel Highlands,0
2021-04-22,Laurel Highlands,0
2021-04-23,Laurel Highlands,0
2021-04-24,Laurel Highlands,1
2021-04-25,Laurel Highlands,0
2021-04-26,Laurel Highlands,0
2021-04-27,Laurel Highlands,0
2021-04-28,Laurel Highlands,0
2021-04-29,Laurel Highlands,0
2021-04-30,Laurel Highlands,0
2021-05-01,Laurel Highlands,1
2021-05-02,Laurel Highlands,0
2021-05-04,Laurel Highlands,0
2021-05-05,Laurel Highlands,0
2021-05-06,Laurel Highlands,0
2021-05-07,Laurel Highlands,0
2021-05-08,Laurel Highlands,0
2021-05-10,Laurel Highlands,0
2021-05-11,Laurel Highlands,0
2021-05-12,Laurel Highlands,0
2021-05-13,Laurel Highlands,0
2021-05-14,Laurel Highlands,0
2021-05-15,Laurel Highlands,0
2021-05-18,Laurel Highlands,0
2021-05-19,Laurel Highlands,0
2021-05-20,Laurel Highlands,0
2021-05-21,Laurel Highlands,1
2021-05-22,Laurel Highlands,0
2021-05-23,Laurel Highlands,0
2021-05-25,Laurel Highlands,0
2021-05-26,Laurel Highlands,0
2021-05-27,Laurel Highlands,0
2021-05-28,Laurel Highlands,0
2021-05-31,Laurel Highlands,0
2021-06-01,Laurel Highlands,0
2021-06-02,Laurel Highlands,0
2021-06-03,Laurel Highlands,0
2021-06-04,Laurel Highlands,0
2021-06-05,Laurel Highlands,0
2021-06-06,Laurel Highlands,0
2021-06-08,Laurel Highlands,0
2021-06-09,Laurel Highlands,0
2021-06-10,Laurel Highlands,0
2021-06-11,Laurel Highlands,0
2021-06-14,Laurel Highlands,0
2021-06-15,Laurel Highlands,0
2021-06-16,Laurel Highlands,0
2021-06-17,Laurel Highlands,0
2021-06-18,Laurel Highlands,0
2021-06-20,Laurel Highlands,0
2021-06-21,Laurel Highlands,0
2021-06-22,Laurel Highlands,0
2021-06-23,Laurel Highlands,0
2021-06-24,Laurel Highlands,0
2021-06-25,Laurel Highlands,1
2021-06-26,Laurel Highlands,0
2021-06-27,Laurel Highlands,0
2021-06-28,Laurel Highlands,0
2021-06-29,Laurel Highlands,0
2021-06-30,Laurel Highlands,0
2021-07-01,Laurel Highlands,0
2021-07-02,Laurel Highlands,0
2021-07-06,Laurel Highlands,0
2021-07-07,Laurel Highlands,0
2021-07-08,Laurel Highlands,0
2021-07-09,Laurel Highlands,0
2021-07-10,Laurel Highlands,0
2021-07-12,Laurel Highlands,0
2021-07-13,Laurel Highlands,1
2021-07-14,Laurel Highlands,1
2021-07-15,Laurel Highlands,0
2021-07-17,Laurel Highlands,1
2021-07-20,Laurel Highlands,0
2021-07-21,Laurel Highlands,0
2021-07-22,Laurel Highlands,0
2021-07-23,Laurel Highlands,0
2021-07-27,Laurel Highlands,0
2021-07-28,Laurel Highlands,0
2021-07-29,Laurel Highlands,0
2021-07-30,Laurel Highlands,0
2021-07-31,Laurel Highlands,0
2021-08-02,Laurel Highlands,0
2021-08-03,Laurel Highlands,0
2021-08-04,Laurel Highlands,0
2021-08-05,Laurel Highlands,0
2021-08-06,Laurel Highlands,0
2021-08-07,Laurel Highlands,0
2021-08-10,Laurel Highlands,0
2021-08-11,Laurel Highlands,0
2021-08-13,Laurel Highlands,0
2021-08-16,Laurel Highlands,0
2021-08-18,Laurel Highlands,0
2021-08-19,Laurel Highlands,0
2021-08-20,Laurel Highlands,0
2021-08-21,Laurel Highlands,0
2021-08-24,Laurel Highlands,0
2021-08-25,Laurel Highlands,0
2021-08-26,Laurel Highlands,0
2021-08-27,Laurel Highlands,0
2021-08-28,Laurel Highlands,0
2021-08-30,Laurel Highlands,0
2021-08-31,Laurel Highlands,0
2021-09-01,Laurel Highlands,0
2021-09-02,Laurel Highlands,0
2021-09-03,Laurel Highlands,0
2021-09-04,Laurel Highlands,0
2021-09-06,Laurel Highlands,0
2021-09-07,Laurel Highlands,0
2021-09-08,Laurel Highlands,0
2021-09-09,Laurel Highlands,0
2021-09-10,Laurel Highlands,0
2021-09-11,Laurel Highlands,0
2021-09-12,Laurel Highlands,0
2021-09-13,Laurel Highlands,0
2021-09-14,Laurel Highlands,0
2021-09-15,Laurel Highlands,0
2021-09-16,Laurel Highlands,0
2021-09-17,Laurel Highlands,0
2021-09-18,Laurel Highlands,0
2021-09-19,Laurel Highlands,0
2021-09-20,Laurel Highlands,0
2021-09-21,Laurel Highlands,0
2021-09-22,Laurel Highlands,1
2021-09-23,Laurel Highlands,0
2021-09-24,Laurel Highlands,0
2021-09-25,Laurel Highlands,0
2021-09-27,Laurel Highlands,0
2021-09-28,Laurel Highlands,0
2021-09-29,Laurel Highlands,0
2021-09-30,Laurel Highlands,0
2021-10-01,Laurel Highlands,0
2021-10-03,Laurel Highlands,0
2021-10-04,Laurel Highlands,0
2021-10-05,Laurel Highlands,0
2021-10-06,Laurel Highlands,0
2021-10-07,Laurel Highlands,0
2021-10-08,Laurel Highlands,0
2021-10-09,Laurel Highlands,0
2021-10-10,Laurel Highlands,0
2021-10-11,Laurel Highlands,0
2021-10-12,Laurel Highlands,0
2021-10-13,Laurel Highlands,0
2021-10-14,Laurel Highlands,0
2021-10-15,Laurel Highlands,0
2021-10-16,Laurel Highlands,0
2021-10-18,Laurel Highlands,0
2021-10-19,Laurel Highlands,0
2021-10-20,Laurel Highlands,0
2021-10-21,Laurel Highlands,0
2021-10-22,Laurel Highlands,0
2021-10-23,Laurel Highlands,0
2021-10-25,Laurel Highlands,0
2021-10-26,Laurel Highlands,0
2021-10-27,Laurel Highlands,0
2021-10-29,Laurel Highlands,0
2021-10-30,Laurel Highlands,0
2021-11-01,Laurel Highlands,0
2021-11-02,Laurel Highlands,0
2021-11-03,Laurel Highlands,0
2021-11-04,Laurel Highlands,0
2021-11-05,Laurel Highlands,0
2021-11-06,Laurel Highlands,0
2021-11-07,Laurel Highlands,0
2021-11-08,Laurel Highlands,0
2021-11-09,Laurel Highlands,0
2021-11-10,Laurel Highlands,0
2021-11-11,Laurel Highlands,0
2021-11-12,Laurel Highlands,0
2021-11-13,Laurel Highlands,4
2021-11-14,Laurel Highlands,1
2021-11-15,Laurel Highlands,0
2021-11-16,Laurel Highlands,8
2021-11-17,Laurel Highlands,0
2021-11-18,Laurel Highlands,1
2021-11-19,Laurel Highlands,1
2021-11-20,Laurel Highlands,0
2021-11-22,Laurel Highlands,0
2021-11-23,Laurel Highlands,16
2021-11-24,Laurel Highlands,1
2021-11-25,Laurel Highlands,0
2021-11-26,Laurel Highlands,0
2021-11-27,Laurel Highlands,0
2021-11-28,Laurel Highlands,0
2021-11-29,Laurel Highlands,0
2021-11-30,Laurel Highlands,0
2021-12-01,Laurel Highlands,0
2021-12-02,Laurel Highlands,1
2021-12-03,Laurel Highlands,2
2021-12-04,Laurel Highlands,0
2021-12-05,Laurel Highlands,0
2021-12-06,Laurel Highlands,0
2021-12-07,Laurel Highlands,0
2021-12-08,Laurel Highlands,0
2021-12-09,Laurel Highlands,0
2021-12-10,Laurel Highlands,1
2021-12-11,Laurel Highlands,0
2021-12-12,Laurel Highlands,0
2021-12-13,Laurel Highlands,0
2021-12-14,Laurel Highlands,19
2021-12-15,Laurel Highlands,1
2021-12-16,Laurel Highlands,0
2021-12-17,Laurel Highlands,0
2021-12-18,Laurel Highlands,0
2021-12-20,Laurel Highlands,0
2021-12-21,Laurel Highlands,0
2021-12-22,Laurel Highlands,0
2021-12-23,Laurel Highlands,1
2021-12-24,Laurel Highlands,0
2021-12-27,Laurel Highlands,0
2021-12-28,Laurel Highlands,9
2021-12-29,Laurel Highlands,0
2021-12-30,Laurel Highlands,0
2021-12-31,Laurel Highlands,0
2022-01-01,Laurel Highlands,0
2022-01-02,Laurel Highlands,0
2022-01-03,Laurel Highlands,0
2022-01-04,Laurel Highlands,0
2022-01-05,Laurel Highlands,0
2022-01-06,Laurel Highlands,0
2022-01-07,Laurel Highlands,1
2022-01-08,Laurel Highlands,0
2022-01-09,Laurel Highlands,0
2022-01-10,Laurel Highlands,0
2022-01-11,Laurel Highlands,7
2022-01-12,Laurel Highlands,0
2022-01-13,Laurel Highlands,2
2022-01-14,Laurel Highlands,120
2022-01-15,Laurel Highlands,24
2022-01-16,Laurel Highlands,0
2022-01-17,Laurel Highlands,1
2022-01-18,Laurel Highlands,0
2022-01-19,Laurel Highlands,80
2022-01-20,Laurel Highlands,3
2022-01-21,Laurel Highlands,6
2022-01-22,Laurel Highlands,2
2022-01-23,Laurel Highlands,1
2022-01-24,Laurel Highlands,0
2022-01-25,Laurel Highlands,1
2022-01-26,Laurel Highlands,3
2022-01-27,Laurel Highlands,2
2022-01-28,Laurel Highlands,0
2022-01-29,Laurel Highlands,4
2022-01-31,Laurel Highlands,0
2020-03-28,Mahanoy,0
2020-03-31,Mahanoy,0
2020-04-03,Mahanoy,0
2020-04-04,Mahanoy,0
2020-04-07,Mahanoy,0
2020-04-08,Mahanoy,0
2020-04-09,Mahanoy,0
2020-04-11,Mahanoy,0
2020-04-14,Mahanoy,0
2020-04-15,Mahanoy,0
2020-04-16,Mahanoy,0
2020-04-17,Mahanoy,0
2020-04-18,Mahanoy,0
2020-04-21,Mahanoy,0
2020-04-23,Mahanoy,0
2020-04-24,Mahanoy,0
2020-04-25,Mahanoy,0
2020-04-28,Mahanoy,0
2020-04-29,Mahanoy,0
2020-04-30,Mahanoy,0
2020-05-01,Mahanoy,0
2020-05-02,Mahanoy,0
2020-05-04,Mahanoy,0
2020-05-05,Mahanoy,0
2020-05-06,Mahanoy,0
2020-05-07,Mahanoy,0
2020-05-08,Mahanoy,0
2020-05-11,Mahanoy,0
2020-05-12,Mahanoy,0
2020-05-13,Mahanoy,0
2020-05-14,Mahanoy,0
2020-05-15,Mahanoy,0
2020-05-16,Mahanoy,0
2020-05-19,Mahanoy,0
2020-05-20,Mahanoy,0
2020-05-21,Mahanoy,0
2020-05-22,Mahanoy,0
2020-05-23,Mahanoy,0
2020-05-25,Mahanoy,0
2020-05-27,Mahanoy,0
2020-05-29,Mahanoy,0
2020-05-30,Mahanoy,0
2020-06-02,Mahanoy,0
2020-06-03,Mahanoy,0
2020-06-06,Mahanoy,0
2020-06-10,Mahanoy,0
2020-06-12,Mahanoy,0
2020-06-16,Mahanoy,0
2020-06-22,Mahanoy,0
2020-06-25,Mahanoy,0
2020-06-26,Mahanoy,0
2020-06-30,Mahanoy,0
2020-07-01,Mahanoy,0
2020-07-02,Mahanoy,0
2020-07-03,Mahanoy,0
2020-07-08,Mahanoy,0
2020-07-09,Mahanoy,0
2020-07-10,Mahanoy,0
2020-07-11,Mahanoy,0
2020-07-14,Mahanoy,0
2020-07-17,Mahanoy,0
2020-07-23,Mahanoy,0
2020-07-24,Mahanoy,0
2020-07-25,Mahanoy,0
2020-07-29,Mahanoy,0
2020-07-30,Mahanoy,0
2020-08-06,Mahanoy,0
2020-08-07,Mahanoy,0
2020-08-09,Mahanoy,0
2020-08-11,Mahanoy,0
2020-08-14,Mahanoy,0
2020-08-15,Mahanoy,0
2020-08-18,Mahanoy,0
2020-08-19,Mahanoy,0
2020-08-20,Mahanoy,0
2020-08-21,Mahanoy,0
2020-08-25,Mahanoy,1
2020-08-26,Mahanoy,0
2020-08-27,Mahanoy,0
2020-08-28,Mahanoy,0
2020-08-29,Mahanoy,0
2020-08-31,Mahanoy,0
2020-09-01,Mahanoy,0
2020-09-02,Mahanoy,0
2020-09-03,Mahanoy,0
2020-09-04,Mahanoy,0
2020-09-05,Mahanoy,0
2020-09-08,Mahanoy,0
2020-09-09,Mahanoy,0
2020-09-11,Mahanoy,0
2020-09-15,Mahanoy,0
2020-09-16,Mahanoy,0
2020-09-18,Mahanoy,0
2020-09-19,Mahanoy,0
2020-09-23,Mahanoy,0
2020-09-24,Mahanoy,0
2020-09-25,Mahanoy,0
2020-09-26,Mahanoy,0
2020-09-28,Mahanoy,0
2020-09-29,Mahanoy,0
2020-09-30,Mahanoy,0
2020-10-01,Mahanoy,0
2020-10-02,Mahanoy,0
2020-10-03,Mahanoy,0
2020-10-06,Mahanoy,0
2020-10-07,Mahanoy,0
2020-10-08,Mahanoy,0
2020-10-09,Mahanoy,0
2020-10-10,Mahanoy,0
2020-10-11,Mahanoy,0
2020-10-13,Mahanoy,0
2020-10-14,Mahanoy,0
2020-10-15,Mahanoy,0
2020-10-16,Mahanoy,0
2020-10-17,Mahanoy,0
2020-10-19,Mahanoy,0
2020-10-20,Mahanoy,0
2020-10-21,Mahanoy,0
2020-10-22,Mahanoy,0
2020-10-23,Mahanoy,0
2020-10-24,Mahanoy,0
2020-10-25,Mahanoy,0
2020-10-26,Mahanoy,0
2020-10-27,Mahanoy,0
2020-10-28,Mahanoy,0
2020-10-29,Mahanoy,0
2020-10-30,Mahanoy,0
2020-10-31,Mahanoy,0
2020-11-01,Mahanoy,0
2020-11-02,Mahanoy,0
2020-11-03,Mahanoy,0
2020-11-04,Mahanoy,0
2020-11-05,Mahanoy,0
2020-11-06,Mahanoy,0
2020-11-07,Mahanoy,0
2020-11-08,Mahanoy,0
2020-11-09,Mahanoy,0
2020-11-10,Mahanoy,0
2020-11-11,Mahanoy,0
2020-11-12,Mahanoy,0
2020-11-13,Mahanoy,1
2020-11-14,Mahanoy,23
2020-11-15,Mahanoy,0
2020-11-16,Mahanoy,0
2020-11-17,Mahanoy,14
2020-11-18,Mahanoy,41
2020-11-19,Mahanoy,30
2020-11-20,Mahanoy,42
2020-11-21,Mahanoy,7
2020-11-22,Mahanoy,0
2020-11-23,Mahanoy,0
2020-11-24,Mahanoy,5
2020-11-25,Mahanoy,7
2020-11-27,Mahanoy,4
2020-11-28,Mahanoy,7
2020-11-29,Mahanoy,7
2020-11-30,Mahanoy,2
2020-12-01,Mahanoy,4
2020-12-02,Mahanoy,8
2020-12-03,Mahanoy,7
2020-12-04,Mahanoy,2
2020-12-05,Mahanoy,1
2020-12-06,Mahanoy,0
2020-12-07,Mahanoy,0
2020-12-08,Mahanoy,7
2020-12-09,Mahanoy,2
2020-12-10,Mahanoy,0
2020-12-11,Mahanoy,2
2020-12-12,Mahanoy,2
2020-12-13,Mahanoy,2
2020-12-14,Mahanoy,1
2020-12-15,Mahanoy,10
2020-12-16,Mahanoy,1
2020-12-17,Mahanoy,1
2020-12-18,Mahanoy,1
2020-12-19,Mahanoy,5
2020-12-20,Mahanoy,2
2020-12-21,Mahanoy,1
2020-12-22,Mahanoy,8
2020-12-23,Mahanoy,3
2020-12-24,Mahanoy,3
2020-12-25,Mahanoy,1
2020-12-26,Mahanoy,2
2020-12-27,Mahanoy,2
2020-12-28,Mahanoy,2
2020-12-29,Mahanoy,9
2020-12-30,Mahanoy,14
2020-12-31,Mahanoy,2
2021-01-01,Mahanoy,2
2021-01-02,Mahanoy,0
2021-01-03,Mahanoy,2
2021-01-04,Mahanoy,5
2021-01-05,Mahanoy,20
2021-01-06,Mahanoy,4
