County Name,Date of Death,New Deaths,7-day Average New Deaths,Total Deaths,2019 Population ,New Deaths Rate,7-day Average New Death Rate,Total Death Rate,County FIPS Code,Longitude,Latitude,Georeferenced Latitude & Longitude
Forest,02/21/2021,0,0,21,7247,0,0,289.78,42053,-79.23780995,41.51357876,POINT (-79.23780995 41.51357876)
Greene,01/24/2021,0,0.4,30,36233,0,1.18,82.8,42059,-80.22943817,39.85480393,POINT (-80.22943817 39.85480393)
Forest,02/14/2021,0,0,21,7247,0,0,289.78,42053,-79.23780995,41.51357876,POINT (-79.23780995 41.51357876)
Clinton,11/21/2020,0,0.1,12,38632,0,0.37,31.06,42035,-77.6428376,41.23286274,POINT (-77.6428376 41.23286274)
Lehigh,04/25/2020,9,5.6,86,369318,2.44,1.51,23.29,42077,-75.60099481,40.61464794,POINT (-75.60099481 40.61464794)
Armstrong,01/09/2021,0,1.3,90,64735,0,1.99,139.03,42005,-79.47316899,40.81509526,POINT (-79.47316899 40.81509526)
Washington,01/16/2021,5,3.1,183,206865,2.42,1.52,88.46,42125,-80.25180083,40.19109663,POINT (-80.25180083 40.19109663)
Wyoming,02/22/2021,0,0.1,41,26794,0,0.53,153.02,42131,-76.01813003,41.51892488,POINT (-76.01813003 41.51892488)
Clinton,11/10/2020,0,0.3,10,38632,0,0.74,25.89,42035,-77.6428376,41.23286274,POINT (-77.6428376 41.23286274)
Lehigh,11/04/2020,0,0.7,374,369318,0,0.19,101.27,42077,-75.60099481,40.61464794,POINT (-75.60099481 40.61464794)
Somerset,02/17/2021,0,0,185,73447,0,0,251.88,42111,-79.03100206,39.97146299,POINT (-79.03100206 39.97146299)
Somerset,01/05/2021,5,3,130,73447,6.81,4.08,177,42111,-79.03100206,39.97146299,POINT (-79.03100206 39.97146299)
Somerset,12/04/2020,1,1.4,28,73447,1.36,1.95,38.12,42111,-79.03100206,39.97146299,POINT (-79.03100206 39.97146299)
Lawrence,02/18/2021,1,0.6,183,85512,1.17,0.67,214.01,42073,-80.33754114,40.99325035,POINT (-80.33754114 40.99325035)
Cambria,01/19/2021,2,2,367,130192,1.54,1.54,281.89,42021,-78.71894174,40.49127491,POINT (-78.71894174 40.49127491)
Somerset,01/01/2021,3,3.7,117,73447,4.08,5.06,159.3,42111,-79.03100206,39.97146299,POINT (-79.03100206 39.97146299)
Lehigh,09/15/2020,0,0,354,369318,0,0,95.85,42077,-75.60099481,40.61464794,POINT (-75.60099481 40.61464794)
Mercer,01/25/2021,0,1.1,225,109424,0,1.04,205.62,42085,-80.26009411,41.30237777,POINT (-80.26009411 41.30237777)
Forest,02/03/2021,0,0.3,21,7247,0,3.94,289.78,42053,-79.23780995,41.51357876,POINT (-79.23780995 41.51357876)
Armstrong,01/13/2021,1,1,94,64735,1.54,1.54,145.21,42005,-79.47316899,40.81509526,POINT (-79.47316899 40.81509526)
Washington,01/23/2021,1,3.7,209,206865,0.48,1.8,101.03,42125,-80.25180083,40.19109663,POINT (-80.25180083 40.19109663)
Mercer,01/28/2021,2,1.4,229,109424,1.83,1.31,209.28,42085,-80.26009411,41.30237777,POINT (-80.26009411 41.30237777)
Lehigh,07/25/2020,0,0.1,339,369318,0,0.04,91.79,42077,-75.60099481,40.61464794,POINT (-75.60099481 40.61464794)
Lehigh,05/09/2020,5,6,162,369318,1.35,1.62,43.86,42077,-75.60099481,40.61464794,POINT (-75.60099481 40.61464794)
Somerset,01/27/2021,0,1.3,177,73447,0,1.75,240.99,42111,-79.03100206,39.97146299,POINT (-79.03100206 39.97146299)
Mercer,02/15/2021,0,0.3,238,109424,0,0.26,217.5,42085,-80.26009411,41.30237777,POINT (-80.26009411 41.30237777)
Washington,02/11/2021,1,0.9,248,206865,0.48,0.41,119.88,42125,-80.25180083,40.19109663,POINT (-80.25180083 40.19109663)
Northampton,02/13/2021,3,2.9,628,305285,0.98,0.94,205.71,42095,-75.31263726,40.7545954,POINT (-75.31263726 40.7545954)
Somerset,12/24/2020,1,2.6,84,73447,1.36,3.5,114.37,42111,-79.03100206,39.97146299,POINT (-79.03100206 39.97146299)
Fulton,02/24/2021,0,0,14,14530,0,0,96.35,42057,-78.11485045,39.92487511,POINT (-78.11485045 39.92487511)
Lehigh,11/15/2020,0,0.7,379,369318,0,0.19,102.62,42077,-75.60099481,40.61464794,POINT (-75.60099481 40.61464794)
Washington,01/12/2021,1,1.6,169,206865,0.48,0.76,81.7,42125,-80.25180083,40.19109663,POINT (-80.25180083 40.19109663)
Berks,02/14/2021,3,2.4,884,421164,0.71,0.58,209.89,42011,-75.93077327,40.41939635,POINT (-75.93077327 40.41939635)
Lehigh,09/26/2020,0,0.1,356,369318,0,0.04,96.39,42077,-75.60099481,40.61464794,POINT (-75.60099481 40.61464794)
Somerset,11/24/2020,0,0.9,16,73447,0,1.17,21.78,42111,-79.03100206,39.97146299,POINT (-79.03100206 39.97146299)
Mercer,01/27/2021,0,1.1,227,109424,0,1.04,207.45,42085,-80.26009411,41.30237777,POINT (-80.26009411 41.30237777)
Erie,02/16/2021,0,1.4,375,269728,0,0.53,139.03,42049,-80.0407591,41.99413787,POINT (-80.0407591 41.99413787)
Mifflin,02/28/2021,1,0.4,171,46138,2.17,0.93,370.63,42087,-77.62003089,40.61274928,POINT (-77.62003089 40.61274928)
Somerset,01/09/2021,3,4,146,73447,4.08,5.45,198.78,42111,-79.03100206,39.97146299,POINT (-79.03100206 39.97146299)
Lehigh,06/24/2020,2,1.7,298,369318,0.54,0.46,80.69,42077,-75.60099481,40.61464794,POINT (-75.60099481 40.61464794)
Lehigh,08/26/2020,0,0.4,352,369318,0,0.12,95.31,42077,-75.60099481,40.61464794,POINT (-75.60099481 40.61464794)
Erie,02/24/2021,0,0.4,379,269728,0,0.16,140.51,42049,-80.0407591,41.99413787,POINT (-80.0407591 41.99413787)
Lehigh,07/21/2020,0,0.6,339,369318,0,0.15,91.79,42077,-75.60099481,40.61464794,POINT (-75.60099481 40.61464794)
Lawrence,03/02/2021,1,0.4,187,85512,1.17,0.5,218.68,42073,-80.33754114,40.99325035,POINT (-80.33754114 40.99325035)
York,03/04/2021,1,0.6,735,449058,0.22,0.13,163.68,42133,-76.72576052,39.92192531,POINT (-76.72576052 39.92192531)
Lackawanna,02/27/2021,1,1.1,424,209674,0.48,0.55,202.22,42069,-75.61218345,41.43910064,POINT (-75.61218345 41.43910064)
Lehigh,05/21/2020,5,4.9,228,369318,1.35,1.32,61.74,42077,-75.60099481,40.61464794,POINT (-75.60099481 40.61464794)
Lehigh,11/30/2020,1,2.6,405,369318,0.27,0.7,109.66,42077,-75.60099481,40.61464794,POINT (-75.60099481 40.61464794)
Lehigh,07/20/2020,1,0.7,339,369318,0.27,0.19,91.79,42077,-75.60099481,40.61464794,POINT (-75.60099481 40.61464794)
Venango,02/25/2021,0,0.3,83,50668,0,0.56,163.81,42121,-79.76286561,41.40341259,POINT (-79.76286561 41.40341259)
Forest,01/31/2021,0,0.3,21,7247,0,3.94,289.78,42053,-79.23780995,41.51357876,POINT (-79.23780995 41.51357876)
Forest,02/22/2021,0,0,21,7247,0,0,289.78,42053,-79.23780995,41.51357876,POINT (-79.23780995 41.51357876)
Lehigh,09/02/2020,0,0.1,353,369318,0,0.04,95.58,42077,-75.60099481,40.61464794,POINT (-75.60099481 40.61464794)
Berks,02/22/2021,0,1.9,900,421164,0,0.44,213.69,42011,-75.93077327,40.41939635,POINT (-75.93077327 40.41939635)
Lehigh,07/02/2020,2,2.3,316,369318,0.54,0.62,85.56,42077,-75.60099481,40.61464794,POINT (-75.60099481 40.61464794)
Clinton,02/03/2021,0,0,53,38632,0,0,137.19,42035,-77.6428376,41.23286274,POINT (-77.6428376 41.23286274)
Mercer,01/20/2021,0,1.4,219,109424,0,1.31,200.14,42085,-80.26009411,41.30237777,POINT (-80.26009411 41.30237777)
Juniata,01/14/2021,1,0.6,76,24763,4.04,2.31,306.91,42067,-77.405775,40.53433008,POINT (-77.405775 40.53433008)
Lycoming,12/26/2020,2,3.1,138,113299,1.77,2.77,121.8,42081,-77.06942457,41.34459792,POINT (-77.06942457 41.34459792)
Somerset,02/12/2021,0,0.3,185,73447,0,0.39,251.88,42111,-79.03100206,39.97146299,POINT (-79.03100206 39.97146299)
Clinton,02/08/2021,0,0.1,54,38632,0,0.37,139.78,42035,-77.6428376,41.23286274,POINT (-77.6428376 41.23286274)
Lehigh,10/16/2020,0,0.3,364,369318,0,0.08,98.56,42077,-75.60099481,40.61464794,POINT (-75.60099481 40.61464794)
York,02/14/2021,0,1.6,708,449058,0,0.35,157.66,42133,-76.72576052,39.92192531,POINT (-76.72576052 39.92192531)
Mifflin,03/04/2021,0,0.4,172,46138,0,0.93,372.79,42087,-77.62003089,40.61274928,POINT (-77.62003089 40.61274928)
Juniata,01/16/2021,1,0.7,77,24763,4.04,2.88,310.95,42067,-77.405775,40.53433008,POINT (-77.405775 40.53433008)
Fayette,03/04/2021,1,0.6,271,129274,0.77,0.44,209.63,42051,-79.65189635,39.9194478,POINT (-79.65189635 39.9194478)
Warren,01/03/2021,3,2.6,65,39191,7.65,6.56,165.85,42123,-79.27858158,41.81675237,POINT (-79.27858158 41.81675237)
Potter,02/28/2021,0,0,21,16526,0,0,127.07,42105,-77.89879229,41.74420644,POINT (-77.89879229 41.74420644)
Somerset,12/25/2020,7,3.1,91,73447,9.53,4.28,123.9,42111,-79.03100206,39.97146299,POINT (-79.03100206 39.97146299)
Lehigh,06/30/2020,4,2.4,313,369318,1.08,0.66,84.75,42077,-75.60099481,40.61464794,POINT (-75.60099481 40.61464794)
Bradford,03/03/2021,0,0,79,60323,0,0,130.96,42015,-76.51825624,41.79117814,POINT (-76.51825624 41.79117814)
York,01/08/2021,6,6.3,541,449058,1.34,1.4,120.47,42133,-76.72576052,39.92192531,POINT (-76.72576052 39.92192531)
Lehigh,06/14/2020,1,1.4,283,369318,0.27,0.39,76.63,42077,-75.60099481,40.61464794,POINT (-75.60099481 40.61464794)
Clinton,01/16/2021,1,1.4,51,38632,2.59,3.7,132.01,42035,-77.6428376,41.23286274,POINT (-77.6428376 41.23286274)
Lehigh,08/05/2020,0,0.7,345,369318,0,0.19,93.42,42077,-75.60099481,40.61464794,POINT (-75.60099481 40.61464794)
Greene,01/26/2021,0,0.3,30,36233,0,0.79,82.8,42059,-80.22943817,39.85480393,POINT (-80.22943817 39.85480393)
Lycoming,12/25/2020,3,3.1,136,113299,2.65,2.77,120.04,42081,-77.06942457,41.34459792,POINT (-77.06942457 41.34459792)
Clinton,01/26/2021,1,0.3,53,38632,2.59,0.74,137.19,42035,-77.6428376,41.23286274,POINT (-77.6428376 41.23286274)
Somerset,12/11/2020,5,2.3,44,73447,6.81,3.11,59.91,42111,-79.03100206,39.97146299,POINT (-79.03100206 39.97146299)
Lehigh,04/26/2020,2,5.4,88,369318,0.54,1.47,23.83,42077,-75.60099481,40.61464794,POINT (-75.60099481 40.61464794)
Lehigh,09/29/2020,0,0.3,358,369318,0,0.08,96.94,42077,-75.60099481,40.61464794,POINT (-75.60099481 40.61464794)
Somerset,11/25/2020,1,0.7,17,73447,1.36,0.97,23.15,42111,-79.03100206,39.97146299,POINT (-79.03100206 39.97146299)
Berks,02/12/2021,0,3,880,421164,0,0.71,208.94,42011,-75.93077327,40.41939635,POINT (-75.93077327 40.41939635)
Warren,02/25/2021,0,0.3,98,39191,0,0.73,250.06,42123,-79.27858158,41.81675237,POINT (-79.27858158 41.81675237)
Forest,02/23/2021,0,0,21,7247,0,0,289.78,42053,-79.23780995,41.51357876,POINT (-79.23780995 41.51357876)
Washington,01/06/2021,0,2,158,206865,0,0.97,76.38,42125,-80.25180083,40.19109663,POINT (-80.25180083 40.19109663)
Lehigh,08/10/2020,2,0.3,347,369318,0.54,0.08,93.96,42077,-75.60099481,40.61464794,POINT (-75.60099481 40.61464794)
Lehigh,11/11/2020,0,0.1,375,369318,0,0.04,101.54,42077,-75.60099481,40.61464794,POINT (-75.60099481 40.61464794)
Washington,01/27/2021,4,3.6,226,206865,1.93,1.73,109.25,42125,-80.25180083,40.19109663,POINT (-80.25180083 40.19109663)
Mercer,02/09/2021,1,0.4,237,109424,0.91,0.39,216.59,42085,-80.26009411,41.30237777,POINT (-80.26009411 41.30237777)
Clinton,01/17/2021,0,0.7,51,38632,0,1.85,132.01,42035,-77.6428376,41.23286274,POINT (-77.6428376 41.23286274)
Mercer,02/01/2021,2,1.1,233,109424,1.83,1.04,212.93,42085,-80.26009411,41.30237777,POINT (-80.26009411 41.30237777)
Lehigh,11/09/2020,0,0.1,374,369318,0,0.04,101.27,42077,-75.60099481,40.61464794,POINT (-75.60099481 40.61464794)
Somerset,12/08/2020,2,1.7,35,73447,2.72,2.33,47.65,42111,-79.03100206,39.97146299,POINT (-79.03100206 39.97146299)
Somerset,01/13/2021,2,2.9,152,73447,2.72,3.89,206.95,42111,-79.03100206,39.97146299,POINT (-79.03100206 39.97146299)
Lehigh,06/07/2020,6,2.7,273,369318,1.62,0.73,73.92,42077,-75.60099481,40.61464794,POINT (-75.60099481 40.61464794)
Lehigh,05/06/2020,4,5.3,145,369318,1.08,1.43,39.26,42077,-75.60099481,40.61464794,POINT (-75.60099481 40.61464794)
Bradford,03/01/2021,0,0.3,79,60323,0,0.47,130.96,42015,-76.51825624,41.79117814,POINT (-76.51825624 41.79117814)
Lebanon,03/02/2021,2,0.3,261,141793,1.41,0.2,184.07,42075,-76.46182575,40.367597,POINT (-76.46182575 40.367597)
Sullivan,03/06/2021,0,0.1,20,6066,0,2.36,329.71,42113,-76.5147922,41.4480994,POINT (-76.5147922 41.4480994)
Washington,02/02/2021,5,2.7,241,206865,2.42,1.31,116.5,42125,-80.25180083,40.19109663,POINT (-80.25180083 40.19109663)
Greene,02/25/2021,0,0.1,33,36233,0,0.39,91.08,42059,-80.22943817,39.85480393,POINT (-80.22943817 39.85480393)
Somerset,12/06/2020,1,1.4,30,73447,1.36,1.95,40.85,42111,-79.03100206,39.97146299,POINT (-79.03100206 39.97146299)
Lehigh,07/29/2020,0,0.1,340,369318,0,0.04,92.06,42077,-75.60099481,40.61464794,POINT (-75.60099481 40.61464794)
Clinton,02/24/2021,0,0,56,38632,0,0,144.96,42035,-77.6428376,41.23286274,POINT (-77.6428376 41.23286274)
Lehigh,11/19/2020,1,0.6,381,369318,0.27,0.15,103.16,42077,-75.60099481,40.61464794,POINT (-75.60099481 40.61464794)
Dauphin,12/04/2020,3,1.7,238,278299,1.08,0.62,85.52,42043,-76.77960568,40.41974636,POINT (-76.77960568 40.41974636)
Lehigh,07/12/2020,0,1.7,334,369318,0,0.46,90.44,42077,-75.60099481,40.61464794,POINT (-75.60099481 40.61464794)
Montour,02/25/2021,0,0.1,60,18230,0,0.78,329.13,42093,-76.66470527,41.02801824,POINT (-76.66470527 41.02801824)
Somerset,01/14/2021,2,2.4,154,73447,2.72,3.31,209.68,42111,-79.03100206,39.97146299,POINT (-79.03100206 39.97146299)
Mercer,02/03/2021,0,1,234,109424,0,0.91,213.85,42085,-80.26009411,41.30237777,POINT (-80.26009411 41.30237777)
Wyoming,02/23/2021,0,0.1,41,26794,0,0.53,153.02,42131,-76.01813003,41.51892488,POINT (-76.01813003 41.51892488)
Northampton,02/14/2021,1,2.7,629,305285,0.33,0.89,206.04,42095,-75.31263726,40.7545954,POINT (-75.31263726 40.7545954)
Lehigh,09/12/2020,0,0.1,354,369318,0,0.04,95.85,42077,-75.60099481,40.61464794,POINT (-75.60099481 40.61464794)
Armstrong,01/04/2021,2,1.9,86,64735,3.09,2.87,132.85,42005,-79.47316899,40.81509526,POINT (-79.47316899 40.81509526)
Northampton,02/16/2021,3,2.6,634,305285,0.98,0.84,207.67,42095,-75.31263726,40.7545954,POINT (-75.31263726 40.7545954)
Lehigh,05/02/2020,6,4.9,120,369318,1.62,1.32,32.49,42077,-75.60099481,40.61464794,POINT (-75.60099481 40.61464794)
Somerset,11/29/2020,0,0.6,20,73447,0,0.78,27.23,42111,-79.03100206,39.97146299,POINT (-79.03100206 39.97146299)
Tioga,02/25/2021,0,0,94,40591,0,0,231.58,42117,-77.25788076,41.77333834,POINT (-77.25788076 41.77333834)
Washington,01/20/2021,6,4.1,201,206865,2.9,2,97.16,42125,-80.25180083,40.19109663,POINT (-80.25180083 40.19109663)
Clarion,02/24/2021,0,0.1,83,38438,0,0.37,215.93,42031,-79.42483608,41.19279129,POINT (-79.42483608 41.19279129)
Franklin,03/05/2021,0,0.4,328,155027,0,0.28,211.58,42055,-77.72398845,39.92786197,POINT (-77.72398845 39.92786197)
Lehigh,10/30/2020,0,0.3,370,369318,0,0.08,100.18,42077,-75.60099481,40.61464794,POINT (-75.60099481 40.61464794)
Somerset,11/26/2020,1,0.7,18,73447,1.36,0.97,24.51,42111,-79.03100206,39.97146299,POINT (-79.03100206 39.97146299)
Lebanon,03/04/2021,0,0.3,261,141793,0,0.2,184.07,42075,-76.46182575,40.367597,POINT (-76.46182575 40.367597)
Lehigh,10/15/2020,0,0.4,364,369318,0,0.12,98.56,42077,-75.60099481,40.61464794,POINT (-75.60099481 40.61464794)
Somerset,02/19/2021,0,0,185,73447,0,0,251.88,42111,-79.03100206,39.97146299,POINT (-79.03100206 39.97146299)
Potter,02/24/2021,0,0,21,16526,0,0,127.07,42105,-77.89879229,41.74420644,POINT (-77.89879229 41.74420644)
Lackawanna,03/02/2021,0,1,426,209674,0,0.48,203.17,42069,-75.61218345,41.43910064,POINT (-75.61218345 41.43910064)
York,01/05/2021,4,7.3,518,449058,0.89,1.62,115.35,42133,-76.72576052,39.92192531,POINT (-76.72576052 39.92192531)
York,02/06/2021,4,3.7,695,449058,0.89,0.83,154.77,42133,-76.72576052,39.92192531,POINT (-76.72576052 39.92192531)
Northumberland,03/01/2021,0,0.6,325,90843,0,0.63,357.76,42097,-76.71188423,40.85150926,POINT (-76.71188423 40.85150926)
Franklin,03/04/2021,1,0.6,328,155027,0.65,0.37,211.58,42055,-77.72398845,39.92786197,POINT (-77.72398845 39.92786197)
Lehigh,08/02/2020,0,0.7,344,369318,0,0.19,93.14,42077,-75.60099481,40.61464794,POINT (-75.60099481 40.61464794)
Lehigh,08/27/2020,0,0.4,352,369318,0,0.12,95.31,42077,-75.60099481,40.61464794,POINT (-75.60099481 40.61464794)
Mercer,01/23/2021,2,1.3,222,109424,1.83,1.17,202.88,42085,-80.26009411,41.30237777,POINT (-80.26009411 41.30237777)
Washington,12/29/2020,3,2.7,142,206865,1.45,1.31,68.64,42125,-80.25180083,40.19109663,POINT (-80.25180083 40.19109663)
Juniata,01/23/2021,0,0,77,24763,0,0,310.95,42067,-77.405775,40.53433008,POINT (-77.405775 40.53433008)
Clinton,11/15/2020,0,0.1,11,38632,0,0.37,28.47,42035,-77.6428376,41.23286274,POINT (-77.6428376 41.23286274)
Washington,12/30/2020,2,2.6,144,206865,0.97,1.24,69.61,42125,-80.25180083,40.19109663,POINT (-80.25180083 40.19109663)
Forest,02/20/2021,0,0,21,7247,0,0,289.78,42053,-79.23780995,41.51357876,POINT (-79.23780995 41.51357876)
Somerset,12/10/2020,2,1.7,39,73447,2.72,2.33,53.1,42111,-79.03100206,39.97146299,POINT (-79.03100206 39.97146299)
Lehigh,04/23/2020,7,4.7,73,369318,1.9,1.28,19.77,42077,-75.60099481,40.61464794,POINT (-75.60099481 40.61464794)
Clinton,02/07/2021,0,0.1,54,38632,0,0.37,139.78,42035,-77.6428376,41.23286274,POINT (-77.6428376 41.23286274)
Somerset,02/18/2021,0,0,185,73447,0,0,251.88,42111,-79.03100206,39.97146299,POINT (-79.03100206 39.97146299)
Somerset,12/07/2020,3,1.6,33,73447,4.08,2.14,44.93,42111,-79.03100206,39.97146299,POINT (-79.03100206 39.97146299)
Juniata,01/18/2021,0,0.4,77,24763,0,1.73,310.95,42067,-77.405775,40.53433008,POINT (-77.405775 40.53433008)
Juniata,01/17/2021,0,0.6,77,24763,0,2.31,310.95,42067,-77.405775,40.53433008,POINT (-77.405775 40.53433008)
Berks,02/11/2021,2,3.4,880,421164,0.47,0.81,208.94,42011,-75.93077327,40.41939635,POINT (-75.93077327 40.41939635)
Bradford,02/25/2021,0,0.6,79,60323,0,0.95,130.96,42015,-76.51825624,41.79117814,POINT (-76.51825624 41.79117814)
Somerset,02/07/2021,0,0.6,185,73447,0,0.78,251.88,42111,-79.03100206,39.97146299,POINT (-79.03100206 39.97146299)
Montour,02/24/2021,0,0.1,60,18230,0,0.78,329.13,42093,-76.66470527,41.02801824,POINT (-76.66470527 41.02801824)
Erie,09/25/2020,0,0.1,38,269728,0,0.05,14.09,42049,-80.0407591,41.99413787,POINT (-80.0407591 41.99413787)
Erie,02/18/2021,1,1.1,377,269728,0.37,0.42,139.77,42049,-80.0407591,41.99413787,POINT (-80.0407591 41.99413787)
Greene,02/02/2021,0,0,30,36233,0,0,82.8,42059,-80.22943817,39.85480393,POINT (-80.22943817 39.85480393)
Somerset,11/27/2020,0,0.7,18,73447,0,0.97,24.51,42111,-79.03100206,39.97146299,POINT (-79.03100206 39.97146299)
Mifflin,03/05/2021,0,0.4,172,46138,0,0.93,372.79,42087,-77.62003089,40.61274928,POINT (-77.62003089 40.61274928)
Lehigh,05/04/2020,7,5.3,133,369318,1.9,1.43,36.01,42077,-75.60099481,40.61464794,POINT (-75.60099481 40.61464794)
Snyder,03/02/2021,0,0.1,81,40372,0,0.35,200.63,42109,-77.07255968,40.77113737,POINT (-77.07255968 40.77113737)
Warren,01/06/2021,1,1.9,68,39191,2.55,4.74,173.51,42123,-79.27858158,41.81675237,POINT (-79.27858158 41.81675237)
Bucks,10/30/2020,1,0.3,629,628270,0.16,0.05,100.12,42017,-75.11291241,40.33501133,POINT (-75.11291241 40.33501133)
Lehigh,10/13/2020,0,0.3,363,369318,0,0.08,98.29,42077,-75.60099481,40.61464794,POINT (-75.60099481 40.61464794)
Lehigh,08/28/2020,0,0.3,352,369318,0,0.08,95.31,42077,-75.60099481,40.61464794,POINT (-75.60099481 40.61464794)
Lehigh,05/10/2020,8,6.3,170,369318,2.17,1.7,46.03,42077,-75.60099481,40.61464794,POINT (-75.60099481 40.61464794)
Lawrence,02/11/2021,0,0.4,179,85512,0,0.5,209.33,42073,-80.33754114,40.99325035,POINT (-80.33754114 40.99325035)
Lehigh,05/24/2020,2,4.6,240,369318,0.54,1.24,64.98,42077,-75.60099481,40.61464794,POINT (-75.60099481 40.61464794)
Crawford,02/24/2021,0,0,136,84629,0,0,160.7,42039,-80.11321083,41.68546907,POINT (-80.11321083 41.68546907)
Forest,02/12/2021,0,0,21,7247,0,0,289.78,42053,-79.23780995,41.51357876,POINT (-79.23780995 41.51357876)
Clinton,01/04/2021,0,1.3,35,38632,0,3.33,90.6,42035,-77.6428376,41.23286274,POINT (-77.6428376 41.23286274)
Lehigh,07/24/2020,0,0.1,339,369318,0,0.04,91.79,42077,-75.60099481,40.61464794,POINT (-75.60099481 40.61464794)
Lehigh,07/27/2020,1,0.1,340,369318,0.27,0.04,92.06,42077,-75.60099481,40.61464794,POINT (-75.60099481 40.61464794)
Forest,02/09/2021,0,0,21,7247,0,0,289.78,42053,-79.23780995,41.51357876,POINT (-79.23780995 41.51357876)
Lehigh,10/03/2020,0,0.6,360,369318,0,0.15,97.48,42077,-75.60099481,40.61464794,POINT (-75.60099481 40.61464794)
Huntingdon,03/06/2021,0,0,125,45144,0,0,276.89,42061,-77.9827661,40.416105,POINT (-77.9827661 40.416105)
Wayne,03/06/2021,0,0.1,68,51361,0,0.28,132.4,42127,-75.3051535,41.64969805,POINT (-75.3051535 41.64969805)
Mercer,02/14/2021,0,0.3,238,109424,0,0.26,217.5,42085,-80.26009411,41.30237777,POINT (-80.26009411 41.30237777)
Washington,01/18/2021,5,3.6,193,206865,2.42,1.73,93.3,42125,-80.25180083,40.19109663,POINT (-80.25180083 40.19109663)
Lackawanna,03/06/2021,0,0.4,427,209674,0,0.2,203.65,42069,-75.61218345,41.43910064,POINT (-75.61218345 41.43910064)
Potter,02/25/2021,0,0,21,16526,0,0,127.07,42105,-77.89879229,41.74420644,POINT (-77.89879229 41.74420644)
Lehigh,07/15/2020,2,0.9,337,369318,0.54,0.23,91.25,42077,-75.60099481,40.61464794,POINT (-75.60099481 40.61464794)
Somerset,02/20/2021,0,0,185,73447,0,0,251.88,42111,-79.03100206,39.97146299,POINT (-79.03100206 39.97146299)
Clinton,01/21/2021,0,0.1,51,38632,0,0.37,132.01,42035,-77.6428376,41.23286274,POINT (-77.6428376 41.23286274)
Philadelphia,01/22/2021,13,12.3,2907,1584064,0.82,0.78,183.52,42101,-75.140236,40.00444354,POINT (-75.140236 40.00444354)
Cambria,02/26/2021,0,0.7,396,130192,0,0.55,304.17,42021,-78.71894174,40.49127491,POINT (-78.71894174 40.49127491)
Lackawanna,02/16/2021,1,1.3,413,209674,0.48,0.61,196.97,42069,-75.61218345,41.43910064,POINT (-75.61218345 41.43910064)
Cambria,01/28/2021,0,0.4,372,130192,0,0.33,285.73,42021,-78.71894174,40.49127491,POINT (-78.71894174 40.49127491)
Mercer,01/24/2021,3,1.4,225,109424,2.74,1.31,205.62,42085,-80.26009411,41.30237777,POINT (-80.26009411 41.30237777)
Clinton,01/23/2021,0,0.1,52,38632,0,0.37,134.6,42035,-77.6428376,41.23286274,POINT (-77.6428376 41.23286274)
Wyoming,02/18/2021,1,0.1,41,26794,3.73,0.53,153.02,42131,-76.01813003,41.51892488,POINT (-76.01813003 41.51892488)
Washington,01/11/2021,2,1.6,168,206865,0.97,0.76,81.21,42125,-80.25180083,40.19109663,POINT (-80.25180083 40.19109663)
Armstrong,01/05/2021,0,1.6,86,64735,0,2.43,132.85,42005,-79.47316899,40.81509526,POINT (-79.47316899 40.81509526)
Washington,01/17/2021,5,3.1,188,206865,2.42,1.52,90.88,42125,-80.25180083,40.19109663,POINT (-80.25180083 40.19109663)
Pennsylvania,11/08/2020,50,46.1,9358,12801989,0.39,0.36,73.1,42000,-75.167756,39.346129,POINT (-75.167756 39.346129)
Forest,02/02/2021,0,0.3,21,7247,0,3.94,289.78,42053,-79.23780995,41.51357876,POINT (-79.23780995 41.51357876)
